TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
IND,is-visit,INDATL,is-confirmed,Very Likely To Play,Malcolm Brogdon,M. Brogdon,PG,2021-04-18 18:45:03.740427
IND,is-visit,INDATL,is-confirmed,Very Likely To Play,Caris LeVert,Caris LeVert,SG,2021-04-18 18:45:03.740427
IND,is-visit,INDATL,is-confirmed,Very Likely To Play,Justin Holiday,J. Holiday,SF,2021-04-18 18:45:03.740427
IND,is-visit,INDATL,is-confirmed,Very Likely To Play,Domantas Sabonis,D. Sabonis,PF,2021-04-18 18:45:03.740427
IND,is-visit,INDATL,is-confirmed,Very Likely To Play,Myles Turner,Myles Turner,C,2021-04-18 18:45:03.740427
IND,is-visit,INDATL,,Very Likely To Play,Doug McDermott,D. McDermott,F,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,is-confirmed,Very Likely To Play,Trae Young,Trae Young,PG,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,is-confirmed,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,is-confirmed,Very Likely To Play,Kevin Huerter,Kevin Huerter,SF,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,is-confirmed,Very Likely To Play,John Collins,John Collins,PF,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,is-confirmed,Very Likely To Play,Clint Capela,Clint Capela,C,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,,Very Likely To Play,Kris Dunn,Kris Dunn,G,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,,Very Likely To Play,Danilo Gallinari,D. Gallinari,F,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,,Very Likely To Play,De'Andre Hunter,D. Hunter,F,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,,Very Likely To Play,Tony Snell,Tony Snell,F,2021-04-18 18:45:03.740427
ATL,is-home,INDATL,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,is-confirmed,Very Likely To Play,Lonzo Ball,Lonzo Ball,PG,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,is-confirmed,Very Likely To Play,Eric Bledsoe,Eric Bledsoe,SG,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,is-confirmed,Very Likely To Play,Brandon Ingram,B. Ingram,SF,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,is-confirmed,Very Likely To Play,Zion Williamson,Z. Williamson,PF,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,is-confirmed,Very Likely To Play,Steven Adams,Steven Adams,C,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,,Very Unlikely To Play,Nickeil Alexander-Walker,N. Alexander-Walker,G,2021-04-18 18:45:03.740427
NOP,is-visit,NONY,,Very Unlikely To Play,Josh Hart,Josh Hart,G,2021-04-18 18:45:03.740427
NYK,is-home,NONY,is-confirmed,Very Likely To Play,Elfrid Payton,Elfrid Payton,PG,2021-04-18 18:45:03.740427
NYK,is-home,NONY,is-confirmed,Very Likely To Play,Reggie Bullock,R. Bullock,SG,2021-04-18 18:45:03.740427
NYK,is-home,NONY,is-confirmed,Very Likely To Play,RJ Barrett,RJ Barrett,SF,2021-04-18 18:45:03.740427
NYK,is-home,NONY,is-confirmed,Very Likely To Play,Julius Randle,Julius Randle,PF,2021-04-18 18:45:03.740427
NYK,is-home,NONY,is-confirmed,Very Likely To Play,Nerlens Noel,Nerlens Noel,C,2021-04-18 18:45:03.740427
NYK,is-home,NONY,,Very Unlikely To Play,Alec Burks,Alec Burks,G,2021-04-18 18:45:03.740427
NYK,is-home,NONY,,Very Unlikely To Play,Mitchell Robinson,M. Robinson,C,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,is-confirmed,Very Likely To Play,Kyrie Irving,Kyrie Irving,PG,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,is-confirmed,Very Likely To Play,Bruce Brown,Bruce Brown,SG,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,is-confirmed,Very Likely To Play,Joe Harris,Joe Harris,SF,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,is-confirmed,Very Likely To Play,Kevin Durant,K. Durant,PF,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,is-confirmed,Very Likely To Play,Blake Griffin,Blake Griffin,C,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,,Very Likely To Play,Kevin Durant,K. Durant,F,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,,Very Likely To Play,James Harden,J. Harden,G,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,,Very Unlikely To Play,Chris Chiozza,C. Chiozza,G,2021-04-18 18:45:03.740427
BKN,is-visit,BKNMIA,,Very Unlikely To Play,Tyler Johnson,T. Johnson,G,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,is-confirmed,Very Likely To Play,Kendrick Nunn,Kendrick Nunn,PG,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,is-confirmed,Very Likely To Play,Duncan Robinson,D. Robinson,SG,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,is-confirmed,Very Likely To Play,Andre Iguodala,A. Iguodala,SF,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,is-confirmed,Very Likely To Play,Trevor Ariza,Trevor Ariza,PF,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,is-confirmed,Very Likely To Play,Bam Adebayo,Bam Adebayo,C,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,,Very Likely To Play,Jimmy Butler,J. Butler,F,2021-04-18 18:45:03.740427
MIA,is-home,BKNMIA,,Very Unlikely To Play,Victor Oladipo,V. Oladipo,G,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,is-confirmed,Very Likely To Play,Kevin Porter,Kevin Porter,PG,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,is-confirmed,Very Likely To Play,Avery Bradley,Avery Bradley,SG,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,is-confirmed,Very Likely To Play,Jae'Sean Tate,Jae'Sean Tate,SF,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,is-confirmed,Very Likely To Play,Kelly Olynyk,Kelly Olynyk,PF,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,is-confirmed,Very Likely To Play,Christian Wood,C. Wood,C,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,,Very Likely To Play,Sterling Brown,S. Brown,G,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,,Very Unlikely To Play,D.J. Augustin,D. Augustin,G,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,,Very Unlikely To Play,Dante Exum,Dante Exum,G,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,,Very Unlikely To Play,Eric Gordon,E. Gordon,G,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,,Very Unlikely To Play,Danuel House,D. House,F,2021-04-18 18:45:03.740427
HOU,is-visit,HOUORL,,Very Unlikely To Play,David Nwaba,D. Nwaba,F,2021-04-18 18:45:03.740427
ORL,is-home,HOUORL,is-confirmed,Very Likely To Play,Cole Anthony,Cole Anthony,PG,2021-04-18 18:45:03.740427
ORL,is-home,HOUORL,is-confirmed,Very Likely To Play,Gary Harris,Gary Harris,SG,2021-04-18 18:45:03.740427
ORL,is-home,HOUORL,is-confirmed,Very Likely To Play,Dwayne Bacon,Dwayne Bacon,SF,2021-04-18 18:45:03.740427
ORL,is-home,HOUORL,is-confirmed,Very Likely To Play,Chuma Okeke,Chuma Okeke,PF,2021-04-18 18:45:03.740427
ORL,is-home,HOUORL,is-confirmed,Very Likely To Play,Wendell Carter,W. Carter,C,2021-04-18 18:45:03.740427
