team,wl,anet,aortg,adrtg,sos,osos,dsos,pace,opl,dpl,date
DEN,23-11,4.84,111.58,106.77,-0.417,-0.316,-0.115,97.727,14.823,14.725,2018-12-30
IND,24-12,5.53,108.119,102.62,-0.925,-0.728,-0.219,98.625,14.516,14.727,2018-12-30
CHI,10-27,-9.229,100.530,109.816,-0.316,-0.113,-0.218,98.923,14.313,14.830,2018-12-30
MIL,25-10,7.41,112.64,105.15,-1.026,-0.627,-0.423,102.66,14.09,14.13,2018-12-30
OKC,22-13,5.62,107.821,102.21,-0.315,-0.729,0.45,103.05,13.42,14.623,2018-12-30
GSW,24-13,3.77,112.82,109.114,-0.213,-0.214,0.012,101.210,13.76,14.726,2018-12-29
NOP,16-21,0.916,112.55,111.623,0.36,0.08,0.37,103.14,13.65,14.314,2018-12-29
BOS,21-14,4.85,110.112,105.36,-1.228,-0.525,-0.729,99.718,14.313,14.624,2018-12-29
DEN,23-11,4.84,111.58,106.78,-0.417,-0.316,-0.115,97.727,14.823,14.725,2018-12-29
IND,24-12,5.53,108.119,102.62,-0.925,-0.728,-0.219,98.625,14.517,14.727,2018-12-29
OKC,22-12,5.82,108.020,102.21,-0.315,-0.729,0.45,103.05,13.42,14.523,2018-12-29
MIL,25-10,7.41,112.64,105.15,-1.026,-0.627,-0.423,102.66,14.09,14.13,2018-12-29
UTA,18-19,2.98,107.921,104.93,0.92,0.42,0.52,100.114,14.620,14.15,2018-12-29
PHI,23-13,2.49,110.610,108.111,-0.722,-0.318,-0.524,102.07,14.08,14.210,2018-12-29
SAS,20-17,2.210,112.36,110.218,0.18,0.23,-0.220,98.724,15.026,14.27,2018-12-29
LAL,20-16,1.811,108.617,106.89,-0.112,-0.319,0.38,103.63,13.64,14.211,2018-12-29
LAC,21-15,1.812,112.63,110.821,0.54,0.15,0.44,101.89,14.110,14.29,2018-12-29
HOU,20-15,1.213,112.91,111.724,-0.214,-0.010,-0.117,96.628,15.027,14.829,2018-12-29
DAL,16-18,1.114,110.113,109.013,0.45,-0.09,0.46,100.213,14.619,14.14,2018-12-29
CHA,17-18,1.015,111.59,110.519,-0.824,-0.420,-0.525,99.916,14.516,14.418,2018-12-29
MIA,17-17,0.617,107.022,106.47,-0.520,-0.423,-0.114,99.121,14.822,14.313,2018-12-29
TOR,26-11,4.26,112.07,107.810,-1.229,-0.424,-0.830,99.915,14.414,14.421,2018-12-29
MEM,18-17,0.418,105.426,105.04,0.53,-0.317,0.81,95.230,15.930,14.315,2018-12-29
MIN,16-19,0.119,110.014,109.916,0.010,-0.111,0.110,100.611,14.415,14.26,2018-12-29
POR,20-16,-0.220,110.311,110.620,0.09,0.07,-0.013,99.519,14.618,14.316,2018-12-29
SAC,19-16,-1.421,109.815,111.122,-0.111,-0.112,0.011,105.02,13.11,14.420,2018-12-29
DET,16-17,-2.322,105.925,108.312,-0.519,-0.422,-0.116,99.717,14.825,14.02,2018-12-29
BKN,17-21,-2.623,109.116,111.725,-1.430,-0.830,-0.628,99.023,14.824,14.312,2018-12-29
WAS,14-23,-5.425,108.318,113.728,-0.723,-0.421,-0.422,101.98,13.97,14.417,2018-12-29
PHX,9-28,-7.426,104.727,112.126,1.01,0.51,0.53,99.520,14.821,14.28,2018-12-29
NYK,9-28,-7.927,106.124,113.929,0.17,0.16,0.19,100.412,14.211,14.522,2018-12-29
ATL,11-24,-8.728,103.629,112.227,-0.621,-0.215,-0.421,105.21,13.43,13.91,2018-12-29
CHI,10-26,-9.329,100.730,110.017,-0.316,-0.113,-0.218,99.022,14.312,14.830,2018-12-29
CLE,8-29,-10.030,106.323,116.330,-0.418,0.14,-0.526,96.229,15.129,14.828,2018-12-29
ORL,15-19,-5.024,104.428,109.415,-1.127,-0.526,-0.627,97.826,15.128,14.419,2018-12-29
MIA,17-17,0.618,107.022,106.48,-0.519,-0.423,-0.114,99.121,14.823,14.313,2018-12-28
CLE,8-28,-10.330,106.224,116.530,-0.418,0.14,-0.526,96.129,15.129,14.829,2018-12-28
NOP,16-20,1.114,112.74,111.523,0.36,0.08,0.37,103.34,13.65,14.314,2018-12-28
PHX,9-27,-7.527,104.328,111.825,1.01,0.51,0.53,99.520,14.821,14.27,2018-12-28
NYK,9-27,-7.226,106.423,113.529,0.17,0.16,0.19,100.412,14.211,14.522,2018-12-28
WAS,13-23,-5.625,107.820,113.428,-0.722,-0.421,-0.421,101.98,13.97,14.420,2018-12-28
ORL,15-19,-5.024,104.427,109.415,-1.127,-0.526,-0.627,97.826,15.128,14.418,2018-12-28
BKN,17-20,-2.923,108.816,111.724,-2.030,-1.030,-1.030,98.923,14.925,14.211,2018-12-28
DET,16-17,-2.722,105.925,108.612,-0.924,-0.422,-0.423,99.718,14.824,14.02,2018-12-28
SAC,19-16,-1.421,109.815,111.122,-0.111,-0.112,0.011,105.02,13.11,14.419,2018-12-28
POR,20-15,0.120,110.511,110.419,0.09,0.07,-0.013,99.519,14.618,14.417,2018-12-28
MIN,16-19,0.119,110.013,109.916,0.010,-0.111,0.110,100.611,14.415,14.26,2018-12-28
MEM,18-16,0.717,105.426,104.73,0.53,-0.317,0.81,95.230,16.030,14.315,2018-12-28
HOU,19-15,1.016,112.92,111.926,-0.214,-0.010,-0.116,96.628,15.026,14.830,2018-12-28
DAL,16-18,1.115,110.112,109.013,0.45,-0.09,0.46,100.213,14.620,14.14,2018-12-28
CHA,17-17,1.213,111.19,109.917,-0.823,-0.420,-0.525,99.817,14.517,14.316,2018-12-28
CHI,10-26,-9.329,100.730,110.018,-0.316,-0.113,-0.217,99.022,14.312,14.828,2018-12-28
LAL,20-16,1.812,108.617,106.89,-0.112,-0.319,0.38,103.63,13.64,14.210,2018-12-28
SAS,19-17,1.911,112.35,110.420,0.18,0.23,-0.219,98.425,15.027,14.312,2018-12-28
UTA,17-19,2.110,107.321,105.25,0.92,0.42,0.52,100.114,14.619,14.25,2018-12-28
LAC,21-14,2.19,112.91,110.821,0.54,0.15,0.44,101.69,14.110,14.28,2018-12-28
PHI,23-13,2.48,110.610,108.111,-0.721,-0.318,-0.524,102.07,14.08,14.29,2018-12-28
GSW,23-13,3.67,112.83,109.214,-0.213,-0.214,0.012,101.210,13.76,14.726,2018-12-28
TOR,26-11,4.26,112.07,107.810,-1.229,-0.424,-0.829,99.915,14.414,14.421,2018-12-28
BOS,20-14,4.75,109.914,105.26,-1.228,-0.525,-0.728,99.816,14.313,14.624,2018-12-28
DEN,22-11,4.84,111.18,106.37,-0.417,-0.316,-0.115,97.727,14.822,14.725,2018-12-28
IND,24-12,5.53,108.118,102.62,-0.925,-0.728,-0.218,98.624,14.516,14.727,2018-12-28
OKC,22-12,5.82,108.019,102.21,-0.315,-0.729,0.45,103.05,13.42,14.523,2018-12-28
MIL,24-10,7.31,112.26,104.94,-1.026,-0.627,-0.422,102.66,14.09,14.13,2018-12-28
ATL,10-24,-8.928,103.429,112.327,-0.620,-0.215,-0.420,105.31,13.43,13.91,2018-12-28
CHI,9-26,-9.830,100.430,110.317,-0.316,-0.113,-0.218,99.222,14.211,14.829,2018-12-27
CLE,8-27,-9.829,106.424,116.230,-0.418,0.14,-0.526,96.229,15.229,14.828,2018-12-27
NOP,15-20,1.015,112.46,111.423,0.36,0.08,0.37,103.53,13.64,14.211,2018-12-27
ATL,9-24,-9.328,103.129,112.427,-0.621,-0.215,-0.421,105.51,13.42,13.91,2018-12-27
PHX,9-26,-7.327,104.527,111.825,1.01,0.51,0.53,99.420,14.821,14.29,2018-12-27
NYK,9-27,-7.226,106.425,113.529,0.17,0.16,0.19,100.413,14.212,14.522,2018-12-27
ORL,14-19,-6.025,104.028,110.016,-1.128,-0.526,-0.628,97.727,15.128,14.418,2018-12-27
WAS,13-22,-5.524,108.018,113.528,-0.723,-0.422,-0.422,102.27,13.87,14.417,2018-12-27
BKN,17-19,-2.323,109.416,111.724,-1.730,-0.930,-0.830,99.023,14.925,14.27,2018-12-27
SAC,19-16,-1.422,109.815,111.121,-0.111,-0.112,0.011,105.02,13.11,14.420,2018-12-27
DET,16-16,-1.221,106.523,107.711,-0.519,-0.423,-0.116,99.718,14.824,14.02,2018-12-27
MIA,16-17,-0.220,106.522,106.78,-0.520,-0.424,-0.114,99.321,14.822,14.313,2018-12-27
MIN,16-18,0.218,110.012,109.915,0.010,-0.111,0.110,100.711,14.415,14.26,2018-12-27
MEM,18-16,0.717,105.426,104.73,0.53,-0.317,0.81,95.230,16.030,14.315,2018-12-27
CHA,16-17,0.816,111.38,110.519,-0.824,-0.421,-0.525,99.915,14.516,14.316,2018-12-27
HOU,19-15,1.014,112.92,111.926,-0.214,-0.010,-0.117,96.628,15.026,14.830,2018-12-27
MIL,24-10,7.31,112.27,104.94,-1.027,-0.627,-0.423,102.66,14.09,14.14,2018-12-27
DAL,16-17,1.213,109.814,108.613,0.45,-0.09,0.46,100.412,14.619,14.13,2018-12-27
LAC,20-14,1.912,113.11,111.222,0.54,0.15,0.44,101.49,14.210,14.212,2018-12-27
SAS,19-16,2.111,112.65,110.520,0.18,0.23,-0.220,98.525,15.027,14.210,2018-12-27
UTA,17-19,2.110,107.321,105.25,0.92,0.42,0.52,100.114,14.620,14.25,2018-12-27
LAL,20-15,2.19,109.017,106.89,-0.112,-0.320,0.38,103.44,13.65,14.314,2018-12-27
PHI,23-13,2.48,110.610,108.112,-0.722,-0.318,-0.524,102.08,14.08,14.28,2018-12-27
GSW,23-13,3.67,112.84,109.214,-0.213,-0.214,0.012,101.210,13.76,14.726,2018-12-27
IND,23-12,4.56,107.620,103.02,-0.926,-0.728,-0.219,98.524,14.517,14.727,2018-12-27
BOS,20-14,4.75,109.913,105.26,-1.229,-0.525,-0.729,99.817,14.313,14.624,2018-12-27
DEN,21-11,4.94,111.29,106.47,-0.417,-0.316,-0.115,97.826,14.823,14.725,2018-12-27
TOR,26-10,5.53,112.83,107.310,-0.925,-0.319,-0.527,99.916,14.414,14.421,2018-12-27
OKC,21-12,5.52,107.919,102.31,-0.315,-0.729,0.45,103.05,13.43,14.523,2018-12-27
POR,20-15,0.119,110.511,110.418,0.09,0.07,-0.013,99.519,14.618,14.419,2018-12-27
OKC,21-12,5.52,107.919,102.31,-0.315,-0.729,0.45,103.05,13.43,14.523,2018-12-26
CHI,9-26,-9.830,100.430,110.317,-0.316,-0.113,-0.218,99.222,14.211,14.829,2018-12-26
CHA,16-17,0.815,111.38,110.518,-0.824,-0.421,-0.525,99.916,14.516,14.316,2018-12-26
MIL,23-10,7.21,112.27,105.16,-1.027,-0.627,-0.423,102.76,14.09,14.14,2018-12-26
TOR,26-10,5.53,112.83,107.310,-0.925,-0.319,-0.527,99.917,14.414,14.421,2018-12-26
BOS,20-13,5.34,109.814,104.53,-1.229,-0.525,-0.729,99.915,14.313,14.524,2018-12-26
DEN,21-11,4.95,111.29,106.47,-0.417,-0.316,-0.115,97.826,14.823,14.725,2018-12-26
IND,23-12,4.56,107.620,103.02,-0.926,-0.728,-0.219,98.524,14.517,14.727,2018-12-26
GSW,23-12,3.77,113.21,109.514,-0.213,-0.214,0.012,101.310,13.76,14.726,2018-12-26
UTA,17-18,2.68,107.521,104.95,0.92,0.42,0.52,100.114,14.620,14.15,2018-12-26
CLE,8-27,-9.829,106.425,116.230,-0.418,0.14,-0.526,96.229,15.229,14.828,2018-12-26
SAS,19-16,2.110,112.64,110.519,0.18,0.23,-0.220,98.525,15.027,14.29,2018-12-26
PHI,22-13,2.111,110.411,108.412,-0.722,-0.318,-0.524,102.18,14.08,14.210,2018-12-26
LAC,20-14,1.912,113.12,111.222,0.54,0.15,0.44,101.49,14.210,14.212,2018-12-26
DAL,16-17,1.213,109.813,108.613,0.45,-0.09,0.46,100.412,14.619,14.13,2018-12-26
NOP,15-20,1.014,112.46,111.423,0.36,0.08,0.37,103.53,13.65,14.211,2018-12-26
LAL,20-14,2.29,108.917,106.79,-0.112,-0.320,0.38,103.44,13.64,14.314,2018-12-26
MEM,18-16,0.716,105.426,104.74,0.53,-0.317,0.81,95.230,16.030,14.315,2018-12-26
BKN,17-19,-2.323,109.416,111.724,-1.730,-0.930,-0.830,99.023,14.925,14.27,2018-12-26
HOU,18-15,0.617,112.45,111.826,-0.214,-0.010,-0.117,96.628,15.026,14.930,2018-12-26
PHX,9-26,-7.327,104.527,111.825,1.01,0.51,0.53,99.420,14.821,14.28,2018-12-26
NYK,9-26,-7.026,106.622,113.629,0.17,0.16,0.19,100.413,14.212,14.422,2018-12-26
ORL,14-19,-6.025,104.028,110.016,-1.128,-0.526,-0.628,97.727,15.128,14.418,2018-12-26
WAS,13-22,-5.524,108.018,113.528,-0.723,-0.422,-0.422,102.27,13.87,14.417,2018-12-26
ATL,9-24,-9.328,103.129,112.427,-0.621,-0.215,-0.421,105.51,13.42,13.91,2018-12-26
SAC,18-16,-1.422,109.715,111.121,-0.111,-0.112,0.011,105.02,13.11,14.420,2018-12-26
MIA,16-17,-0.220,106.523,106.78,-0.520,-0.424,-0.114,99.321,14.822,14.313,2018-12-26
POR,19-15,-0.019,110.810,110.820,0.09,0.07,-0.013,99.519,14.618,14.419,2018-12-26
MIN,16-18,0.218,110.012,109.915,0.010,-0.111,0.110,100.711,14.415,14.26,2018-12-26
DET,16-16,-1.221,106.524,107.711,-0.519,-0.423,-0.116,99.718,14.824,14.02,2018-12-26
BKN,16-19,-2.323,109.516,111.825,-1.730,-0.830,-0.930,99.123,14.925,14.27,2018-12-25
POR,19-15,-0.018,110.810,110.820,0.09,0.07,-0.013,99.519,14.619,14.419,2018-12-25
MIA,16-16,-0.119,106.425,106.58,-0.520,-0.423,-0.114,99.521,14.721,14.212,2018-12-25
MIN,15-18,-0.620,109.614,110.317,0.010,-0.111,0.110,100.811,14.415,14.16,2018-12-25
SAC,18-15,-1.221,109.713,110.921,-0.111,-0.112,0.011,104.92,13.11,14.421,2018-12-25
DET,15-16,-1.622,106.524,108.111,-0.519,-0.422,-0.116,99.818,14.824,14.02,2018-12-25
ORL,14-18,-6.125,103.728,109.815,-1.128,-0.526,-0.627,97.826,15.128,14.317,2018-12-25
WAS,13-21,-5.324,108.318,113.629,-0.723,-0.421,-0.422,102.37,13.87,14.318,2018-12-25
NYK,9-26,-7.026,106.623,113.628,0.17,0.16,0.19,100.412,14.212,14.422,2018-12-25
PHX,8-26,-7.627,104.127,111.724,1.01,0.51,0.53,99.520,14.722,14.29,2018-12-25
CHI,9-25,-9.328,100.630,109.916,-0.316,-0.113,-0.218,99.322,14.211,14.829,2018-12-25
ATL,9-23,-9.329,102.729,112.027,-0.621,-0.215,-0.421,105.61,13.42,13.91,2018-12-25
MEM,17-16,0.417,105.426,105.05,0.53,-0.317,0.81,95.330,15.930,14.313,2018-12-25
OKC,21-12,5.52,107.919,102.31,-0.315,-0.729,0.45,103.05,13.43,14.523,2018-12-25
CHA,16-16,0.915,111.29,110.418,-0.824,-0.420,-0.525,100.016,14.516,14.315,2018-12-25
DAL,15-17,1.114,109.515,108.412,0.45,-0.09,0.46,100.413,14.618,14.14,2018-12-25
NOP,15-19,1.113,112.36,111.122,0.36,0.08,0.37,103.63,13.65,14.28,2018-12-25
LAC,19-14,1.712,113.02,111.323,0.54,0.15,0.44,101.210,14.110,14.316,2018-12-25
SAS,18-16,1.911,112.64,110.719,0.18,0.23,-0.220,98.424,15.027,14.210,2018-12-25
PHI,22-13,2.110,110.411,108.413,-0.722,-0.318,-0.524,102.18,14.08,14.211,2018-12-25
LAL,20-14,2.29,108.917,106.79,-0.112,-0.319,0.38,103.44,13.64,14.314,2018-12-25
UTA,17-18,2.68,107.520,104.94,0.92,0.42,0.52,100.114,14.620,14.15,2018-12-25
GSW,23-12,3.77,113.21,109.514,-0.213,-0.214,0.012,101.39,13.76,14.726,2018-12-25
IND,22-12,4.56,107.121,102.62,-0.925,-0.728,-0.219,98.425,14.517,14.727,2018-12-25
DEN,21-10,5.35,111.58,106.27,-0.417,-0.316,-0.115,97.727,14.823,14.725,2018-12-25
BOS,20-13,5.34,109.812,104.53,-1.229,-0.525,-0.728,99.917,14.313,14.524,2018-12-25
TOR,25-10,5.33,112.73,107.310,-1.127,-0.424,-0.729,100.115,14.414,14.420,2018-12-25
MIL,23-10,7.21,112.27,105.16,-1.026,-0.627,-0.423,102.76,14.09,14.13,2018-12-25
CLE,8-26,-9.830,106.722,116.530,-0.418,0.14,-0.526,96.329,15.229,14.728,2018-12-25
HOU,18-15,0.616,112.45,111.826,-0.214,-0.010,-0.117,96.628,15.026,14.930,2018-12-25
CLE,8-26,-9.830,106.723,116.530,-0.418,0.14,-0.526,96.329,15.229,14.728,2018-12-24
CHA,16-16,0.915,111.210,110.418,-0.824,-0.420,-0.525,100.016,14.516,14.314,2018-12-24
MIL,22-10,7.11,112.55,105.56,-1.026,-0.627,-0.423,102.66,14.09,14.13,2018-12-24
OKC,21-11,5.82,107.919,102.11,-0.315,-0.729,0.45,103.05,13.43,14.524,2018-12-24
TOR,25-10,5.33,112.73,107.310,-1.127,-0.424,-0.729,100.115,14.414,14.420,2018-12-24
BOS,19-13,5.34,109.912,104.63,-1.229,-0.525,-0.728,99.917,14.313,14.523,2018-12-24
DEN,21-10,5.35,111.58,106.27,-0.417,-0.316,-0.115,97.727,14.823,14.725,2018-12-24
GSW,23-11,4.66,113.81,109.114,-0.213,-0.214,0.012,101.210,13.86,14.726,2018-12-24
IND,22-12,4.57,107.121,102.62,-0.925,-0.728,-0.219,98.425,14.517,14.727,2018-12-24
PHI,22-12,2.48,110.811,108.413,-0.722,-0.318,-0.524,102.18,13.98,14.312,2018-12-24
SAS,18-16,1.910,112.64,110.720,0.18,0.23,-0.220,98.424,15.027,14.210,2018-12-24
LAC,19-14,1.711,113.02,111.323,0.54,0.15,0.44,101.29,14.110,14.315,2018-12-24
LAL,19-14,1.512,108.517,107.19,-0.112,-0.319,0.38,103.34,13.54,14.319,2018-12-24
NOP,15-19,1.113,112.37,111.122,0.36,0.08,0.37,103.63,13.65,14.28,2018-12-24
DAL,15-17,1.114,109.515,108.412,0.45,-0.09,0.46,100.412,14.618,14.14,2018-12-24
UTA,16-18,2.19,107.320,105.25,0.92,0.42,0.52,100.114,14.620,14.26,2018-12-24
POR,19-14,0.616,111.39,110.719,0.09,0.07,-0.013,99.520,14.619,14.318,2018-12-24
BKN,16-19,-2.323,109.516,111.825,-1.730,-0.830,-0.930,99.123,14.925,14.27,2018-12-24
HOU,17-15,0.517,112.56,112.026,-0.214,-0.010,-0.117,96.428,15.026,14.930,2018-12-24
CHI,9-25,-9.328,100.630,109.916,-0.316,-0.113,-0.218,99.322,14.211,14.829,2018-12-24
PHX,8-26,-7.627,104.127,111.724,1.01,0.51,0.53,99.519,14.722,14.29,2018-12-24
NYK,9-25,-6.926,107.022,113.929,0.17,0.16,0.19,100.313,14.212,14.522,2018-12-24
ORL,14-18,-6.125,103.728,109.815,-1.128,-0.526,-0.627,97.826,15.128,14.316,2018-12-24
WAS,13-21,-5.324,108.318,113.628,-0.723,-0.421,-0.422,102.37,13.87,14.317,2018-12-24
ATL,9-23,-9.329,102.729,112.027,-0.621,-0.215,-0.421,105.61,13.42,13.91,2018-12-24
DET,15-16,-1.622,106.524,108.111,-0.519,-0.422,-0.116,99.818,14.824,14.02,2018-12-24
SAC,18-15,-1.221,109.713,110.921,-0.111,-0.112,0.011,104.92,13.11,14.421,2018-12-24
MIN,15-18,-0.620,109.614,110.317,0.010,-0.111,0.110,100.811,14.415,14.15,2018-12-24
MIA,16-16,-0.119,106.425,106.58,-0.520,-0.423,-0.114,99.521,14.721,14.211,2018-12-24
MEM,17-16,0.418,105.426,105.04,0.53,-0.317,0.81,95.330,15.930,14.313,2018-12-24
WAS,13-21,-5.324,108.318,113.628,-0.723,-0.421,-0.422,102.37,13.87,14.317,2018-12-23
MEM,17-16,0.418,105.426,105.04,0.53,-0.317,0.81,95.330,15.930,14.313,2018-12-23
MIA,16-16,-0.119,106.425,106.58,-0.520,-0.423,-0.114,99.521,14.721,14.211,2018-12-23
MIN,15-18,-0.620,109.614,110.317,0.010,-0.111,0.110,100.811,14.415,14.15,2018-12-23
SAC,18-15,-1.221,109.713,110.921,-0.111,-0.112,0.011,104.92,13.11,14.421,2018-12-23
DET,15-16,-1.622,106.524,108.111,-0.519,-0.422,-0.116,99.818,14.824,14.02,2018-12-23
BKN,16-19,-2.323,109.516,111.825,-1.730,-0.830,-0.930,99.123,14.925,14.27,2018-12-23
NYK,9-25,-6.926,107.022,113.929,0.17,0.16,0.19,100.313,14.212,14.522,2018-12-23
ORL,14-18,-6.125,103.728,109.815,-1.128,-0.526,-0.627,97.826,15.128,14.316,2018-12-23
POR,19-14,0.616,111.39,110.719,0.09,0.07,-0.013,99.520,14.619,14.318,2018-12-23
PHX,8-26,-7.627,104.127,111.724,1.01,0.51,0.53,99.519,14.722,14.29,2018-12-23
CHI,9-25,-9.328,100.630,109.916,-0.316,-0.113,-0.218,99.322,14.211,14.829,2018-12-23
ATL,9-23,-9.329,102.729,112.027,-0.621,-0.215,-0.421,105.61,13.42,13.91,2018-12-23
CLE,8-26,-9.830,106.723,116.530,-0.418,0.14,-0.526,96.329,15.229,14.728,2018-12-23
HOU,17-15,0.517,112.56,112.026,-0.214,-0.010,-0.117,96.428,15.026,14.930,2018-12-23
IND,22-12,4.57,107.121,102.62,-0.925,-0.728,-0.219,98.425,14.517,14.727,2018-12-23
CHA,16-16,0.915,111.210,110.418,-0.824,-0.420,-0.525,100.016,14.516,14.314,2018-12-23
GSW,23-11,4.66,113.81,109.114,-0.213,-0.214,0.012,101.210,13.86,14.726,2018-12-23
DAL,15-17,1.114,109.515,108.412,0.45,-0.09,0.46,100.412,14.618,14.14,2018-12-23
OKC,21-11,5.82,107.919,102.11,-0.315,-0.729,0.45,103.05,13.43,14.524,2018-12-23
TOR,25-10,5.33,112.73,107.310,-1.127,-0.424,-0.729,100.115,14.414,14.420,2018-12-23
BOS,19-13,5.34,109.912,104.63,-1.229,-0.525,-0.728,99.917,14.313,14.523,2018-12-23
DEN,21-10,5.35,111.58,106.27,-0.417,-0.316,-0.115,97.727,14.823,14.725,2018-12-23
MIL,22-10,7.11,112.55,105.56,-1.026,-0.627,-0.423,102.66,14.09,14.13,2018-12-23
UTA,16-18,2.19,107.320,105.25,0.92,0.42,0.52,100.114,14.620,14.26,2018-12-23
SAS,18-16,1.910,112.64,110.720,0.18,0.23,-0.220,98.424,15.027,14.210,2018-12-23
LAC,19-14,1.711,113.02,111.323,0.54,0.15,0.44,101.29,14.110,14.315,2018-12-23
LAL,19-14,1.512,108.517,107.19,-0.112,-0.319,0.38,103.34,13.54,14.319,2018-12-23
NOP,15-19,1.113,112.37,111.122,0.36,0.08,0.37,103.63,13.65,14.28,2018-12-23
PHI,22-12,2.48,110.811,108.413,-0.722,-0.318,-0.524,102.18,13.98,14.312,2018-12-23
NOP,15-18,1.215,112.37,111.123,0.36,0.08,0.37,103.54,13.65,14.312,2018-12-22
UTA,16-18,2.19,107.321,105.25,0.92,0.42,0.52,100.115,14.620,14.25,2018-12-22
DAL,15-16,1.314,109.612,108.412,0.45,-0.09,0.46,100.412,14.619,14.14,2018-12-22
CHA,16-15,1.413,111.49,110.016,-0.824,-0.420,-0.525,100.114,14.516,14.314,2018-12-22
LAL,19-13,1.712,108.718,107.09,-0.112,-0.319,0.38,103.63,13.54,14.316,2018-12-22
LAC,19-13,1.811,112.64,110.820,0.54,0.15,0.44,101.29,14.111,14.317,2018-12-22
SAS,18-16,1.910,112.63,110.719,0.18,0.23,-0.220,98.424,15.027,14.210,2018-12-22
BOS,18-13,5.05,109.515,104.53,-1.229,-0.525,-0.728,99.917,14.313,14.523,2018-12-22
PHI,22-12,2.48,110.811,108.413,-0.722,-0.318,-0.524,102.18,13.98,14.311,2018-12-22
IND,21-12,4.27,107.320,103.12,-0.925,-0.728,-0.219,98.225,14.517,14.828,2018-12-22
GSW,22-11,4.76,113.41,108.614,-0.213,-0.214,0.012,101.210,13.86,14.726,2018-12-22
DEN,21-10,5.34,111.58,106.27,-0.417,-0.316,-0.115,97.727,14.823,14.725,2018-12-22
TOR,25-10,5.33,112.72,107.310,-1.127,-0.424,-0.729,100.116,14.414,14.420,2018-12-22
MIL,22-10,7.11,112.55,105.56,-1.026,-0.627,-0.423,102.66,14.09,14.13,2018-12-22
HOU,17-15,0.517,112.56,112.026,-0.214,-0.010,-0.117,96.429,15.026,14.930,2018-12-22
OKC,21-10,6.12,107.919,101.81,-0.315,-0.729,0.45,103.05,13.43,14.524,2018-12-22
POR,18-14,0.516,111.410,110.921,0.09,0.07,-0.013,99.422,14.618,14.419,2018-12-22
WAS,13-20,-5.024,109.017,114.029,-0.723,-0.421,-0.422,102.37,13.87,14.318,2018-12-22
CHI,8-25,-10.230,99.930,110.217,-0.316,-0.113,-0.218,99.520,14.110,14.829,2018-12-22
ATL,8-23,-9.729,102.929,112.527,-0.621,-0.215,-0.421,105.71,13.32,13.91,2018-12-22
CLE,8-25,-9.328,106.923,116.330,-0.418,0.14,-0.526,96.528,15.129,14.727,2018-12-22
NYK,9-25,-6.926,107.022,113.928,0.17,0.16,0.19,100.313,14.212,14.522,2018-12-22
ORL,14-17,-5.625,103.828,109.415,-1.128,-0.526,-0.627,98.026,15.128,14.313,2018-12-22
PHX,8-25,-7.727,104.127,111.824,1.01,0.51,0.53,99.521,14.822,14.28,2018-12-22
BKN,15-19,-2.523,109.416,112.025,-1.730,-0.830,-0.930,99.023,14.925,14.29,2018-12-22
DET,15-15,-1.522,106.924,108.411,-0.519,-0.422,-0.116,99.818,14.824,14.02,2018-12-22
SAC,17-15,-1.321,109.613,111.022,-0.111,-0.112,0.011,104.82,13.11,14.421,2018-12-22
MIA,15-16,-0.820,105.925,106.78,-0.520,-0.423,-0.114,99.719,14.721,14.27,2018-12-22
MIN,14-18,-0.819,109.514,110.318,0.010,-0.111,0.110,100.811,14.415,14.26,2018-12-22
MEM,16-16,0.218,105.226,105.04,0.53,-0.317,0.81,95.330,15.930,14.315,2018-12-22
WAS,12-20,-5.224,108.618,113.828,-0.723,-0.421,-0.422,102.67,13.87,14.316,2018-12-21
MEM,16-16,0.218,105.226,105.04,0.53,-0.317,0.81,95.330,15.930,14.315,2018-12-21
MIN,14-18,-0.819,109.514,110.318,0.010,-0.111,0.110,100.811,14.414,14.26,2018-12-21
MIA,14-16,-1.020,106.325,107.39,-0.520,-0.423,-0.114,99.720,14.721,14.28,2018-12-21
SAC,17-15,-1.321,109.612,111.022,-0.111,-0.112,0.011,104.82,13.11,14.420,2018-12-21
DET,15-15,-1.522,106.924,108.412,-0.519,-0.422,-0.116,99.818,14.824,14.02,2018-12-21
CHI,8-25,-10.230,99.930,110.217,-0.316,-0.113,-0.218,99.521,14.110,14.829,2018-12-21
ORL,14-17,-5.625,103.827,109.415,-1.127,-0.525,-0.627,98.026,15.128,14.312,2018-12-21
NYK,9-25,-6.926,107.022,113.929,0.17,0.16,0.19,100.312,14.212,14.522,2018-12-21
PHX,8-24,-7.927,103.528,111.524,1.01,0.51,0.53,99.719,14.722,14.15,2018-12-21
CLE,8-25,-9.328,106.923,116.330,-0.418,0.14,-0.526,96.529,15.129,14.725,2018-12-21
ATL,8-23,-9.729,102.929,112.527,-0.621,-0.215,-0.421,105.71,13.32,13.91,2018-12-21
POR,18-14,0.516,111.410,110.921,0.09,0.07,-0.013,99.422,14.618,14.419,2018-12-21
HOU,16-15,0.317,112.45,112.126,-0.214,-0.010,-0.117,96.528,15.026,14.930,2018-12-21
BKN,15-19,-2.523,109.416,112.025,-1.730,-0.830,-0.930,99.023,14.925,14.210,2018-12-21
LAC,18-13,1.215,112.07,110.820,0.54,0.15,0.44,101.29,14.211,14.314,2018-12-21
