TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,PLAYER_SLUG,POSITION,HEIGHT,WEIGHT,AGE,EXPERIENCE
1610612740,NOP,1630230,Naji Marshall,naji-marshall,F,6-7,220,23.0,R
1610612740,NOP,1626195,Willy Hernangomez,willy-hernangomez,C-F,6-11,250,26.0,4
1610612740,NOP,1629637,Jaxson Hayes,jaxson-hayes,C-F,6-11,220,20.0,1
1610612740,NOP,203500,Steven Adams,steven-adams,C,6-11,265,27.0,7
1610612740,NOP,1630184,Kira Lewis Jr.,kira-lewis-jr,G,6-1,170,19.0,R
1610612740,NOP,1627742,Brandon Ingram,brandon-ingram,F,6-8,190,23.0,4
1610612740,NOP,201949,James Johnson,james-johnson,F,6-7,240,34.0,11
1610612740,NOP,1628411,Wes Iwundu,wes-iwundu,F,6-6,195,26.0,3
1610612740,NOP,1630266,Will Magnay,will-magnay,C,6-10,234,22.0,R
1610612740,NOP,1629117,Wenyen Gabriel,wenyen-gabriel,F,6-9,205,24.0,1
1610612754,IND,203933,T.J. Warren,tj-warren,F,6-8,220,27.0,6
1610612754,IND,1630199,Cassius Stanley,cassius-stanley,G,6-5,190,21.0,R
1610612754,IND,1628988,Aaron Holiday,aaron-holiday,G,6-0,185,24.0,2
1610612754,IND,1628410,Edmond Sumner,edmond-sumner,G,6-4,196,25.0,3
1610612754,IND,1627763,Malcolm Brogdon,malcolm-brogdon,G,6-5,229,28.0,4
1610612754,IND,203200,Justin Holiday,justin-holiday,F-G,6-6,180,31.0,7
1610612754,IND,204456,T.J. McConnell,tj-mcconnell,G,6-1,190,29.0,5
1610612754,IND,1628968,Brian Bowen II,brian-bowen-ii,F-G,6-6,190,22.0,1
1610612754,IND,1627734,Domantas Sabonis,domantas-sabonis,F-C,6-11,240,24.0,4
1610612754,IND,203960,JaKarr Sampson,jakarr-sampson,F,6-7,214,28.0,5
1610612754,IND,203926,Doug McDermott,doug-mcdermott,F,6-7,225,29.0,6
1610612754,IND,1629103,Kelan Martin,kelan-martin,F,6-5,230,25.0,1
