TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MIA,is-visit,MIABOS,is-confirmed,Very Likely To Play,Kendrick Nunn,Kendrick Nunn,PG,2021-05-09 13:45:03.603245
MIA,is-visit,MIABOS,is-confirmed,Very Likely To Play,Duncan Robinson,D. Robinson,SG,2021-05-09 13:45:03.603245
MIA,is-visit,MIABOS,is-confirmed,Very Likely To Play,Jimmy Butler,Jimmy Butler,SF,2021-05-09 13:45:03.603245
MIA,is-visit,MIABOS,is-confirmed,Very Likely To Play,Trevor Ariza,Trevor Ariza,PF,2021-05-09 13:45:03.603245
MIA,is-visit,MIABOS,is-confirmed,Very Likely To Play,Bam Adebayo,Bam Adebayo,C,2021-05-09 13:45:03.603245
MIA,is-visit,MIABOS,,Very Unlikely To Play,Victor Oladipo,V. Oladipo,G,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,is-confirmed,Very Likely To Play,Kemba Walker,Kemba Walker,PG,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,is-confirmed,Very Likely To Play,Marcus Smart,Marcus Smart,SG,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,is-confirmed,Very Likely To Play,Evan Fournier,Evan Fournier,SF,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,is-confirmed,Very Likely To Play,Jayson Tatum,Jayson Tatum,PF,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,is-confirmed,Very Likely To Play,Robert Williams,R. Williams,C,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,,Very Likely To Play,Robert Williams,R. Williams,C,2021-05-09 13:45:03.603245
BOS,is-home,MIABOS,,Very Unlikely To Play,Jaylen Brown,J. Brown,F,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,is-expected,Very Likely To Play,Elfrid Payton,Elfrid Payton,PG,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,is-expected,Very Likely To Play,Reggie Bullock,R. Bullock,SG,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,is-expected,Very Likely To Play,RJ Barrett,RJ Barrett,SF,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,is-expected,Very Likely To Play,Julius Randle,Julius Randle,PF,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,is-expected,Very Likely To Play,Nerlens Noel,Nerlens Noel,C,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,,Very Unlikely To Play,Alec Burks,Alec Burks,G,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,,Very Unlikely To Play,Immanuel Quickley,I. Quickley,G,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,,Very Unlikely To Play,Mitchell Robinson,M. Robinson,C,2021-05-09 13:45:03.603245
NYK,is-visit,NYLAC,,Very Unlikely To Play,Luca Vildoza,L. Vildoza,G,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,is-confirmed,Very Likely To Play,Reggie Jackson,R. Jackson,PG,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,is-confirmed,Very Likely To Play,Paul George,Paul George,SG,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,is-confirmed,Very Likely To Play,Kawhi Leonard,Kawhi Leonard,SF,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,is-confirmed,Very Likely To Play,Marcus Morris,Marcus Morris,PF,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,is-confirmed,Very Likely To Play,Ivica Zubac,Ivica Zubac,C,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,,Very Unlikely To Play,Amir Coffey,A. Coffey,F,2021-05-09 13:45:03.603245
LAC,is-home,NYLAC,,Very Unlikely To Play,Serge Ibaka,S. Ibaka,C,2021-05-09 13:45:03.603245
