TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
PHX,is-visit,PHOLAC,is-expected,Very Likely To Play,Chris Paul,Chris Paul,PG,2021-06-26 08:45:03.280084
PHX,is-visit,PHOLAC,is-expected,Very Likely To Play,Devin Booker,Devin Booker,SG,2021-06-26 08:45:03.280084
PHX,is-visit,PHOLAC,is-expected,Very Likely To Play,Mikal Bridges,Mikal Bridges,SF,2021-06-26 08:45:03.280084
PHX,is-visit,PHOLAC,is-expected,Very Likely To Play,Jae Crowder,Jae Crowder,PF,2021-06-26 08:45:03.280084
PHX,is-visit,PHOLAC,is-expected,Very Likely To Play,Deandre Ayton,Deandre Ayton,C,2021-06-26 08:45:03.280084
PHX,is-visit,PHOLAC,,Toss Up To Play,Cameron Payne,C. Payne,G,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,is-expected,Very Likely To Play,Patrick Beverley,P. Beverley,PG,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,is-expected,Very Likely To Play,Reggie Jackson,R. Jackson,SG,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,is-expected,Very Likely To Play,Terance Mann,Terance Mann,SF,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,is-expected,Very Likely To Play,Paul George,Paul George,PF,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,is-expected,Very Likely To Play,Ivica Zubac,Ivica Zubac,C,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,,Toss Up To Play,Marcus Morris,M. Morris,F,2021-06-26 08:45:03.280084
LAC,is-home,PHOLAC,,Very Unlikely To Play,Kawhi Leonard,K. Leonard,F,2021-06-26 08:45:03.280084
