TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
ORL,is-visit,ORLDET,is-expected,Very Likely To Play,Cole Anthony,Cole Anthony,PG,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,is-expected,Likely To Play,Gary Harris,G. Harris,SG,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,is-expected,Very Likely To Play,Dwayne Bacon,Dwayne Bacon,SF,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,is-expected,Very Likely To Play,Moritz Wagner,Moritz Wagner,PF,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,is-expected,Very Likely To Play,Wendell Carter,W. Carter,C,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,,Likely To Play,Gary Harris,G. Harris,G,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,,Very Unlikely To Play,Michael Carter-Williams,M. Carter-Williams,G,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,,Very Unlikely To Play,James Ennis,J. Ennis,F,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,,Very Unlikely To Play,Chuma Okeke,C. Okeke,F,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,,Very Unlikely To Play,Otto Porter,O. Porter,F,2021-05-03 14:45:04.878277
ORL,is-visit,ORLDET,,Very Unlikely To Play,Terrence Ross,T. Ross,F,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,is-expected,Very Likely To Play,Killian Hayes,Killian Hayes,PG,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,is-expected,Very Likely To Play,Josh Jackson,Josh Jackson,SG,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,is-expected,Very Likely To Play,Saddiq Bey,Saddiq Bey,SF,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,is-expected,Very Likely To Play,Sekou Doumbouya,S. Doumbouya,PF,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,is-expected,Very Likely To Play,Isaiah Stewart,I. Stewart,C,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Toss Up To Play,Hamidou Diallo,H. Diallo,G,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Wayne Ellington,W. Ellington,G,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Jerami Grant,J. Grant,F,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Cory Joseph,C. Joseph,G,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Rodney McGruder,R. McGruder,G,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Jahlil Okafor,J. Okafor,C,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Mason Plumlee,M. Plumlee,C,2021-05-03 14:45:04.878277
DET,is-home,ORLDET,,Very Unlikely To Play,Dennis Smith,D. Smith,G,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,is-expected,Toss Up To Play,Malcolm Brogdon,M. Brogdon,PG,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,is-expected,Very Likely To Play,Caris LeVert,Caris LeVert,SG,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,is-expected,Likely To Play,Edmond Sumner,E. Sumner,SF,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,is-expected,Very Likely To Play,Oshae Brissett,O. Brissett,PF,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,is-expected,Very Likely To Play,Domantas Sabonis,D. Sabonis,C,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,,Likely To Play,Edmond Sumner,E. Sumner,G,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,,Toss Up To Play,Goga Bitadze,G. Bitadze,C,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,,Toss Up To Play,Malcolm Brogdon,M. Brogdon,G,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,,Toss Up To Play,Jeremy Lamb,J. Lamb,G,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,,Very Unlikely To Play,JaKarr Sampson,J. Sampson,F,2021-05-03 14:45:04.878277
IND,is-visit,INDWAS,,Very Unlikely To Play,Myles Turner,M. Turner,C,2021-05-03 14:45:04.878277
WAS,is-home,INDWAS,is-expected,Very Likely To Play,Russell Westbrook,R. Westbrook,PG,2021-05-03 14:45:04.878277
WAS,is-home,INDWAS,is-expected,Very Likely To Play,Raul Neto,Raul Neto,SG,2021-05-03 14:45:04.878277
WAS,is-home,INDWAS,is-expected,Very Likely To Play,Bradley Beal,Bradley Beal,SF,2021-05-03 14:45:04.878277
WAS,is-home,INDWAS,is-expected,Very Likely To Play,Rui Hachimura,Rui Hachimura,PF,2021-05-03 14:45:04.878277
WAS,is-home,INDWAS,is-expected,Very Likely To Play,Alex Len,Alex Len,C,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,is-expected,Very Likely To Play,Stephen Curry,Stephen Curry,PG,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,is-expected,Toss Up To Play,Andrew Wiggins,A. Wiggins,SG,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,is-expected,Very Likely To Play,Kent Bazemore,Kent Bazemore,SF,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,is-expected,Very Likely To Play,Draymond Green,D. Green,PF,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,is-expected,Very Likely To Play,Kevon Looney,Kevon Looney,C,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,,Toss Up To Play,Andrew Wiggins,A. Wiggins,F,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,,Very Unlikely To Play,Damion Lee,Damion Lee,G,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,,Very Unlikely To Play,Kelly Oubre,K. Oubre,F,2021-05-03 14:45:04.878277
GSW,is-visit,GSNO,,Very Unlikely To Play,Eric Paschall,E. Paschall,F,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,is-expected,Very Likely To Play,Lonzo Ball,Lonzo Ball,PG,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,is-expected,Very Likely To Play,Eric Bledsoe,Eric Bledsoe,SG,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,is-expected,Very Likely To Play,Brandon Ingram,B. Ingram,SF,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,is-expected,Very Likely To Play,Zion Williamson,Z. Williamson,PF,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,is-expected,Toss Up To Play,Steven Adams,S. Adams,C,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,,Toss Up To Play,Steven Adams,S. Adams,C,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,,Very Unlikely To Play,Nickeil Alexander-Walker,N. Alexander-Walker,G,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,,Very Unlikely To Play,Josh Hart,Josh Hart,G,2021-05-03 14:45:04.878277
NOP,is-home,GSNO,,Very Unlikely To Play,Didi Louzada,D. Louzada,G,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,is-expected,Very Likely To Play,Damian Lillard,D. Lillard,PG,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,is-expected,Very Likely To Play,CJ McCollum,CJ McCollum,SG,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,is-expected,Toss Up To Play,Norman Powell,N. Powell,SF,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,is-expected,Very Likely To Play,Robert Covington,R. Covington,PF,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,is-expected,Very Likely To Play,Jusuf Nurkic,Jusuf Nurkic,C,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,,Toss Up To Play,Norman Powell,N. Powell,G,2021-05-03 14:45:04.878277
POR,is-visit,PORATL,,Very Unlikely To Play,Zach Collins,Z. Collins,C,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,is-expected,Very Likely To Play,Trae Young,Trae Young,PG,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,is-expected,Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,is-expected,Very Likely To Play,Tony Snell,Tony Snell,SF,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,,Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,G,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,,Very Unlikely To Play,De'Andre Hunter,D. Hunter,F,2021-05-03 14:45:04.878277
ATL,is-home,PORATL,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-05-03 14:45:04.878277
PHI,is-visit,PHICHI,is-expected,Very Likely To Play,Ben Simmons,Ben Simmons,PG,2021-05-03 14:45:04.878277
PHI,is-visit,PHICHI,is-expected,Very Likely To Play,Seth Curry,Seth Curry,SG,2021-05-03 14:45:04.878277
PHI,is-visit,PHICHI,is-expected,Very Likely To Play,Danny Green,Danny Green,SF,2021-05-03 14:45:04.878277
PHI,is-visit,PHICHI,is-expected,Very Likely To Play,Tobias Harris,Tobias Harris,PF,2021-05-03 14:45:04.878277
PHI,is-visit,PHICHI,is-expected,Very Likely To Play,Joel Embiid,Joel Embiid,C,2021-05-03 14:45:04.878277
