TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
TOR,is-visit,TORNY,is-confirmed,Very Likely To Play,Kyle Lowry,Kyle Lowry,PG,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,is-confirmed,Very Likely To Play,Fred VanVleet,Fred VanVleet,SG,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,is-confirmed,Very Likely To Play,OG Anunoby,OG Anunoby,SF,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,is-confirmed,Very Likely To Play,Pascal Siakam,Pascal Siakam,PF,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,is-confirmed,Very Likely To Play,Khem Birch,Khem Birch,C,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,,Very Unlikely To Play,Chris Boucher,C. Boucher,C,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,,Very Unlikely To Play,Jalen Harris,J. Harris,G,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,,Very Unlikely To Play,Rodney Hood,R. Hood,G,2021-04-24 11:45:03.251589
TOR,is-visit,TORNY,,Very Unlikely To Play,Paul Watson,P. Watson,F,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,is-confirmed,Very Likely To Play,Elfrid Payton,Elfrid Payton,PG,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,is-confirmed,Very Likely To Play,Reggie Bullock,R. Bullock,SG,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,is-confirmed,Very Likely To Play,RJ Barrett,RJ Barrett,SF,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,is-confirmed,Very Likely To Play,Julius Randle,Julius Randle,PF,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,is-confirmed,Very Likely To Play,Nerlens Noel,Nerlens Noel,C,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,,Very Likely To Play,Myles Powell,M. Powell,G,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,,Very Unlikely To Play,Alec Burks,Alec Burks,G,2021-04-24 11:45:03.251589
NYK,is-home,TORNY,,Very Unlikely To Play,Mitchell Robinson,M. Robinson,C,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,is-expected,Very Likely To Play,George Hill,George Hill,PG,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,is-expected,Very Likely To Play,Seth Curry,Seth Curry,SG,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,is-expected,Very Likely To Play,Danny Green,Danny Green,SF,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,is-expected,Very Likely To Play,Tobias Harris,Tobias Harris,PF,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,is-expected,Toss Up To Play,Joel Embiid,J. Embiid,C,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,,Toss Up To Play,Joel Embiid,J. Embiid,C,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,,Toss Up To Play,Furkan Korkmaz,F. Korkmaz,G,2021-04-24 11:45:03.251589
PHI,is-visit,PHIMIL,,Very Unlikely To Play,Ben Simmons,B. Simmons,G,2021-04-24 11:45:03.251589
MIL,is-home,PHIMIL,is-expected,Very Likely To Play,Jrue Holiday,Jrue Holiday,PG,2021-04-24 11:45:03.251589
MIL,is-home,PHIMIL,is-expected,Very Likely To Play,Donte DiVincenzo,D. DiVincenzo,SG,2021-04-24 11:45:03.251589
MIL,is-home,PHIMIL,is-expected,Very Likely To Play,Khris Middleton,K. Middleton,SF,2021-04-24 11:45:03.251589
MIL,is-home,PHIMIL,is-expected,Very Likely To Play,Giannis Antetokounmpo,G. Antetokounmpo,PF,2021-04-24 11:45:03.251589
MIL,is-home,PHIMIL,is-expected,Very Likely To Play,Brook Lopez,Brook Lopez,C,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,is-expected,Very Likely To Play,Killian Hayes,Killian Hayes,PG,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,is-expected,Very Likely To Play,Josh Jackson,Josh Jackson,SG,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,is-expected,Very Likely To Play,Saddiq Bey,Saddiq Bey,SF,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,is-expected,Likely To Play,Jerami Grant,J. Grant,PF,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,is-expected,Very Likely To Play,Mason Plumlee,Mason Plumlee,C,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,,Likely To Play,Jerami Grant,J. Grant,F,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,,Likely To Play,Cory Joseph,C. Joseph,G,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,,Very Unlikely To Play,Rodney McGruder,R. McGruder,G,2021-04-24 11:45:03.251589
DET,is-visit,DETIND,,Very Unlikely To Play,Dennis Smith,D. Smith,G,2021-04-24 11:45:03.251589
IND,is-home,DETIND,is-expected,Very Likely To Play,Malcolm Brogdon,M. Brogdon,PG,2021-04-24 11:45:03.251589
IND,is-home,DETIND,is-expected,Very Likely To Play,Caris LeVert,Caris LeVert,SG,2021-04-24 11:45:03.251589
IND,is-home,DETIND,is-expected,Very Likely To Play,Edmond Sumner,Edmond Sumner,SF,2021-04-24 11:45:03.251589
IND,is-home,DETIND,is-expected,Very Likely To Play,Justin Holiday,J. Holiday,PF,2021-04-24 11:45:03.251589
IND,is-home,DETIND,is-expected,Toss Up To Play,Goga Bitadze,G. Bitadze,C,2021-04-24 11:45:03.251589
IND,is-home,DETIND,,Toss Up To Play,Goga Bitadze,G. Bitadze,C,2021-04-24 11:45:03.251589
IND,is-home,DETIND,,Toss Up To Play,Jeremy Lamb,J. Lamb,G,2021-04-24 11:45:03.251589
IND,is-home,DETIND,,Toss Up To Play,Doug McDermott,D. McDermott,F,2021-04-24 11:45:03.251589
IND,is-home,DETIND,,Very Unlikely To Play,Domantas Sabonis,D. Sabonis,C,2021-04-24 11:45:03.251589
IND,is-home,DETIND,,Very Unlikely To Play,Myles Turner,M. Turner,C,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,is-expected,Very Likely To Play,Dejounte Murray,D. Murray,PG,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,is-expected,Very Likely To Play,Derrick White,Derrick White,SG,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,is-expected,Toss Up To Play,DeMar DeRozan,D. DeRozan,SF,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,is-expected,Very Likely To Play,Keldon Johnson,K. Johnson,PF,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,is-expected,Very Likely To Play,Jakob Poeltl,Jakob Poeltl,C,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,,Toss Up To Play,DeMar DeRozan,D. DeRozan,F,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,,Toss Up To Play,Rudy Gay,Rudy Gay,F,2021-04-24 11:45:03.251589
SAS,is-visit,SANO,,Very Unlikely To Play,Trey Lyles,Trey Lyles,F,2021-04-24 11:45:03.251589
NOP,is-home,SANO,is-expected,Very Likely To Play,Lonzo Ball,Lonzo Ball,PG,2021-04-24 11:45:03.251589
NOP,is-home,SANO,is-expected,Very Likely To Play,Eric Bledsoe,Eric Bledsoe,SG,2021-04-24 11:45:03.251589
NOP,is-home,SANO,is-expected,Very Likely To Play,Brandon Ingram,B. Ingram,SF,2021-04-24 11:45:03.251589
NOP,is-home,SANO,is-expected,Very Likely To Play,Zion Williamson,Z. Williamson,PF,2021-04-24 11:45:03.251589
NOP,is-home,SANO,is-expected,Likely To Play,Steven Adams,S. Adams,C,2021-04-24 11:45:03.251589
NOP,is-home,SANO,,Likely To Play,Steven Adams,S. Adams,C,2021-04-24 11:45:03.251589
NOP,is-home,SANO,,Toss Up To Play,James Johnson,J. Johnson,F,2021-04-24 11:45:03.251589
NOP,is-home,SANO,,Very Unlikely To Play,Nickeil Alexander-Walker,N. Alexander-Walker,G,2021-04-24 11:45:03.251589
NOP,is-home,SANO,,Very Unlikely To Play,Josh Hart,Josh Hart,G,2021-04-24 11:45:03.251589
NOP,is-home,SANO,,Very Unlikely To Play,Didi Louzada,D. Louzada,G,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,is-expected,Very Likely To Play,Coby White,Coby White,PG,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,is-expected,Very Likely To Play,Garrett Temple,G. Temple,SG,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,is-expected,Likely To Play,Patrick Williams,P. Williams,SF,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,is-expected,Very Likely To Play,Daniel Theis,Daniel Theis,PF,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,is-expected,Very Likely To Play,Nikola Vucevic,N. Vucevic,C,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,,Likely To Play,Patrick Williams,P. Williams,F,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,,Very Unlikely To Play,Troy Brown,Troy Brown,F,2021-04-24 11:45:03.251589
CHI,is-visit,CHIMIA,,Very Unlikely To Play,Zach LaVine,Z. LaVine,G,2021-04-24 11:45:03.251589
MIA,is-home,CHIMIA,is-expected,Very Likely To Play,Kendrick Nunn,Kendrick Nunn,PG,2021-04-24 11:45:03.251589
MIA,is-home,CHIMIA,is-expected,Very Likely To Play,Duncan Robinson,D. Robinson,SG,2021-04-24 11:45:03.251589
MIA,is-home,CHIMIA,is-expected,Very Likely To Play,Jimmy Butler,Jimmy Butler,SF,2021-04-24 11:45:03.251589
MIA,is-home,CHIMIA,is-expected,Very Likely To Play,Trevor Ariza,Trevor Ariza,PF,2021-04-24 11:45:03.251589
MIA,is-home,CHIMIA,is-expected,Very Likely To Play,Bam Adebayo,Bam Adebayo,C,2021-04-24 11:45:03.251589
MIA,is-home,CHIMIA,,Very Unlikely To Play,Victor Oladipo,V. Oladipo,G,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,is-expected,Likely To Play,Dennis Schroder,D. Schroder,PG,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,is-expected,Toss Up To Play,Kentavious Caldwell-Pope,K. Caldwell-Pope,SG,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,is-expected,Very Likely To Play,Kyle Kuzma,Kyle Kuzma,SF,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,is-expected,Likely To Play,Anthony Davis,A. Davis,PF,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,is-expected,Likely To Play,Andre Drummond,A. Drummond,C,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Likely To Play,Anthony Davis,A. Davis,F,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Likely To Play,Andre Drummond,A. Drummond,C,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Likely To Play,Markieff Morris,M. Morris,F,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Likely To Play,Dennis Schroder,D. Schroder,G,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Toss Up To Play,Kentavious Caldwell-Pope,K. Caldwell-Pope,G,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Toss Up To Play,Marc Gasol,Marc Gasol,C,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Very Unlikely To Play,Jared Dudley,J. Dudley,F,2021-04-24 11:45:03.251589
LAL,is-visit,LALDAL,,Very Unlikely To Play,LeBron James,L. James,F,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,is-expected,Very Likely To Play,Luka Doncic,Luka Doncic,PG,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,is-expected,Very Likely To Play,Josh Richardson,J. Richardson,SG,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,is-expected,Very Likely To Play,Dorian Finney-Smith,D. Finney-Smith,SF,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,is-expected,Toss Up To Play,Kristaps Porzingis,K. Porzingis,PF,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,is-expected,Very Likely To Play,Dwight Powell,Dwight Powell,C,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,,Very Likely To Play,Josh Richardson,J. Richardson,G,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,,Toss Up To Play,Maxi Kleber,M. Kleber,F,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,,Toss Up To Play,Kristaps Porzingis,K. Porzingis,F,2021-04-24 11:45:03.251589
DAL,is-home,LALDAL,,Very Unlikely To Play,Tyrell Terry,T. Terry,G,2021-04-24 11:45:03.251589
MIN,is-visit,MINUTA,is-expected,Very Likely To Play,Ricky Rubio,Ricky Rubio,PG,2021-04-24 11:45:03.251589
MIN,is-visit,MINUTA,is-expected,Very Likely To Play,Anthony Edwards,A. Edwards,SG,2021-04-24 11:45:03.251589
MIN,is-visit,MINUTA,is-expected,Very Likely To Play,Josh Okogie,Josh Okogie,SF,2021-04-24 11:45:03.251589
