TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MIN,is-visit,MININD,is-expected,Very Likely To Play,Ricky Rubio,Ricky Rubio,PG,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,is-expected,Likely To Play,D'Angelo Russell,D. Russell,SG,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,is-expected,Very Likely To Play,Anthony Edwards,A. Edwards,SF,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,is-expected,Very Likely To Play,Jaden McDaniels,J. McDaniels,PF,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,is-expected,Very Likely To Play,Karl-Anthony Towns,K. Towns,C,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,,Likely To Play,D'Angelo Russell,D. Russell,G,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,,Very Unlikely To Play,Malik Beasley,M. Beasley,G,2021-04-07 09:00:04.940900
MIN,is-visit,MININD,,Very Unlikely To Play,Jaylen Nowell,J. Nowell,G,2021-04-07 09:00:04.940900
IND,is-home,MININD,is-expected,Toss Up To Play,Malcolm Brogdon,M. Brogdon,PG,2021-04-07 09:00:04.940900
IND,is-home,MININD,is-expected,Very Likely To Play,Caris LeVert,Caris LeVert,SG,2021-04-07 09:00:04.940900
IND,is-home,MININD,is-expected,Very Likely To Play,Justin Holiday,J. Holiday,SF,2021-04-07 09:00:04.940900
IND,is-home,MININD,is-expected,Toss Up To Play,Domantas Sabonis,D. Sabonis,PF,2021-04-07 09:00:04.940900
IND,is-home,MININD,is-expected,Toss Up To Play,Myles Turner,M. Turner,C,2021-04-07 09:00:04.940900
IND,is-home,MININD,,Toss Up To Play,Malcolm Brogdon,M. Brogdon,G,2021-04-07 09:00:04.940900
IND,is-home,MININD,,Toss Up To Play,Domantas Sabonis,D. Sabonis,C,2021-04-07 09:00:04.940900
IND,is-home,MININD,,Toss Up To Play,Myles Turner,M. Turner,C,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,is-expected,Very Likely To Play,Russell Westbrook,R. Westbrook,PG,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,is-expected,Toss Up To Play,Bradley Beal,B. Beal,SG,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,is-expected,Very Likely To Play,Deni Avdija,Deni Avdija,SF,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,is-expected,Very Likely To Play,Davis Bertans,Davis Bertans,PF,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,is-expected,Very Likely To Play,Alex Len,Alex Len,C,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,,Toss Up To Play,Bradley Beal,B. Beal,G,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,,Toss Up To Play,Rui Hachimura,R. Hachimura,F,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,,Toss Up To Play,Robin Lopez,R. Lopez,C,2021-04-07 09:00:04.940900
WAS,is-visit,WASORL,,Very Unlikely To Play,Daniel Gafford,D. Gafford,C,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,is-expected,Toss Up To Play,Michael Carter-Williams,M. Carter-Williams,PG,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,is-expected,Very Likely To Play,Dwayne Bacon,Dwayne Bacon,SG,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,is-expected,Very Likely To Play,James Ennis,James Ennis,SF,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,is-expected,Very Likely To Play,Chuma Okeke,Chuma Okeke,PF,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,is-expected,Very Likely To Play,Wendell Carter,W. Carter,C,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,,Toss Up To Play,Cole Anthony,C. Anthony,G,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,,Toss Up To Play,Khem Birch,Khem Birch,C,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,,Toss Up To Play,Michael Carter-Williams,M. Carter-Williams,G,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,,Very Unlikely To Play,Gary Harris,G. Harris,G,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,,Very Unlikely To Play,Karim Mane,Karim Mane,G,2021-04-07 09:00:04.940900
ORL,is-home,WASORL,,Very Unlikely To Play,Otto Porter,O. Porter,F,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,is-expected,Very Likely To Play,Elfrid Payton,Elfrid Payton,PG,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,is-expected,Very Likely To Play,Reggie Bullock,R. Bullock,SG,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,is-expected,Very Likely To Play,RJ Barrett,RJ Barrett,SF,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,is-expected,Very Likely To Play,Julius Randle,Julius Randle,PF,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,is-expected,Very Likely To Play,Nerlens Noel,Nerlens Noel,C,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,,Very Likely To Play,John Henson,J. Henson,C,2021-04-07 09:00:04.940900
NYK,is-visit,NYBOS,,Very Unlikely To Play,Mitchell Robinson,M. Robinson,C,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,is-expected,Very Likely To Play,Marcus Smart,Marcus Smart,PG,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,is-expected,Very Likely To Play,Jaylen Brown,Jaylen Brown,SG,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,is-expected,Very Likely To Play,Jayson Tatum,Jayson Tatum,SF,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,is-expected,Very Likely To Play,Grant Williams,G. Williams,PF,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,is-expected,Very Likely To Play,Robert Williams,R. Williams,C,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,,Very Likely To Play,Tristan Thompson,T. Thompson,C,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,,Very Unlikely To Play,Evan Fournier,E. Fournier,G,2021-04-07 09:00:04.940900
BOS,is-home,NYBOS,,Very Unlikely To Play,Kemba Walker,K. Walker,G,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,is-expected,Very Likely To Play,Lonzo Ball,Lonzo Ball,PG,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,is-expected,Very Likely To Play,Eric Bledsoe,Eric Bledsoe,SG,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,is-expected,Very Likely To Play,James Johnson,James Johnson,SF,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,is-expected,Very Likely To Play,Zion Williamson,Z. Williamson,PF,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,is-expected,Very Likely To Play,Steven Adams,Steven Adams,C,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,,Toss Up To Play,Jaxson Hayes,J. Hayes,C,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,,Toss Up To Play,Brandon Ingram,B. Ingram,F,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,,Unlikely To Play,Kira Lewis,Kira Lewis,G,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,,Very Unlikely To Play,Nickeil Alexander-Walker,N. Alexander-Walker,G,2021-04-07 09:00:04.940900
NOP,is-visit,NOBKN,,Very Unlikely To Play,Josh Hart,Josh Hart,G,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,is-expected,Very Likely To Play,Kyrie Irving,Kyrie Irving,PG,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,is-expected,Very Likely To Play,Bruce Brown,Bruce Brown,SG,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,is-expected,Very Likely To Play,Joe Harris,Joe Harris,SF,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,is-expected,Likely To Play,Kevin Durant,K. Durant,PF,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,is-expected,Very Likely To Play,LaMarcus Aldridge,L. Aldridge,C,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,,Likely To Play,Kevin Durant,K. Durant,F,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,,Very Unlikely To Play,James Harden,J. Harden,G,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,,Very Unlikely To Play,Tyler Johnson,T. Johnson,G,2021-04-07 09:00:04.940900
BKN,is-home,NOBKN,,Very Unlikely To Play,Landry Shamet,L. Shamet,G,2021-04-07 09:00:04.940900
MEM,is-visit,MEMATL,is-expected,Very Likely To Play,Ja Morant,Ja Morant,PG,2021-04-07 09:00:04.940900
