TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
ATL,is-visit,ATLDET,is-expected,Very Likely To Play,Brandon Goodwin,B. Goodwin,PG,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,is-expected,Very Likely To Play,Kevin Huerter,Kevin Huerter,SF,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,,Likely To Play,Kris Dunn,Kris Dunn,G,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,,Very Unlikely To Play,De'Andre Hunter,D. Hunter,F,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,,Very Unlikely To Play,Tony Snell,Tony Snell,F,2021-04-26 14:45:03.829664
ATL,is-visit,ATLDET,,Very Unlikely To Play,Trae Young,Trae Young,G,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,is-expected,Very Likely To Play,Cory Joseph,Cory Joseph,PG,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,is-expected,Toss Up To Play,Josh Jackson,J. Jackson,SG,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,is-expected,Very Likely To Play,Saddiq Bey,Saddiq Bey,SF,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,is-expected,Very Likely To Play,Jerami Grant,Jerami Grant,PF,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,is-expected,Very Likely To Play,Mason Plumlee,Mason Plumlee,C,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,,Toss Up To Play,Josh Jackson,J. Jackson,F,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,,Very Unlikely To Play,Rodney McGruder,R. McGruder,G,2021-04-26 14:45:03.829664
DET,is-home,ATLDET,,Very Unlikely To Play,Dennis Smith,D. Smith,G,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,is-expected,Toss Up To Play,Dennis Schroder,D. Schroder,PG,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,is-expected,Likely To Play,Kentavious Caldwell-Pope,K. Caldwell-Pope,SG,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,is-expected,Very Likely To Play,Kyle Kuzma,Kyle Kuzma,SF,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,is-expected,Likely To Play,Anthony Davis,A. Davis,PF,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,is-expected,Very Likely To Play,Andre Drummond,A. Drummond,C,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,,Likely To Play,Kentavious Caldwell-Pope,K. Caldwell-Pope,G,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,,Likely To Play,Anthony Davis,A. Davis,F,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,,Likely To Play,Marc Gasol,Marc Gasol,C,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,,Toss Up To Play,Dennis Schroder,D. Schroder,G,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,,Very Unlikely To Play,Jared Dudley,J. Dudley,F,2021-04-26 14:45:03.829664
LAL,is-visit,LALORL,,Very Unlikely To Play,LeBron James,L. James,F,2021-04-26 14:45:03.829664
ORL,is-home,LALORL,is-expected,Very Likely To Play,Cole Anthony,Cole Anthony,PG,2021-04-26 14:45:03.829664
ORL,is-home,LALORL,is-expected,Very Likely To Play,Gary Harris,Gary Harris,SG,2021-04-26 14:45:03.829664
ORL,is-home,LALORL,is-expected,Very Likely To Play,Dwayne Bacon,Dwayne Bacon,SF,2021-04-26 14:45:03.829664
ORL,is-home,LALORL,is-expected,Very Likely To Play,Chuma Okeke,Chuma Okeke,PF,2021-04-26 14:45:03.829664
ORL,is-home,LALORL,is-expected,Very Likely To Play,Mo Bamba,Mo Bamba,C,2021-04-26 14:45:03.829664
