TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MIA,is-visit,MIAATL,is-expected,Very Likely To Play,Kendrick Nunn,Kendrick Nunn,PG,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,is-expected,Very Likely To Play,Duncan Robinson,D. Robinson,SG,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,is-expected,Very Likely To Play,Jimmy Butler,Jimmy Butler,SF,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,is-expected,Very Likely To Play,Trevor Ariza,Trevor Ariza,PF,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,is-expected,Very Likely To Play,Bam Adebayo,Bam Adebayo,C,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,,Likely To Play,Gabe Vincent,G. Vincent,G,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,,Toss Up To Play,Tyler Herro,T. Herro,G,2021-04-23 11:45:05.684019
MIA,is-visit,MIAATL,,Very Unlikely To Play,Victor Oladipo,V. Oladipo,G,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,is-expected,Very Likely To Play,Brandon Goodwin,B. Goodwin,PG,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,is-expected,Very Likely To Play,Kevin Huerter,Kevin Huerter,SF,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,is-expected,Toss Up To Play,Clint Capela,C. Capela,C,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Toss Up To Play,Clint Capela,C. Capela,C,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Toss Up To Play,Danilo Gallinari,D. Gallinari,F,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Unlikely To Play,Tony Snell,Tony Snell,F,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Very Unlikely To Play,Kris Dunn,Kris Dunn,G,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Very Unlikely To Play,De'Andre Hunter,D. Hunter,F,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-04-23 11:45:05.684019
ATL,is-home,MIAATL,,Very Unlikely To Play,Trae Young,Trae Young,G,2021-04-23 11:45:05.684019
BOS,is-visit,BOSBKN,is-expected,Very Likely To Play,Payton Pritchard,P. Pritchard,PG,2021-04-23 11:45:05.684019
BOS,is-visit,BOSBKN,is-expected,Toss Up To Play,Jaylen Brown,J. Brown,SG,2021-04-23 11:45:05.684019
BOS,is-visit,BOSBKN,is-expected,Very Likely To Play,Semi Ojeleye,Semi Ojeleye,SF,2021-04-23 11:45:05.684019
