GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042000232,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,27:36,3.0,13.0,0.231,2.0,9.0,0.222,3.0,4.0,0.75,1.0,5.0,6.0,1.0,0.0,0.0,1.0,4.0,11.0,-26.0
0042000232,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,20:11,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,-17.0
0042000232,1610612743,DEN,Denver,203999,Nikola Jokic,Nikola,C,,29:34,9.0,17.0,0.529,1.0,3.0,0.333,5.0,6.0,0.833,4.0,9.0,13.0,6.0,1.0,0.0,2.0,1.0,24.0,-14.0
0042000232,1610612743,DEN,Denver,203085,Austin Rivers,Austin,G,,24:39,2.0,5.0,0.4,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,-21.0
0042000232,1610612743,DEN,Denver,1630267,Facundo Campazzo,Facundo,G,,29:03,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,4.0,3.0,-13.0
0042000232,1610612743,DEN,Denver,203115,Will Barton,Will,,,15:49,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,10.0,-2.0
0042000232,1610612743,DEN,Denver,203210,JaMychal Green,JaMychal,,,23:36,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,4.0,-12.0
0042000232,1610612743,DEN,Denver,1628420,Monte Morris,Monte,,,22:09,1.0,7.0,0.143,1.0,3.0,0.333,0.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,-19.0
0042000232,1610612743,DEN,Denver,200794,Paul Millsap,Paul,,,11:33,4.0,8.0,0.5,3.0,5.0,0.6,0.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,2.0,3.0,3.0,11.0,-11.0
0042000232,1610612743,DEN,Denver,1630210,Markus Howard,Markus,,,10:42,2.0,6.0,0.333,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,-8.0
0042000232,1610612743,DEN,Denver,201580,JaVale McGee,JaVale,,,6:53,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
0042000232,1610612743,DEN,Denver,1627885,Shaquille Harrison,Shaquille,,,6:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,6.0
0042000232,1610612743,DEN,Denver,1630192,Zeke Nnaji,Zeke,,,6:05,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
0042000232,1610612743,DEN,Denver,1628427,Vlatko Cancar,Vlatko,,,6:05,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
0042000232,1610612743,DEN,Denver,1629626,Bol Bol,Bol,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000232,1610612756,PHX,Phoenix,1628969,Mikal Bridges,Mikal,F,,28:36,5.0,12.0,0.417,2.0,8.0,0.25,4.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,28.0
0042000232,1610612756,PHX,Phoenix,203109,Jae Crowder,Jae,F,,25:28,4.0,5.0,0.8,3.0,4.0,0.75,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,11.0,20.0
0042000232,1610612756,PHX,Phoenix,1629028,Deandre Ayton,Deandre,C,,25:40,6.0,10.0,0.6,0.0,0.0,0.0,3.0,4.0,0.75,2.0,8.0,10.0,0.0,0.0,0.0,3.0,2.0,15.0,16.0
0042000232,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,33:04,6.0,14.0,0.429,3.0,7.0,0.429,3.0,3.0,1.0,0.0,10.0,10.0,2.0,1.0,0.0,2.0,1.0,18.0,16.0
0042000232,1610612756,PHX,Phoenix,101108,Chris Paul,Chris,G,,30:31,6.0,10.0,0.6,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,15.0,0.0,1.0,0.0,2.0,17.0,26.0
0042000232,1610612756,PHX,Phoenix,203967,Dario Saric,Dario,,,16:15,3.0,6.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,15.0
0042000232,1610612756,PHX,Phoenix,1626166,Cameron Payne,Cameron,,,15:15,3.0,5.0,0.6,1.0,3.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,7.0,9.0
0042000232,1610612756,PHX,Phoenix,1629661,Cameron Johnson,Cameron,,,20:11,2.0,8.0,0.25,2.0,5.0,0.4,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,12.0
0042000232,1610612756,PHX,Phoenix,1628470,Torrey Craig,Torrey,,,14:35,4.0,8.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,10.0,13.0
0042000232,1610612756,PHX,Phoenix,1626163,Frank Kaminsky,Frank,,,6:05,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,-6.0
