GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042000202,1610612737,ATL,Atlanta,203524,Solomon Hill,Solomon,F,,8:10,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0
0042000202,1610612737,ATL,Atlanta,1628381,John Collins,John,F,,34:51,4.0,11.0,0.364,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,1.0,0.0,2.0,1.0,6.0,8.0,-9.0
0042000202,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,27:37,5.0,7.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,0.0,0.0,3.0,5.0,10.0,-25.0
0042000202,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,G,,41:14,6.0,16.0,0.375,2.0,6.0,0.333,0.0,0.0,0.0,2.0,5.0,7.0,2.0,1.0,0.0,2.0,3.0,14.0,-10.0
0042000202,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,37:50,6.0,16.0,0.375,1.0,7.0,0.143,8.0,9.0,0.889,1.0,2.0,3.0,11.0,1.0,0.0,4.0,1.0,21.0,-11.0
0042000202,1610612737,ATL,Atlanta,1628989,Kevin Huerter,Kevin,,,35:38,8.0,10.0,0.8,3.0,5.0,0.6,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,20.0,4.0
0042000202,1610612737,ATL,Atlanta,201568,Danilo Gallinari,Danilo,,,26:02,7.0,15.0,0.467,5.0,9.0,0.556,2.0,2.0,1.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,2.0,21.0,2.0
0042000202,1610612737,ATL,Atlanta,203503,Tony Snell,Tony,,,2:43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
0042000202,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,,,5:52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
0042000202,1610612737,ATL,Atlanta,101150,Lou Williams,Lou,,,15:09,1.0,3.0,0.333,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,-11.0
0042000202,1610612737,ATL,Atlanta,1630233,Nathan Knight,Nathan,,,1:38,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0042000202,1610612737,ATL,Atlanta,1630219,Skylar Mays,Skylar,,,1:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0042000202,1610612737,ATL,Atlanta,1628981,Bruno Fernando,Bruno,,,1:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0042000202,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0042000202,1610612755,PHI,Philadelphia,201980,Danny Green,Danny,F,,25:50,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,1.0,2.0,3.0,8.0,2.0,1.0,0.0,0.0,5.0,12.0
0042000202,1610612755,PHI,Philadelphia,202699,Tobias Harris,Tobias,F,,36:49,11.0,19.0,0.579,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,1.0,1.0,2.0,1.0,22.0,11.0
0042000202,1610612755,PHI,Philadelphia,203954,Joel Embiid,Joel,C,,34:40,13.0,25.0,0.52,2.0,5.0,0.4,12.0,16.0,0.75,1.0,12.0,13.0,2.0,2.0,1.0,3.0,5.0,40.0,14.0
0042000202,1610612755,PHI,Philadelphia,203552,Seth Curry,Seth,G,,28:52,8.0,13.0,0.615,5.0,6.0,0.833,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,13.0
0042000202,1610612755,PHI,Philadelphia,1627732,Ben Simmons,Ben,G,,34:31,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,7.0,2.0,1.0,2.0,2.0,4.0,10.0
0042000202,1610612755,PHI,Philadelphia,1629680,Matisse Thybulle,Matisse,,,23:38,1.0,2.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,8.0
0042000202,1610612755,PHI,Philadelphia,201588,George Hill,George,,,18:34,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,6.0
0042000202,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,,,5:06,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-4.0
0042000202,1610612755,PHI,Philadelphia,2730,Dwight Howard,Dwight,,,10:42,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0
0042000202,1610612755,PHI,Philadelphia,1627788,Furkan Korkmaz,Furkan,,,6:00,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-11.0
0042000202,1610612755,PHI,Philadelphia,1629003,Shake Milton,Shake,,,14:15,5.0,8.0,0.625,4.0,5.0,0.8,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,14.0,15.0
0042000202,1610612755,PHI,Philadelphia,203118,Mike Scott,Mike,,,1:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
0042000202,1610612755,PHI,Philadelphia,1630198,Isaiah Joe,Isaiah,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000202,1610612755,PHI,Philadelphia,1630194,Paul Reed,Paul,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000202,1610612755,PHI,Philadelphia,201229,Anthony Tolliver,Anthony,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
