GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000965,1610612761,TOR,Toronto,1628384,OG Anunoby,F,,40:49,7.0,17.0,0.412,3.0,9.0,0.333,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,2.0,1.0,0.0,17.0,-6.0
0022000965,1610612761,TOR,Toronto,1627783,Pascal Siakam,F,,40:00,7.0,18.0,0.389,1.0,3.0,0.333,0.0,0.0,0.0,3.0,4.0,7.0,0.0,3.0,0.0,4.0,3.0,15.0,0.0
0022000965,1610612761,TOR,Toronto,203920,Khem Birch,C,,35:19,8.0,13.0,0.615,1.0,3.0,0.333,0.0,0.0,0.0,4.0,6.0,10.0,6.0,1.0,0.0,2.0,0.0,17.0,-10.0
0022000965,1610612761,TOR,Toronto,1630201,Malachi Flynn,G,,36:29,4.0,11.0,0.364,2.0,5.0,0.4,0.0,0.0,0.0,0.0,5.0,5.0,6.0,1.0,0.0,1.0,5.0,10.0,-13.0
0022000965,1610612761,TOR,Toronto,1627832,Fred VanVleet,G,,39:48,11.0,25.0,0.44,4.0,11.0,0.364,4.0,4.0,1.0,2.0,4.0,6.0,7.0,2.0,0.0,0.0,1.0,30.0,0.0
0022000965,1610612761,TOR,Toronto,1629139,Yuta Watanabe,,,14:20,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0
0022000965,1610612761,TOR,Toronto,1627761,DeAndre' Bembry,,,16:49,1.0,2.0,0.5,0.0,0.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,-2.0
0022000965,1610612761,TOR,Toronto,1630273,Freddie Gillespie,,,12:41,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0
0022000965,1610612761,TOR,Toronto,1630223,Jalen Harris,,,3:45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0
0022000965,1610612761,TOR,Toronto,203382,Aron Baynes,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000965,1610612761,TOR,Toronto,203918,Rodney Hood,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000965,1610612761,TOR,Toronto,1626169,Stanley Johnson,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000965,1610612762,UTA,Utah,202711,Bojan Bogdanovic,F,,38:37,12.0,22.0,0.545,6.0,11.0,0.545,4.0,4.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,3.0,1.0,34.0,0.0
0022000965,1610612762,UTA,Utah,1627777,Georges Niang,F,,23:30,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0
0022000965,1610612762,UTA,Utah,203497,Rudy Gobert,C,,33:59,6.0,8.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,5.0,11.0,16.0,0.0,1.0,1.0,4.0,2.0,13.0,-4.0
0022000965,1610612762,UTA,Utah,1626220,Royce O'Neale,G,,32:44,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,1.0,9.0,10.0,0.0,1.0,0.0,1.0,3.0,9.0,6.0
0022000965,1610612762,UTA,Utah,204060,Joe Ingles,G,,33:56,4.0,8.0,0.5,4.0,7.0,0.571,3.0,4.0,0.75,0.0,3.0,3.0,9.0,0.0,0.0,4.0,3.0,15.0,-4.0
0022000965,1610612762,UTA,Utah,203903,Jordan Clarkson,,,33:06,6.0,18.0,0.333,1.0,6.0,0.167,2.0,3.0,0.667,0.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,15.0,-3.0
0022000965,1610612762,UTA,Utah,1630235,Trent Forrest,,,15:24,2.0,4.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,7.0,8.0
0022000965,1610612762,UTA,Utah,202324,Derrick Favors,,,14:01,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0,4.0,8.0
0022000965,1610612762,UTA,Utah,101141,Ersan Ilyasova,,,9:23,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0
0022000965,1610612762,UTA,Utah,1629744,Matt Thomas,,,5:20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
0022000965,1610612762,UTA,Utah,1629714,Jarrell Brantley,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000965,1610612762,UTA,Utah,1630190,Elijah Hughes,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000965,1610612762,UTA,Utah,1629752,Juwan Morgan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000965,1610612762,UTA,Utah,1629671,Miye Oni,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
