GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0011900038,1610612741,CHI,Chicago,1627756,Denzel Valentine,F,,26:15,1.0,9.0,0.111,1.0,5.0,0.2,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,3.0,3.0,-9.0
0011900038,1610612741,CHI,Chicago,1628436,Luke Kornet,F,,20:30,2.0,7.0,0.286,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,-9.0
0011900038,1610612741,CHI,Chicago,1629655,Daniel Gafford,C,,30:30,4.0,8.0,0.5,0.0,0.0,0.0,1.0,4.0,0.25,4.0,4.0,8.0,0.0,5.0,2.0,2.0,4.0,9.0,-8.0
0011900038,1610612741,CHI,Chicago,1629632,Coby White,G,,30:23,10.0,22.0,0.455,4.0,9.0,0.444,0.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,3.0,24.0,-8.0
0011900038,1610612741,CHI,Chicago,1627739,Kris Dunn,G,,28:37,4.0,9.0,0.444,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,6.0,0.0,7.0,1.0,8.0,-4.0
0011900038,1610612741,CHI,Chicago,1626245,Cristiano Felicio,,,15:22,2.0,4.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,-11.0
0011900038,1610612741,CHI,Chicago,1629690,Adam Mokoka,,,22:55,2.0,4.0,0.5,0.0,2.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,8.0,-13.0
0011900038,1610612741,CHI,Chicago,1627853,Ryan Arcidiacono,,,16:28,4.0,8.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,10.0,-4.0
0011900038,1610612741,CHI,Chicago,1628495,Milton Doyle,,,15:19,0.0,6.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,-11.0
0011900038,1610612741,CHI,Chicago,1629779,Justin Simon,,,25:33,5.0,15.0,0.333,0.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,6.0,1.0,0.0,1.0,3.0,5.0,10.0,-7.0
0011900038,1610612741,CHI,Chicago,1629825,Perrion Callandret,,,4:04,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,-3.0
