GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042000311,1610612746,LAC,LA,1629611,Terance Mann,Terance,F,,27:15,3.0,4.0,0.75,3.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,9.0,6.0
0042000311,1610612746,LAC,LA,202694,Marcus Morris Sr.,Marcus,F,,21:23,3.0,11.0,0.273,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,-11.0
0042000311,1610612746,LAC,LA,201587,Nicolas Batum,Nicolas,C,,36:47,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,0.0,1.0,9.0,10.0,3.0,0.0,1.0,0.0,2.0,5.0,6.0
0042000311,1610612746,LAC,LA,202331,Paul George,Paul,G,,38:59,10.0,26.0,0.385,7.0,15.0,0.467,7.0,8.0,0.875,1.0,3.0,4.0,5.0,2.0,1.0,1.0,0.0,34.0,1.0
0042000311,1610612746,LAC,LA,202704,Reggie Jackson,Reggie,G,,39:15,10.0,19.0,0.526,4.0,12.0,0.333,0.0,0.0,0.0,1.0,5.0,6.0,4.0,1.0,0.0,5.0,1.0,24.0,4.0
0042000311,1610612746,LAC,LA,201976,Patrick Beverley,Patrick,,,14:58,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,-6.0
0042000311,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,,,18:00,2.0,3.0,0.667,0.0,0.0,0.0,5.0,6.0,0.833,2.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0
0042000311,1610612746,LAC,LA,200765,Rajon Rondo,Rajon,,,22:21,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,8.0,-14.0
0042000311,1610612746,LAC,LA,202326,DeMarcus Cousins,DeMarcus,,,13:18,4.0,10.0,0.4,1.0,2.0,0.5,2.0,3.0,0.667,3.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,11.0,-11.0
0042000311,1610612746,LAC,LA,1628379,Luke Kennard,Luke,,,7:44,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-5.0
0042000311,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612746,LAC,LA,1627812,Yogi Ferrell,Yogi,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612746,LAC,LA,1630187,Daniel Oturu,Daniel,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612746,LAC,LA,202335,Patrick Patterson,Patrick,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612746,LAC,LA,1630206,Jay Scrubb,Jay,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612756,PHX,Phoenix,1628969,Mikal Bridges,Mikal,F,,35:57,6.0,11.0,0.545,2.0,6.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,14.0,-6.0
0042000311,1610612756,PHX,Phoenix,203109,Jae Crowder,Jae,F,,33:22,5.0,10.0,0.5,3.0,7.0,0.429,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,13.0,-12.0
0042000311,1610612756,PHX,Phoenix,1629028,Deandre Ayton,Deandre,C,,36:32,10.0,14.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,2.0,0.0,0.0,1.0,1.0,20.0,-7.0
0042000311,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,43:56,15.0,29.0,0.517,3.0,7.0,0.429,7.0,7.0,1.0,1.0,12.0,13.0,11.0,0.0,0.0,2.0,3.0,40.0,6.0
0042000311,1610612756,PHX,Phoenix,1626166,Cameron Payne,Cameron,G,,29:13,5.0,10.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,3.0,9.0,1.0,1.0,1.0,5.0,11.0,13.0
0042000311,1610612756,PHX,Phoenix,202734,E'Twaun Moore,E'Twaun,,,10:44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,-5.0
0042000311,1610612756,PHX,Phoenix,203967,Dario Saric,Dario,,,11:06,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,9.0
0042000311,1610612756,PHX,Phoenix,1629661,Cameron Johnson,Cameron,,,24:27,5.0,8.0,0.625,2.0,5.0,0.4,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,12.0,14.0
0042000311,1610612756,PHX,Phoenix,1628470,Torrey Craig,Torrey,,,14:43,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,8.0,18.0
0042000311,1610612756,PHX,Phoenix,1630234,Ty-Shon Alexander,Ty-Shon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612756,PHX,Phoenix,1628975,Jevon Carter,Jevon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612756,PHX,Phoenix,204038,Langston Galloway,Langston,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612756,PHX,Phoenix,1626163,Frank Kaminsky,Frank,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000311,1610612756,PHX,Phoenix,1630188,Jalen Smith,Jalen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
