,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0021900778,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,F,,31:32,6.0,10.0,0.6,1.0,3.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,13.0,13.0
1,0021900778,1610612742,DAL,Dallas,1628467,Maxi Kleber,F,,27:30,1.0,5.0,0.2,1.0,4.0,0.25,4.0,4.0,1.0,1.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,7.0,9.0
2,0021900778,1610612742,DAL,Dallas,1626161,Willie Cauley-Stein,C,,25:03,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,10.0,1.0,0.0,2.0,0.0,3.0,15.0,25.0
3,0021900778,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,G,,26:07,5.0,11.0,0.455,3.0,4.0,0.75,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,14.0,10.0
4,0021900778,1610612742,DAL,Dallas,1628973,Jalen Brunson,G,,27:16,4.0,11.0,0.364,3.0,4.0,0.75,2.0,2.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,13.0,8.0
5,0021900778,1610612742,DAL,Dallas,203552,Seth Curry,,,27:31,10.0,14.0,0.714,6.0,8.0,0.75,0.0,0.0,0.0,0.0,6.0,6.0,3.0,1.0,1.0,0.0,0.0,26.0,20.0
6,0021900778,1610612742,DAL,Dallas,1626153,Delon Wright,,,24:06,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,1.0,4.0,2.0
7,0021900778,1610612742,DAL,Dallas,1629151,Ryan Broekhoff,,,15:46,2.0,6.0,0.333,2.0,6.0,0.333,0.0,0.0,0.0,2.0,7.0,9.0,4.0,1.0,0.0,1.0,0.0,6.0,6.0
8,0021900778,1610612742,DAL,Dallas,1626246,Boban Marjanovic,,,12:54,4.0,7.0,0.571,0.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,11.0,-4.0
9,0021900778,1610612742,DAL,Dallas,201584,Courtney Lee,,,16:29,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0
10,0021900778,1610612742,DAL,Dallas,1628382,Justin Jackson,,,3:22,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-6.0
11,0021900778,1610612742,DAL,Dallas,1628499,Antonius Cleveland,,,2:24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
