GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022000639,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,F,,40:25,9.0,14.0,0.643,7.0,11.0,0.636,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,1.0,3.0,25.0,-4.0
0022000639,1610612742,DAL,Dallas,1628467,Maxi Kleber,F,,34:25,6.0,9.0,0.667,4.0,7.0,0.571,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0,16.0,1.0
0022000639,1610612742,DAL,Dallas,204001,Kristaps Porzingis,C,,33:37,3.0,11.0,0.273,1.0,4.0,0.25,4.0,4.0,1.0,1.0,7.0,8.0,1.0,0.0,2.0,2.0,4.0,11.0,-10.0
0022000639,1610612742,DAL,Dallas,1626196,Josh Richardson,G,,35:44,2.0,9.0,0.222,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,1.0,1.0,3.0,3.0,4.0,-2.0
0022000639,1610612742,DAL,Dallas,1629029,Luka Doncic,G,,38:51,15.0,27.0,0.556,4.0,13.0,0.308,4.0,5.0,0.8,0.0,9.0,9.0,9.0,1.0,0.0,4.0,1.0,38.0,-3.0
0022000639,1610612742,DAL,Dallas,1628973,Jalen Brunson,,,14:54,3.0,4.0,0.75,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0
0022000639,1610612742,DAL,Dallas,1628411,Wes Iwundu,,,18:36,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,6.0,-5.0
0022000639,1610612742,DAL,Dallas,203939,Dwight Powell,,,11:48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-6.0
0022000639,1610612742,DAL,Dallas,203504,Trey Burke,,,11:41,4.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,-1.0
0022000639,1610612742,DAL,Dallas,1630189,Tyler Bey,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000639,1610612742,DAL,Dallas,1630182,Josh Green,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000639,1610612742,DAL,Dallas,1630207,Nate Hinton,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000639,1610612742,DAL,Dallas,1626246,Boban Marjanovic,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000639,1610612757,POR,Portland,1627884,Derrick Jones Jr.,F,,30:16,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,9.0
0022000639,1610612757,POR,Portland,203496,Robert Covington,F,,36:01,4.0,10.0,0.4,3.0,8.0,0.375,0.0,0.0,0.0,1.0,6.0,7.0,0.0,3.0,0.0,2.0,5.0,11.0,-2.0
0022000639,1610612757,POR,Portland,202683,Enes Kanter,C,,23:29,7.0,13.0,0.538,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0
0022000639,1610612757,POR,Portland,203468,CJ McCollum,G,,27:41,11.0,23.0,0.478,7.0,13.0,0.538,3.0,3.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,32.0,11.0
0022000639,1610612757,POR,Portland,203081,Damian Lillard,G,,34:29,10.0,19.0,0.526,4.0,10.0,0.4,7.0,7.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,31.0,0.0
0022000639,1610612757,POR,Portland,1629018,Gary Trent Jr.,,,27:26,2.0,7.0,0.286,1.0,5.0,0.2,2.0,3.0,0.667,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0
0022000639,1610612757,POR,Portland,2546,Carmelo Anthony,,,27:46,6.0,11.0,0.545,3.0,5.0,0.6,3.0,4.0,0.75,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,18.0,-1.0
0022000639,1610612757,POR,Portland,1629642,Nassir Little,,,10:42,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-11.0
0022000639,1610612757,POR,Portland,203918,Rodney Hood,,,22:11,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.0,0.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0,1.0,6.0,13.0
0022000639,1610612757,POR,Portland,1628380,Zach Collins,,DNP - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0022000639,1610612757,POR,Portland,1629604,CJ Elleby,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000639,1610612757,POR,Portland,1628385,Harry Giles III,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022000639,1610612757,POR,Portland,203994,Jusuf Nurkic,,DNP - Injury/Illness,,,,,,,,,,,,,,,,,,,,
0022000639,1610612757,POR,Portland,1629014,Anfernee Simons,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
