GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0042000301,1610612737,ATL,Atlanta,1628989,Kevin Huerter,Kevin,F,,36:26,5.0,12.0,0.417,1.0,6.0,0.167,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,13.0,15.0
0042000301,1610612737,ATL,Atlanta,1628381,John Collins,John,F,,36:57,11.0,16.0,0.688,1.0,5.0,0.2,0.0,0.0,0.0,5.0,10.0,15.0,1.0,0.0,0.0,2.0,3.0,23.0,12.0
0042000301,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,37:30,6.0,9.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,19.0,2.0,1.0,1.0,0.0,1.0,12.0,8.0
0042000301,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,G,,27:27,1.0,6.0,0.167,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,4.0,8.0
0042000301,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,41:05,17.0,34.0,0.5,4.0,13.0,0.308,10.0,12.0,0.833,1.0,6.0,7.0,11.0,1.0,0.0,6.0,3.0,48.0,10.0
0042000301,1610612737,ATL,Atlanta,203524,Solomon Hill,Solomon,,,20:20,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,-5.0
0042000301,1610612737,ATL,Atlanta,201568,Danilo Gallinari,Danilo,,,25:26,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,-15.0
0042000301,1610612737,ATL,Atlanta,101150,Lou Williams,Lou,,,12:11,1.0,5.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-12.0
0042000301,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,,,2:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0
0042000301,1610612737,ATL,Atlanta,1627739,Kris Dunn,Kris,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000301,1610612737,ATL,Atlanta,1628981,Bruno Fernando,Bruno,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000301,1610612737,ATL,Atlanta,1630233,Nathan Knight,Nathan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000301,1610612737,ATL,Atlanta,1630219,Skylar Mays,Skylar,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000301,1610612737,ATL,Atlanta,1629629,Cam Reddish,Cam,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000301,1610612737,ATL,Atlanta,203503,Tony Snell,Tony,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0042000301,1610612749,MIL,Milwaukee,200782,P.J. Tucker,P.J.,F,,34:55,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0,4.0,-2.0
0042000301,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,41:01,14.0,25.0,0.56,0.0,2.0,0.0,6.0,8.0,0.75,4.0,8.0,12.0,9.0,2.0,2.0,3.0,4.0,34.0,4.0
0042000301,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,20:15,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,-14.0
0042000301,1610612749,MIL,Milwaukee,203114,Khris Middleton,Khris,G,,40:34,6.0,23.0,0.261,0.0,9.0,0.0,3.0,4.0,0.75,0.0,5.0,5.0,4.0,2.0,0.0,1.0,2.0,15.0,-13.0
0042000301,1610612749,MIL,Milwaukee,201950,Jrue Holiday,Jrue,G,,41:46,14.0,25.0,0.56,5.0,12.0,0.417,0.0,0.0,0.0,0.0,4.0,4.0,10.0,2.0,1.0,3.0,3.0,33.0,-3.0
0042000301,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,,28:44,1.0,6.0,0.167,0.0,4.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0
0042000301,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,,,14:42,5.0,8.0,0.625,1.0,2.0,0.5,0.0,0.0,0.0,3.0,5.0,8.0,1.0,0.0,0.0,1.0,1.0,11.0,0.0
