,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0021900684,1610612747,LAL,Los Angeles,2544,LeBron James,F,,35:21,9.0,18.0,0.5,1.0,6.0,0.167,10.0,13.0,0.769,0.0,7.0,7.0,8.0,1.0,0.0,8.0,3.0,29.0,-22.0
1,0021900684,1610612747,LAL,Los Angeles,203076,Anthony Davis,F,,38:38,13.0,22.0,0.591,2.0,5.0,0.4,3.0,4.0,0.75,0.0,7.0,7.0,2.0,2.0,1.0,5.0,3.0,31.0,-10.0
2,0021900684,1610612747,LAL,Los Angeles,2730,Dwight Howard,C,,16:07,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,-12.0
3,0021900684,1610612747,LAL,Los Angeles,201980,Danny Green,G,,31:04,1.0,7.0,0.143,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,3.0,3.0,2.0,-12.0
4,0021900684,1610612747,LAL,Los Angeles,202340,Avery Bradley,G,,17:36,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,-20.0
5,0021900684,1610612747,LAL,Los Angeles,1628398,Kyle Kuzma,,,26:39,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,2.0,4.0,-4.0
6,0021900684,1610612747,LAL,Los Angeles,203484,Kentavious Caldwell-Pope,,,32:41,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,7.0,-3.0
7,0021900684,1610612747,LAL,Los Angeles,1627936,Alex Caruso,,,19:54,1.0,6.0,0.167,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,6.0,0.0,1.0,0.0,4.0,-1.0
8,0021900684,1610612747,LAL,Los Angeles,200765,Rajon Rondo,,,14:39,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0
9,0021900684,1610612747,LAL,Los Angeles,201162,Jared Dudley,,,7:21,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0
10,0021900684,1610612747,LAL,Los Angeles,1626188,Quinn Cook,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
11,0021900684,1610612747,LAL,Los Angeles,203584,Troy Daniels,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,0021900684,1610612755,PHI,Philadelphia,1629680,Matisse Thybulle,F,,35:35,2.0,6.0,0.333,2.0,6.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,2.0,0.0,6.0,13.0
