GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0022001048,1610612749,MIL,Milwaukee,203114,Khris Middleton,F,,33:57,9.0,17.0,0.529,2.0,7.0,0.286,2.0,2.0,1.0,0.0,4.0,4.0,6.0,2.0,0.0,2.0,3.0,22.0,19.0
0022001048,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,F,,35:04,14.0,18.0,0.778,1.0,1.0,1.0,11.0,16.0,0.688,3.0,12.0,15.0,6.0,1.0,0.0,1.0,1.0,40.0,1.0
0022001048,1610612749,MIL,Milwaukee,201572,Brook Lopez,C,,29:51,9.0,15.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,4.0,4.0,8.0,0.0,0.0,1.0,3.0,3.0,21.0,13.0
0022001048,1610612749,MIL,Milwaukee,1628978,Donte DiVincenzo,G,,32:21,2.0,5.0,0.4,2.0,5.0,0.4,2.0,2.0,1.0,1.0,8.0,9.0,2.0,1.0,1.0,1.0,0.0,8.0,5.0
0022001048,1610612749,MIL,Milwaukee,201950,Jrue Holiday,G,,34:02,8.0,14.0,0.571,0.0,4.0,0.0,4.0,5.0,0.8,1.0,3.0,4.0,14.0,0.0,4.0,1.0,0.0,20.0,18.0
0022001048,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,,,17:16,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,5.0
0022001048,1610612749,MIL,Milwaukee,200782,P.J. Tucker,,,18:04,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
0022001048,1610612749,MIL,Milwaukee,201952,Jeff Teague,,,9:53,3.0,6.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,-8.0
0022001048,1610612749,MIL,Milwaukee,1626171,Bobby Portis,,,17:00,5.0,6.0,0.833,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,12.0,-7.0
0022001048,1610612749,MIL,Milwaukee,1627854,Bryn Forbes,,,12:32,1.0,6.0,0.167,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,-1.0
0022001048,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022001048,1610612749,MIL,Milwaukee,1629603,Mamadi Diakite,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022001048,1610612749,MIL,Milwaukee,1628382,Justin Jackson,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022001048,1610612749,MIL,Milwaukee,1630241,Sam Merrill,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022001048,1610612749,MIL,Milwaukee,1629670,Jordan Nwora,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0022001048,1610612754,IND,Indiana,203926,Doug McDermott,F,,27:46,8.0,15.0,0.533,3.0,7.0,0.429,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,19.0,-20.0
0022001048,1610612754,IND,Indiana,1629052,Oshae Brissett,F,,27:54,5.0,12.0,0.417,5.0,8.0,0.625,4.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,4.0,19.0,-15.0
0022001048,1610612754,IND,Indiana,1627734,Domantas Sabonis,C,,26:23,5.0,19.0,0.263,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,14.0,1.0,0.0,2.0,2.0,10.0,-19.0
0022001048,1610612754,IND,Indiana,203200,Justin Holiday,G,,38:33,9.0,14.0,0.643,8.0,12.0,0.667,0.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,1.0,1.0,1.0,26.0,-10.0
0022001048,1610612754,IND,Indiana,204456,T.J. McConnell,G,,44:32,10.0,19.0,0.526,1.0,2.0,0.5,2.0,3.0,0.667,0.0,5.0,5.0,7.0,3.0,0.0,4.0,2.0,23.0,-7.0
