,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0021900229,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,F,,33:59,8.0,15.0,0.533,2.0,2.0,1.0,5.0,7.0,0.714,2.0,4.0,6.0,3.0,3.0,0.0,3.0,0.0,23.0,5.0
1,0021900229,1610612759,SAS,San Antonio,201942,DeMar DeRozan,F,,31:14,8.0,14.0,0.571,0.0,0.0,0.0,5.0,5.0,1.0,1.0,8.0,9.0,4.0,0.0,1.0,4.0,2.0,21.0,3.0
2,0021900229,1610612759,SAS,San Antonio,1627751,Jakob Poeltl,C,,23:54,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,10.0,1.0,0.0,1.0,1.0,1.0,11.0,6.0
3,0021900229,1610612759,SAS,San Antonio,1627854,Bryn Forbes,G,,20:06,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,0.0,7.0
4,0021900229,1610612759,SAS,San Antonio,1628401,Derrick White,G,,25:17,2.0,6.0,0.333,0.0,2.0,0.0,4.0,6.0,0.667,1.0,3.0,4.0,5.0,1.0,0.0,6.0,2.0,8.0,-9.0
5,0021900229,1610612759,SAS,San Antonio,201158,Marco Belinelli,,,17:17,2.0,5.0,0.4,2.0,4.0,0.5,2.0,3.0,0.667,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0
6,0021900229,1610612759,SAS,San Antonio,201988,Patty Mills,,,28:30,6.0,8.0,0.75,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,17.0,11.0
7,0021900229,1610612759,SAS,San Antonio,200752,Rudy Gay,,,23:41,3.0,9.0,0.333,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,5.0,2.0,7.0,0.0
8,0021900229,1610612759,SAS,San Antonio,201960,DeMarre Carroll,,,13:24,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,2.0,0.0,0.0,1.0,4.0,2.0,14.0
9,0021900229,1610612759,SAS,San Antonio,1626168,Trey Lyles,,,15:17,4.0,5.0,0.8,3.0,4.0,0.75,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,-2.0
10,0021900229,1610612759,SAS,San Antonio,1629022,Lonnie Walker IV,,,7:21,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
11,0021900229,1610612759,SAS,San Antonio,1629640,Keldon Johnson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,0021900229,1610612759,SAS,San Antonio,1629002,Chimezie Metu,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,0021900229,1610612752,NYK,New York,202694,Marcus Morris Sr.,F,,28:36,7.0,14.0,0.5,4.0,6.0,0.667,2.0,2.0,1.0,1.0,6.0,7.0,0.0,1.0,0.0,2.0,3.0,20.0,-11.0
14,0021900229,1610612752,NYK,New York,203944,Julius Randle,F,,31:21,6.0,17.0,0.353,1.0,5.0,0.2,1.0,2.0,0.5,2.0,6.0,8.0,3.0,0.0,0.0,4.0,5.0,14.0,-12.0
15,0021900229,1610612752,NYK,New York,201959,Taj Gibson,C,,10:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,-9.0
16,0021900229,1610612752,NYK,New York,1629628,RJ Barrett,G,,28:56,6.0,11.0,0.545,0.0,2.0,0.0,1.0,4.0,0.25,1.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,13.0,6.0
17,0021900229,1610612752,NYK,New York,1628373,Frank Ntilikina,G,,35:00,3.0,9.0,0.333,1.0,4.0,0.25,2.0,2.0,1.0,1.0,2.0,3.0,9.0,6.0,0.0,0.0,2.0,9.0,-10.0
18,0021900229,1610612752,NYK,New York,1628422,Damyean Dotson,,,16:25,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,-4.0
19,0021900229,1610612752,NYK,New York,1629011,Mitchell Robinson,,,23:52,2.0,3.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,2.0,6.0,-6.0
20,0021900229,1610612752,NYK,New York,1626171,Bobby Portis,,,20:01,6.0,11.0,0.545,4.0,6.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0
21,0021900229,1610612752,NYK,New York,1628372,Dennis Smith Jr.,,,15:04,3.0,7.0,0.429,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,7.0,7.0
22,0021900229,1610612752,NYK,New York,1628995,Kevin Knox II,,,8:49,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,-1.0
23,0021900229,1610612752,NYK,New York,201961,Wayne Ellington,,,21:28,4.0,11.0,0.364,4.0,10.0,0.4,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,13.0,5.0
24,0021900229,1610612752,NYK,New York,1629649,Ignas Brazdeikis,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
