,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0022000067,1610612740,NOP,New Orleans,1627742,Brandon Ingram,F,,26:00,8.0,16.0,0.5,2.0,6.0,0.333,2.0,3.0,0.667,1.0,6.0,7.0,2.0,0.0,1.0,0.0,2.0,20.0,7.0
1,0022000067,1610612740,NOP,New Orleans,1629627,Zion Williamson,F,,17:26,4.0,6.0,0.667,0.0,0.0,0.0,4.0,6.0,0.667,4.0,1.0,5.0,1.0,0.0,0.0,3.0,4.0,12.0,8.0
2,0022000067,1610612740,NOP,New Orleans,203500,Steven Adams,C,,31:26,7.0,13.0,0.538,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,2.0,1.0,1.0,0.0,1.0,14.0,15.0
3,0022000067,1610612740,NOP,New Orleans,202339,Eric Bledsoe,G,,25:12,7.0,11.0,0.636,2.0,5.0,0.4,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,17.0,10.0
4,0022000067,1610612740,NOP,New Orleans,1628366,Lonzo Ball,G,,32:26,7.0,15.0,0.467,2.0,7.0,0.286,0.0,1.0,0.0,1.0,7.0,8.0,9.0,1.0,0.0,3.0,2.0,16.0,13.0
5,0022000067,1610612740,NOP,New Orleans,200755,JJ Redick,,,17:01,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,9.0
6,0022000067,1610612740,NOP,New Orleans,1628404,Josh Hart,,,34:20,3.0,9.0,0.333,3.0,7.0,0.429,3.0,4.0,0.75,1.0,10.0,11.0,2.0,1.0,0.0,1.0,2.0,12.0,28.0
7,0022000067,1610612740,NOP,New Orleans,1629638,Nickeil Alexander-Walker,,,19:06,6.0,13.0,0.462,2.0,5.0,0.4,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,14.0,24.0
8,0022000067,1610612740,NOP,New Orleans,1629637,Jaxson Hayes,,,14:10,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,1.0,0.0,2.0,2.0,3.0,0.0,17.0
9,0022000067,1610612740,NOP,New Orleans,1629740,Nicolo Melli,,,16:37,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,5.0,22.0
10,0022000067,1610612740,NOP,New Orleans,1630184,Kira Lewis Jr.,,,3:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
11,0022000067,1610612740,NOP,New Orleans,1628414,Sindarius Thornwell,,,3:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0
12,0022000067,1610612740,NOP,New Orleans,1626195,Willy Hernangomez,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,0022000067,1610612740,NOP,New Orleans,1630230,Naji Marshall,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
14,0022000067,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,F,,16:51,3.0,8.0,0.375,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,8.0,-1.0
15,0022000067,1610612760,OKC,Oklahoma City,1629647,Darius Bazley,F,,26:43,2.0,6.0,0.333,0.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,4.0,2.0,7.0,-11.0
16,0022000067,1610612760,OKC,Oklahoma City,201143,Al Horford,C,,24:13,7.0,9.0,0.778,3.0,5.0,0.6,0.0,0.0,0.0,1.0,5.0,6.0,3.0,0.0,0.0,0.0,1.0,17.0,-7.0
17,0022000067,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,G,,28:29,3.0,10.0,0.3,2.0,6.0,0.333,0.0,2.0,0.0,1.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,8.0,-14.0
18,0022000067,1610612760,OKC,Oklahoma City,201588,George Hill,G,,24:13,3.0,7.0,0.429,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,8.0,-7.0
19,0022000067,1610612760,OKC,Oklahoma City,1628977,Hamidou Diallo,,,17:47,1.0,6.0,0.167,0.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,-15.0
20,0022000067,1610612760,OKC,Oklahoma City,203488,Mike Muscala,,,15:37,4.0,7.0,0.571,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,-10.0
21,0022000067,1610612760,OKC,Oklahoma City,1630177,Theo Maledon,,,26:20,2.0,9.0,0.222,2.0,7.0,0.286,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,3.0,6.0,-20.0
22,0022000067,1610612760,OKC,Oklahoma City,1629650,Moses Brown,,,3:09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0
23,0022000067,1610612760,OKC,Oklahoma City,1630197,Aleksej Pokusevski,,,20:43,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,5.0,5.0,4.0,2.0,1.0,6.0,1.0,3.0,-22.0
24,0022000067,1610612760,OKC,Oklahoma City,1629676,Isaiah Roby,,,18:18,3.0,5.0,0.6,0.0,2.0,0.0,1.0,4.0,0.25,2.0,4.0,6.0,0.0,0.0,0.0,2.0,3.0,7.0,-18.0
25,0022000067,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,,,7:18,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0
26,0022000067,1610612760,OKC,Oklahoma City,1630221,Josh Hall,,,10:19,1.0,5.0,0.2,1.0,4.0,0.25,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,-20.0
27,0022000067,1610612760,OKC,Oklahoma City,1628382,Justin Jackson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
28,0022000067,1610612760,OKC,Oklahoma City,203121,Darius Miller,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
