TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MIL,is-visit,MILIND,is-expected,Very Likely To Play,Jrue Holiday,Jrue Holiday,PG,2021-05-13 08:45:03.968045
MIL,is-visit,MILIND,is-expected,Very Likely To Play,Donte DiVincenzo,D. DiVincenzo,SG,2021-05-13 08:45:03.968045
MIL,is-visit,MILIND,is-expected,Very Likely To Play,Khris Middleton,K. Middleton,SF,2021-05-13 08:45:03.968045
MIL,is-visit,MILIND,is-expected,Very Likely To Play,Giannis Antetokounmpo,G. Antetokounmpo,PF,2021-05-13 08:45:03.968045
MIL,is-visit,MILIND,is-expected,Very Likely To Play,Brook Lopez,Brook Lopez,C,2021-05-13 08:45:03.968045
MIL,is-visit,MILIND,,Very Unlikely To Play,Axel Toupane,A. Toupane,F,2021-05-13 08:45:03.968045
IND,is-home,MILIND,is-expected,Very Likely To Play,Caris LeVert,Caris LeVert,PG,2021-05-13 08:45:03.968045
IND,is-home,MILIND,is-expected,Very Likely To Play,Justin Holiday,J. Holiday,SG,2021-05-13 08:45:03.968045
IND,is-home,MILIND,is-expected,Very Likely To Play,Doug McDermott,D. McDermott,SF,2021-05-13 08:45:03.968045
IND,is-home,MILIND,is-expected,Very Likely To Play,Oshae Brissett,O. Brissett,PF,2021-05-13 08:45:03.968045
IND,is-home,MILIND,is-expected,Very Likely To Play,Domantas Sabonis,D. Sabonis,C,2021-05-13 08:45:03.968045
IND,is-home,MILIND,,Toss Up To Play,Aaron Holiday,A. Holiday,G,2021-05-13 08:45:03.968045
IND,is-home,MILIND,,Very Unlikely To Play,Malcolm Brogdon,M. Brogdon,G,2021-05-13 08:45:03.968045
IND,is-home,MILIND,,Very Unlikely To Play,Jeremy Lamb,J. Lamb,G,2021-05-13 08:45:03.968045
IND,is-home,MILIND,,Very Unlikely To Play,Edmond Sumner,E. Sumner,G,2021-05-13 08:45:03.968045
IND,is-home,MILIND,,Very Unlikely To Play,Myles Turner,M. Turner,C,2021-05-13 08:45:03.968045
LAC,is-visit,LACCHA,is-expected,Very Likely To Play,Patrick Beverley,P. Beverley,PG,2021-05-13 08:45:03.968045
