TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612757,2020,00,Damian Lillard,damian-lillard,0,G,6-2,195,"JUL 15, 1990",30.0,8,Weber State,203081
1610612757,2020,00,Carmelo Anthony,carmelo-anthony,00,F,6-7,238,"MAY 29, 1984",36.0,17,Syracuse,2546
1610612757,2020,00,Anfernee Simons,anfernee-simons,1,G,6-3,181,"JUN 08, 1999",21.0,2,Edgewater HS (FL),1629014
1610612757,2020,00,CJ McCollum,cj-mccollum,3,G,6-3,190,"SEP 19, 1991",29.0,7,Lehigh,203468
1610612757,2020,00,Harry Giles III,harry-giles-iii,4,F-C,6-11,240,"APR 22, 1998",22.0,2,Duke,1628385
1610612757,2020,00,Derrick Jones Jr.,derrick-jones-jr,5,F,6-5,210,"FEB 15, 1997",24.0,4,UNLV,1627884
1610612757,2020,00,Nassir Little,nassir-little,9,F-G,6-5,220,"FEB 11, 2000",21.0,1,North Carolina,1629642
1610612757,2020,00,Enes Kanter,enes-kanter,11,C,6-10,250,"MAY 20, 1992",28.0,9,Fenerbahce,202683
1610612757,2020,00,CJ Elleby,cj-elleby,16,F-G,6-6,200,"JUN 16, 2000",20.0,R,Washington State,1629604
1610612757,2020,00,Keljin Blevins,keljin-blevins,21,G,6-4,200,"NOV 24, 1995",25.0,R,Montana State,1629833
1610612757,2020,00,Robert Covington,robert-covington,23,F,6-7,209,"DEC 14, 1990",30.0,7,Tennessee State,203496
1610612757,2020,00,Norman Powell,norman-powell,24,G,6-3,215,"MAY 25, 1993",27.0,5,UCLA,1626181
1610612757,2020,00,Jusuf Nurkic,jusuf-nurkic,27,C,6-11,290,"AUG 23, 1994",26.0,6,Cedevita,203994
1610612757,2020,00,Zach Collins,zach-collins,33,F-C,6-11,250,"NOV 19, 1997",23.0,3,Gonzaga,1628380
