TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612759,2020,00,Lonnie Walker IV,lonnie-walker-iv,1,G-F,6-4,204,"DEC 14, 1998",22.0,2,Miami,1629022
1610612759,2020,00,Keldon Johnson,keldon-johnson,3,F-G,6-5,220,"OCT 11, 1999",21.0,1,Kentucky,1629640
1610612759,2020,00,Derrick White,derrick-white,4,G,6-4,190,"JUL 02, 1994",26.0,3,Colorado,1628401
1610612759,2020,00,Dejounte Murray,dejounte-murray,5,G,6-4,180,"SEP 19, 1996",24.0,3,Washington,1627749
1610612759,2020,00,Patty Mills,patty-mills,8,G,6-1,180,"AUG 11, 1988",32.0,11,St.Mary's College of California,201988
1610612759,2020,00,DeMar DeRozan,demar-derozan,10,G-F,6-6,220,"AUG 07, 1989",31.0,11,Southern California,201942
1610612759,2020,00,Drew Eubanks,drew-eubanks,14,F-C,6-9,245,"FEB 01, 1997",24.0,2,Oregon State,1629234
1610612759,2020,00,Quinndary Weatherspoon,quinndary-weatherspoon,15,G,6-3,205,"SEP 10, 1996",24.0,1,Mississippi State,1629683
1610612759,2020,00,Luka Samanic,luka-samanic,19,F,6-10,227,"JAN 09, 2000",21.0,1,Union Olimpija,1629677
1610612759,2020,00,Rudy Gay,rudy-gay,22,F-G,6-8,250,"AUG 17, 1986",34.0,14,Connecticut,200752
1610612759,2020,00,Cameron Reynolds,cameron-reynolds,23,F,6-7,225,"FEB 07, 1995",26.0,1,Tulane,1629244
1610612759,2020,00,Devin Vassell,devin-vassell,24,G-F,6-5,200,"AUG 23, 2000",20.0,R,Florida State,1630170
1610612759,2020,00,Jakob Poeltl,jakob-poeltl,25,C,7-1,245,"OCT 15, 1995",25.0,4,Utah,1627751
1610612759,2020,00,Keita Bates-Diop,keita-bates-diop,31,F,6-8,229,"JAN 23, 1996",25.0,2,Ohio State,1628966
1610612759,2020,00,Marquese Chriss,marquese-chriss,32,F,6-9,240,"JUL 02, 1997",23.0,4,Washington,1627737
1610612759,2020,00,Tre Jones,tre-jones,33,G,6-1,185,"JAN 08, 2000",21.0,R,Duke,1630200
1610612759,2020,00,Trey Lyles,trey-lyles,41,F,6-9,234,"NOV 05, 1995",25.0,5,Kentucky,1626168
