TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612754,2020,00,T.J. Warren,tj-warren,1,F,6-8,220,"SEP 05, 1993",27.0,6,North Carolina State,203933
1610612754,2020,00,Cassius Stanley,cassius-stanley,2,G,6-5,190,"AUG 18, 1999",21.0,R,Duke,1630199
1610612754,2020,00,Aaron Holiday,aaron-holiday,3,G,6-0,185,"SEP 30, 1996",24.0,2,UCLA,1628988
1610612754,2020,00,Edmond Sumner,edmond-sumner,5,G,6-4,196,"DEC 31, 1995",25.0,3,Xavier,1628410
1610612754,2020,00,Malcolm Brogdon,malcolm-brogdon,7,G,6-5,229,"DEC 11, 1992",28.0,4,Virginia,1627763
1610612754,2020,00,Justin Holiday,justin-holiday,8,F-G,6-6,180,"APR 05, 1989",31.0,7,Washington,203200
1610612754,2020,00,T.J. McConnell,tj-mcconnell,9,G,6-1,190,"MAR 25, 1992",29.0,5,Arizona,204456
1610612754,2020,00,Brian Bowen II,brian-bowen-ii,10,F-G,6-6,190,"OCT 02, 1998",22.0,1,Sydney Kings,1628968
1610612754,2020,00,Domantas Sabonis,domantas-sabonis,11,F-C,6-11,240,"MAY 03, 1996",24.0,4,Gonzaga,1627734
1610612754,2020,00,JaKarr Sampson,jakarr-sampson,14,F,6-7,214,"MAR 20, 1993",28.0,5,St. John's,203960
1610612754,2020,00,Doug McDermott,doug-mcdermott,20,F,6-7,225,"JAN 03, 1992",29.0,6,Creighton,203926
1610612754,2020,00,Kelan Martin,kelan-martin,21,F,6-5,230,"AUG 03, 1995",25.0,1,Butler,1629103
1610612754,2020,00,Caris LeVert,caris-levert,22,G,6-6,205,"AUG 25, 1994",26.0,4,Michigan,1627747
1610612754,2020,00,Jeremy Lamb,jeremy-lamb,26,G-F,6-5,180,"MAY 30, 1992",28.0,8,Connecticut,203087
1610612754,2020,00,Myles Turner,myles-turner,33,C-F,6-11,250,"MAR 24, 1996",25.0,5,Texas,1626167
1610612754,2020,00,Goga Bitadze,goga-bitadze,88,C-F,6-11,250,"JUL 20, 1999",21.0,1,Mega Basket,1629048
