TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612751,2020,00,Reggie Perry,reggie-perry,0,F-C,6-8,250,"MAR 21, 2000",21.0,R,Mississippi State,1629617
1610612751,2020,00,Bruce Brown,bruce-brown,1,G-F,6-4,202,"AUG 15, 1996",24.0,2,Miami,1628971
1610612751,2020,00,Blake Griffin,blake-griffin,2,F,6-9,250,"MAR 16, 1989",32.0,10,Oklahoma,201933
1610612751,2020,00,Chris Chiozza,chris-chiozza,4,G,5-11,175,"NOV 21, 1995",25.0,2,Florida,1629185
1610612751,2020,00,DeAndre Jordan,deandre-jordan,6,C,6-11,265,"JUL 21, 1988",32.0,12,Texas A&M,201599
1610612751,2020,00,Kevin Durant,kevin-durant,7,F,6-10,240,"SEP 29, 1988",32.0,12,Texas,201142
1610612751,2020,00,Jeff Green,jeff-green,8,F,6-8,235,"AUG 28, 1986",34.0,12,Georgetown,201145
1610612751,2020,00,Timothe Luwawu-Cabarrot,timothe-luwawu-cabarrot,9,G-F,6-7,220,"MAY 09, 1995",25.0,4,Mega Basket,1627789
1610612751,2020,00,Tyler Johnson,tyler-johnson,10,G,6-3,186,"MAY 07, 1992",28.0,6,Fresno State,204020
1610612751,2020,00,Kyrie Irving,kyrie-irving,11,G,6-2,195,"MAR 23, 1992",29.0,9,Duke,202681
1610612751,2020,00,Joe Harris,joe-harris,12,G-F,6-6,220,"SEP 06, 1991",29.0,6,Virginia,203925
1610612751,2020,00,James Harden,james-harden,13,G,6-5,220,"AUG 26, 1989",31.0,11,Arizona State,201935
1610612751,2020,00,Landry Shamet,landry-shamet,20,G,6-4,190,"MAR 13, 1997",24.0,2,Wichita State,1629013
1610612751,2020,00,Alize Johnson,alize-johnson,24,F,6-7,212,"APR 22, 1996",24.0,2,Missouri State,1628993
1610612751,2020,00,Spencer Dinwiddie,spencer-dinwiddie,26,G,6-5,215,"APR 06, 1993",27.0,6,Colorado,203915
1610612751,2020,00,Nicolas Claxton,nicolas-claxton,33,F-C,6-11,215,"APR 17, 1999",21.0,1,Georgia,1629651
