TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612745,2020,00,Sterling Brown,sterling-brown,0,G-F,6-5,219,"FEB 10, 1995",26.0,3,Southern Methodist,1628425
1610612745,2020,00,D.J. Wilson,dj-wilson,00,F,6-10,231,"FEB 19, 1996",25.0,3,Michigan,1628391
1610612745,2020,00,John Wall,john-wall,1,G,6-3,210,"SEP 06, 1990",30.0,9,Kentucky,202322
1610612745,2020,00,David Nwaba,david-nwaba,2,G-F,6-5,219,"JAN 14, 1993",28.0,4,Cal Poly-Obispo,1628021
1610612745,2020,00,Kevin Porter Jr.,kevin-porter-jr,3,G-F,6-4,203,"MAY 04, 2000",20.0,1,Southern California,1629645
1610612745,2020,00,Danuel House Jr.,danuel-house-jr,4,F-G,6-6,220,"JUN 07, 1993",27.0,4,Texas A&M,1627863
1610612745,2020,00,Dante Exum,dante-exum,5,G,6-5,214,"JUL 13, 1995",25.0,5,Australian Institute of Sport,203957
1610612745,2020,00,Kenyon Martin Jr.,kenyon-martin-jr,6,F,6-6,215,"JAN 06, 2001",20.0,R,,1630231
1610612745,2020,00,Jae'Sean Tate,jaesean-tate,8,F,6-4,230,"OCT 28, 1995",25.0,R,Ohio State,1630256
1610612745,2020,00,Kelly Olynyk,kelly-olynyk,9,F-C,6-11,240,"APR 19, 1991",29.0,7,Gonzaga,203482
1610612745,2020,00,Eric Gordon,eric-gordon,10,G,6-3,215,"DEC 25, 1988",32.0,12,Indiana,201569
1610612745,2020,00,Avery Bradley,avery-bradley,11,G,6-3,180,"NOV 26, 1990",30.0,10,Texas,202340
1610612745,2020,00,D.J. Augustin,dj-augustin,14,G,5-11,183,"NOV 10, 1987",33.0,12,Texas,201571
1610612745,2020,00,Ben McLemore,ben-mclemore,16,G,6-3,195,"FEB 11, 1993",28.0,7,Kansas,203463
1610612745,2020,00,Justin Patton,justin-patton,26,C,6-11,241,"JUN 14, 1997",23.0,3,Creighton,1628383
1610612745,2020,00,Anthony Lamb,anthony-lamb,33,F,6-6,227,"JAN 20, 1998",23.0,R,Vermont,1630237
1610612745,2020,00,Christian Wood,christian-wood,35,F,6-10,214,"SEP 27, 1995",25.0,4,UNLV,1626174
