TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612741,2020,00,Coby White,coby-white,0,G,6-5,195,"FEB 16, 2000",21.0,1,North Carolina,1629632
1610612741,2020,00,Devon Dotson,devon-dotson,3,G,6-2,185,"AUG 02, 1999",21.0,R,Kansas,1629653
1610612741,2020,00,Al-Farouq Aminu,al-farouq-aminu,5,F,6-8,220,"SEP 21, 1990",30.0,10,Wake Forest,202329
1610612741,2020,00,Cristiano Felicio,cristiano-felicio,6,F-C,6-11,270,"JUL 07, 1992",28.0,5,Flamengo,1626245
1610612741,2020,00,Troy Brown Jr.,troy-brown-jr,7,G-F,6-6,215,"JUL 28, 1999",21.0,2,Oregon,1628972
1610612741,2020,00,Zach LaVine,zach-lavine,8,G-F,6-5,200,"MAR 10, 1995",26.0,6,UCLA,203897
1610612741,2020,00,Nikola Vucevic,nikola-vucevic,9,C,6-11,260,"OCT 24, 1990",30.0,9,Southern California,202696
1610612741,2020,00,Javonte Green,javonte-green,11,G-F,6-4,205,"JUL 23, 1993",27.0,1,Radford,1629750
1610612741,2020,00,Garrett Temple,garrett-temple,17,G-F,6-5,195,"MAY 08, 1986",34.0,10,Louisiana State,202066
1610612741,2020,00,Adam Mokoka,adam-mokoka,20,G,6-4,190,"JUL 18, 1998",22.0,1,Mega Basket,1629690
1610612741,2020,00,Thaddeus Young,thaddeus-young,21,F,6-8,235,"JUN 21, 1988",32.0,13,Georgia Tech,201152
1610612741,2020,00,Lauri Markkanen,lauri-markkanen,24,F-C,7-0,240,"MAY 22, 1997",23.0,3,Arizona,1628374
1610612741,2020,00,Daniel Theis,daniel-theis,27,F-C,6-8,245,"APR 04, 1992",28.0,3,Brose Bamberg,1628464
1610612741,2020,00,Tomas Satoransky,tomas-satoransky,31,G,6-7,210,"OCT 30, 1991",29.0,4,FC Barcelona,203107
1610612741,2020,00,Patrick Williams,patrick-williams,44,F,6-7,215,"AUG 26, 2001",19.0,R,Florida State,1630172
1610612741,2020,00,Denzel Valentine,denzel-valentine,45,G,6-4,220,"NOV 16, 1993",27.0,3,Michigan State,1627756
1610612741,2020,00,Ryan Arcidiacono,ryan-arcidiacono,51,G,6-3,195,"MAR 26, 1994",27.0,3,Villanova,1627853
