TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612760,2020,00,Shai Gilgeous-Alexander,shai-gilgeous-alexander,2,G-F,6-6,180,"JUL 12, 1998",22.0,2,Kentucky,1628983
1610612760,2020,00,Luguentz Dort,luguentz-dort,5,G,6-3,215,"APR 19, 1999",21.0,1,Arizona State,1629652
1610612760,2020,00,Darius Bazley,darius-bazley,7,F-G,6-8,208,"JUN 12, 2000",20.0,1,Princeton HS (OH),1629647
1610612760,2020,00,Austin Rivers,austin-rivers,8,G,6-4,200,"AUG 01, 1992",28.0,8,Duke,203085
1610612760,2020,00,Moses Brown,moses-brown,9,C,7-2,245,"OCT 13, 1999",21.0,1,UCLA,1629650
1610612760,2020,00,Theo Maledon,theo-maledon,11,G,6-4,175,"JUN 12, 2001",19.0,R,Asvel,1630177
1610612760,2020,00,Tony Bradley,tony-bradley,11,C-F,6-10,248,"JAN 08, 1998",23.0,3,North Carolina,1628396
1610612760,2020,00,Darius Miller,darius-miller,12,F,6-6,225,"MAR 21, 1990",31.0,5,Kentucky,203121
1610612760,2020,00,Svi Mykhailiuk,svi-mykhailiuk,14,G-F,6-7,205,"JUN 10, 1997",23.0,2,Kansas,1629004
1610612760,2020,00,Josh Hall,josh-hall,15,F,6-9,190,"OCT 08, 2000",20.0,R,Moravian Prep (NC),1630221
1610612760,2020,00,Ty Jerome,ty-jerome,16,G-F,6-5,195,"JUL 08, 1997",23.0,1,Virginia,1629660
1610612760,2020,00,Aleksej Pokusevski,aleksej-pokusevski,17,C,7-0,190,"DEC 26, 2001",19.0,R,Olympiacos,1630197
1610612760,2020,00,Isaiah Roby,isaiah-roby,22,F,6-8,230,"FEB 03, 1998",23.0,1,Nebraska-Lincoln,1629676
1610612760,2020,00,Mike Muscala,mike-muscala,33,F-C,6-10,240,"JUL 01, 1991",29.0,7,Bucknell,203488
1610612760,2020,00,Kenrich Williams,kenrich-williams,34,G-F,6-6,210,"DEC 02, 1994",26.0,2,TCU,1629026
1610612760,2020,00,Al Horford,al-horford,42,C-F,6-9,240,"JUN 03, 1986",34.0,13,Florida,201143
1610612760,2020,00,Justin Jackson,justin-jackson,44,F,6-8,220,"MAR 28, 1995",26.0,3,North Carolina,1628382
