TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612744,2020,00,Damion Lee,damion-lee,1,G-F,6-5,210,"OCT 21, 1992",28.0,3,Louisville,1627814
1610612744,2020,00,Nico Mannion,nico-mannion,2,G,6-2,190,"MAR 14, 2001",20.0,R,Arizona,1630185
1610612744,2020,00,Jordan Poole,jordan-poole,3,G,6-4,194,"JUN 19, 1999",21.0,1,Michigan,1629673
1610612744,2020,00,Kevon Looney,kevon-looney,5,F,6-9,222,"FEB 06, 1996",25.0,5,UCLA,1626172
1610612744,2020,00,Alen Smailagic,alen-smailagic,6,F,6-10,215,"AUG 18, 2000",20.0,1,Beko,1629346
1610612744,2020,00,Eric Paschall,eric-paschall,7,F,6-6,255,"NOV 04, 1996",24.0,1,Villanova,1629672
1610612744,2020,00,Klay Thompson,klay-thompson,11,G,6-6,215,"FEB 08, 1990",31.0,8,Washington State,202691
1610612744,2020,00,Kelly Oubre Jr.,kelly-oubre-jr,12,F-G,6-7,203,"DEC 09, 1995",25.0,5,Kansas,1626162
1610612744,2020,00,Mychal Mulder,mychal-mulder,15,G,6-3,184,"JUN 12, 1994",26.0,1,Kentucky,1628539
1610612744,2020,00,Andrew Wiggins,andrew-wiggins,22,F,6-7,197,"FEB 23, 1995",26.0,6,Kansas,203952
1610612744,2020,00,Draymond Green,draymond-green,23,F,6-6,230,"MAR 04, 1990",31.0,8,Michigan State,203110
1610612744,2020,00,Kent Bazemore,kent-bazemore,26,G-F,6-4,195,"JUL 01, 1989",31.0,8,Old Dominion,203145
1610612744,2020,00,Stephen Curry,stephen-curry,30,G,6-3,185,"MAR 14, 1988",33.0,11,Davidson,201939
1610612744,2020,00,James Wiseman,james-wiseman,33,C,7-0,240,"MAR 31, 2001",19.0,R,Memphis,1630164
1610612744,2020,00,Juan Toscano-Anderson,juan-toscano-anderson,95,F,6-6,209,"APR 10, 1993",27.0,1,Marquette,1629308
