TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612747,2020,00,Kyle Kuzma,kyle-kuzma,0,F,6-10,221,"JUL 24, 1995",25.0,3,Utah,1628398
1610612747,2020,00,Kentavious Caldwell-Pope,kentavious-caldwell-pope,1,G,6-5,204,"FEB 18, 1993",28.0,7,Georgia,203484
1610612747,2020,00,Anthony Davis,anthony-davis,3,F-C,6-10,253,"MAR 11, 1993",28.0,8,Kentucky,203076
1610612747,2020,00,Alex Caruso,alex-caruso,4,G,6-4,186,"FEB 28, 1994",27.0,3,Texas A&M,1627936
1610612747,2020,00,Talen Horton-Tucker,talen-horton-tucker,5,G,6-4,234,"NOV 25, 2000",20.0,1,Iowa State,1629659
1610612747,2020,00,Wesley Matthews,wesley-matthews,9,G,6-4,220,"OCT 14, 1986",34.0,11,Marquette,202083
1610612747,2020,00,Jared Dudley,jared-dudley,10,F,6-6,237,"JUL 10, 1985",35.0,13,Boston College,201162
1610612747,2020,00,Devontae Cacok,devontae-cacok,12,F,6-7,240,"OCT 08, 1996",24.0,1,North Carolina-Wilmington,1629719
1610612747,2020,00,Marc Gasol,marc-gasol,14,C,6-11,255,"JAN 29, 1985",36.0,12,FC Barcelona,201188
1610612747,2020,00,Montrezl Harrell,montrezl-harrell,15,F-C,6-7,240,"JAN 26, 1994",27.0,5,Louisville,1626149
1610612747,2020,00,Dennis Schroder,dennis-schroder,17,G,6-3,172,"SEP 15, 1993",27.0,7,Braunschweig,203471
1610612747,2020,00,LeBron James,lebron-james,23,F,6-9,250,"DEC 30, 1984",36.0,17,St. Vincent-St. Mary HS (OH),2544
1610612747,2020,00,Alfonzo McKinnie,alfonzo-mckinnie,28,F,6-7,215,"SEP 17, 1992",28.0,3,Wisconsin-Green Bay,1628035
1610612747,2020,00,Kostas Antetokounmpo,kostas-antetokounmpo,37,F,6-10,200,"NOV 20, 1997",23.0,2,Dayton,1628961
1610612747,2020,00,Markieff Morris,markieff-morris,88,F,6-9,245,"SEP 02, 1989",31.0,9,Kansas,202693
