TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
1610612742,2020,00,Josh Richardson,josh-richardson,0,G,6-5,200,"SEP 15, 1993",27.0,5,Tennessee,1626196
1610612742,2020,00,Tyrell Terry,tyrell-terry,1,G,6-2,160,"SEP 28, 2000",20.0,R,Stanford,1630179
1610612742,2020,00,Tyler Bey,tyler-bey,2,F,6-7,215,"FEB 10, 1998",23.0,R,Colorado,1630189
1610612742,2020,00,Trey Burke,trey-burke,3,G,6-0,185,"NOV 12, 1992",28.0,7,Michigan,203504
1610612742,2020,00,JJ Redick,jj-redick,4,G,6-3,200,"JUN 24, 1984",36.0,14,Duke,200755
1610612742,2020,00,Kristaps Porzingis,kristaps-porzingis,6,F-C,7-3,240,"AUG 02, 1995",25.0,4,Cajasol Sevilla,204001
1610612742,2020,00,Dwight Powell,dwight-powell,7,F-C,6-10,240,"JUL 20, 1991",29.0,6,Stanford,203939
1610612742,2020,00,Josh Green,josh-green,8,G,6-5,200,"NOV 16, 2000",20.0,R,Arizona,1630182
1610612742,2020,00,Dorian Finney-Smith,dorian-finney-smith,10,F,6-7,220,"MAY 04, 1993",27.0,4,Florida,1627827
1610612742,2020,00,Tim Hardaway Jr.,tim-hardaway-jr,11,G-F,6-5,205,"MAR 16, 1992",29.0,7,Michigan,203501
1610612742,2020,00,Jalen Brunson,jalen-brunson,13,G,6-1,190,"AUG 31, 1996",24.0,2,Villanova,1628973
1610612742,2020,00,Nate Hinton,nate-hinton,14,G-F,6-5,210,"JUN 08, 1999",21.0,R,Houston,1630207
1610612742,2020,00,Nicolo Melli,nicolo-melli,20,F,6-9,236,"JAN 26, 1991",30.0,1,Fenerbahce,1629740
1610612742,2020,00,Willie Cauley-Stein,willie-cauley-stein,33,C,7-0,240,"AUG 18, 1993",27.0,5,Kentucky,1626161
1610612742,2020,00,Maxi Kleber,maxi-kleber,42,F,6-10,240,"JAN 29, 1992",29.0,3,Bayern Munich,1628467
1610612742,2020,00,Boban Marjanovic,boban-marjanovic,51,C,7-4,290,"AUG 15, 1988",32.0,5,Crvena zvezda,1626246
1610612742,2020,00,Luka Doncic,luka-doncic,77,F-G,6-7,230,"FEB 28, 1999",22.0,2,Real Madrid,1629029
