TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
PHX,is-visit,PHOBOS,is-expected,Very Likely To Play,Chris Paul,Chris Paul,PG,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,is-expected,Very Likely To Play,Devin Booker,Devin Booker,SG,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,is-expected,Very Likely To Play,Mikal Bridges,Mikal Bridges,SF,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,is-expected,Toss Up To Play,Dario Saric,D. Saric,PF,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,is-expected,Very Likely To Play,Deandre Ayton,Deandre Ayton,C,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,,Toss Up To Play,Dario Saric,D. Saric,F,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,,Very Unlikely To Play,Jae Crowder,J. Crowder,F,2021-04-22 15:45:03.807650
PHX,is-visit,PHOBOS,,Very Unlikely To Play,Abdel Nader,A. Nader,F,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,is-expected,Very Likely To Play,Kemba Walker,Kemba Walker,PG,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,is-expected,Very Likely To Play,Marcus Smart,Marcus Smart,SG,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,is-expected,Very Likely To Play,Semi Ojeleye,Semi Ojeleye,SF,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,is-expected,Very Likely To Play,Jayson Tatum,Jayson Tatum,PF,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,is-expected,Very Likely To Play,Tristan Thompson,T. Thompson,C,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,,Unlikely To Play,Jaylen Brown,J. Brown,F,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,,Very Unlikely To Play,Evan Fournier,E. Fournier,G,2021-04-22 15:45:03.807650
BOS,is-home,PHOBOS,,Very Unlikely To Play,Robert Williams,R. Williams,C,2021-04-22 15:45:03.807650
PHI,is-visit,PHIMIL,is-expected,Toss Up To Play,Ben Simmons,B. Simmons,PG,2021-04-22 15:45:03.807650
PHI,is-visit,PHIMIL,is-expected,Toss Up To Play,Seth Curry,Seth Curry,SG,2021-04-22 15:45:03.807650
