TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
WAS,is-visit,WASPHI,is-expected,Very Likely To Play,Russell Westbrook,R. Westbrook,PG,2021-06-02 09:45:05.012562
WAS,is-visit,WASPHI,is-expected,Very Likely To Play,Raul Neto,Raul Neto,SG,2021-06-02 09:45:05.012562
WAS,is-visit,WASPHI,is-expected,Very Likely To Play,Bradley Beal,Bradley Beal,SF,2021-06-02 09:45:05.012562
WAS,is-visit,WASPHI,is-expected,Very Likely To Play,Rui Hachimura,Rui Hachimura,PF,2021-06-02 09:45:05.012562
WAS,is-visit,WASPHI,is-expected,Very Likely To Play,Daniel Gafford,D. Gafford,C,2021-06-02 09:45:05.012562
WAS,is-visit,WASPHI,,Very Unlikely To Play,Davis Bertans,D. Bertans,F,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,is-expected,Very Likely To Play,Ben Simmons,Ben Simmons,PG,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,is-expected,Likely To Play,Seth Curry,Seth Curry,SG,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,is-expected,Very Likely To Play,Danny Green,Danny Green,SF,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,is-expected,Very Likely To Play,Tobias Harris,Tobias Harris,PF,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,is-expected,Very Likely To Play,Dwight Howard,Dwight Howard,C,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,,Likely To Play,Seth Curry,Seth Curry,G,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,,Likely To Play,George Hill,G. Hill,G,2021-06-02 09:45:05.012562
PHI,is-home,WASPHI,,Unlikely To Play,Joel Embiid,J. Embiid,C,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,is-expected,Very Likely To Play,Trae Young,Trae Young,PG,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,is-expected,Likely To Play,De'Andre Hunter,D. Hunter,SF,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,,Likely To Play,De'Andre Hunter,D. Hunter,F,2021-06-02 09:45:05.012562
ATL,is-visit,ATLNY,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-06-02 09:45:05.012562
NYK,is-home,ATLNY,is-expected,Very Likely To Play,Derrick Rose,Derrick Rose,PG,2021-06-02 09:45:05.012562
NYK,is-home,ATLNY,is-expected,Very Likely To Play,Reggie Bullock,R. Bullock,SG,2021-06-02 09:45:05.012562
NYK,is-home,ATLNY,is-expected,Very Likely To Play,RJ Barrett,RJ Barrett,SF,2021-06-02 09:45:05.012562
NYK,is-home,ATLNY,is-expected,Very Likely To Play,Julius Randle,Julius Randle,PF,2021-06-02 09:45:05.012562
NYK,is-home,ATLNY,is-expected,Very Likely To Play,Taj Gibson,Taj Gibson,C,2021-06-02 09:45:05.012562
NYK,is-home,ATLNY,,Very Unlikely To Play,Mitchell Robinson,M. Robinson,C,2021-06-02 09:45:05.012562
MEM,is-visit,MEMUTA,is-expected,Very Likely To Play,Ja Morant,Ja Morant,PG,2021-06-02 09:45:05.012562
MEM,is-visit,MEMUTA,is-expected,Very Likely To Play,Dillon Brooks,Dillon Brooks,SG,2021-06-02 09:45:05.012562
MEM,is-visit,MEMUTA,is-expected,Very Likely To Play,Kyle Anderson,Kyle Anderson,SF,2021-06-02 09:45:05.012562
MEM,is-visit,MEMUTA,is-expected,Very Likely To Play,Jaren Jackson,Jaren Jackson,PF,2021-06-02 09:45:05.012562
MEM,is-visit,MEMUTA,is-expected,Very Likely To Play,Jonas Valanciunas,J. Valanciunas,C,2021-06-02 09:45:05.012562
MEM,is-visit,MEMUTA,,Very Likely To Play,Sean McDermott,S. McDermott,F,2021-06-02 09:45:05.012562
UTA,is-home,MEMUTA,is-expected,Very Likely To Play,Mike Conley,Mike Conley,PG,2021-06-02 09:45:05.012562
UTA,is-home,MEMUTA,is-expected,Very Likely To Play,Donovan Mitchell,D. Mitchell,SG,2021-06-02 09:45:05.012562
UTA,is-home,MEMUTA,is-expected,Very Likely To Play,Bojan Bogdanovic,B. Bogdanovic,SF,2021-06-02 09:45:05.012562
UTA,is-home,MEMUTA,is-expected,Very Likely To Play,Royce O'Neale,Royce O'Neale,PF,2021-06-02 09:45:05.012562
UTA,is-home,MEMUTA,is-expected,Very Likely To Play,Rudy Gobert,Rudy Gobert,C,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,is-expected,Likely To Play,Luka Doncic,L. Doncic,PG,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,is-expected,Very Likely To Play,Tim Hardaway,Tim Hardaway,SG,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,is-expected,Very Likely To Play,Dorian Finney-Smith,D. Finney-Smith,SF,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,is-expected,Likely To Play,Maxi Kleber,M. Kleber,PF,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,is-expected,Very Likely To Play,Kristaps Porzingis,K. Porzingis,C,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,,Likely To Play,Luka Doncic,L. Doncic,G,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,,Likely To Play,Maxi Kleber,M. Kleber,F,2021-06-02 09:45:05.012562
DAL,is-visit,DALLAC,,Very Unlikely To Play,JJ Redick,JJ Redick,G,2021-06-02 09:45:05.012562
LAC,is-home,DALLAC,is-expected,Very Likely To Play,Reggie Jackson,R. Jackson,PG,2021-06-02 09:45:05.012562
LAC,is-home,DALLAC,is-expected,Very Likely To Play,Paul George,Paul George,SG,2021-06-02 09:45:05.012562
LAC,is-home,DALLAC,is-expected,Very Likely To Play,Kawhi Leonard,Kawhi Leonard,SF,2021-06-02 09:45:05.012562
LAC,is-home,DALLAC,is-expected,Very Likely To Play,Marcus Morris,Marcus Morris,PF,2021-06-02 09:45:05.012562
LAC,is-home,DALLAC,is-expected,Very Likely To Play,Nicolas Batum,Nicolas Batum,C,2021-06-02 09:45:05.012562
LAC,is-home,DALLAC,,Unlikely To Play,Serge Ibaka,S. Ibaka,C,2021-06-02 09:45:05.012562
