TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MIA,is-visit,MIAMIL,is-expected,Very Likely To Play,Kendrick Nunn,Kendrick Nunn,PG,2021-05-24 12:45:04.620695
MIA,is-visit,MIAMIL,is-expected,Very Likely To Play,Duncan Robinson,D. Robinson,SG,2021-05-24 12:45:04.620695
MIA,is-visit,MIAMIL,is-expected,Very Likely To Play,Jimmy Butler,Jimmy Butler,SF,2021-05-24 12:45:04.620695
MIA,is-visit,MIAMIL,is-expected,Very Likely To Play,Trevor Ariza,Trevor Ariza,PF,2021-05-24 12:45:04.620695
MIA,is-visit,MIAMIL,is-expected,Very Likely To Play,Bam Adebayo,Bam Adebayo,C,2021-05-24 12:45:04.620695
MIA,is-visit,MIAMIL,,Very Likely To Play,Omer Yurtseven,O. Yurtseven,C,2021-05-24 12:45:04.620695
MIL,is-home,MIAMIL,is-expected,Very Likely To Play,Jrue Holiday,Jrue Holiday,PG,2021-05-24 12:45:04.620695
MIL,is-home,MIAMIL,is-expected,Very Likely To Play,Donte DiVincenzo,D. DiVincenzo,SG,2021-05-24 12:45:04.620695
MIL,is-home,MIAMIL,is-expected,Very Likely To Play,Khris Middleton,K. Middleton,SF,2021-05-24 12:45:04.620695
MIL,is-home,MIAMIL,is-expected,Very Likely To Play,Giannis Antetokounmpo,G. Antetokounmpo,PF,2021-05-24 12:45:04.620695
MIL,is-home,MIAMIL,is-expected,Very Likely To Play,Brook Lopez,Brook Lopez,C,2021-05-24 12:45:04.620695
MIL,is-home,MIAMIL,,Very Unlikely To Play,Thanasis Antetokounmpo,T. Antetokounmpo,F,2021-05-24 12:45:04.620695
POR,is-visit,PORDEN,is-expected,Very Likely To Play,Damian Lillard,D. Lillard,PG,2021-05-24 12:45:04.620695
POR,is-visit,PORDEN,is-expected,Very Likely To Play,CJ McCollum,CJ McCollum,SG,2021-05-24 12:45:04.620695
POR,is-visit,PORDEN,is-expected,Very Likely To Play,Norman Powell,Norman Powell,SF,2021-05-24 12:45:04.620695
POR,is-visit,PORDEN,is-expected,Very Likely To Play,Robert Covington,R. Covington,PF,2021-05-24 12:45:04.620695
POR,is-visit,PORDEN,is-expected,Very Likely To Play,Jusuf Nurkic,Jusuf Nurkic,C,2021-05-24 12:45:04.620695
POR,is-visit,PORDEN,,Very Likely To Play,Zach Collins,Z. Collins,C,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,is-expected,Very Likely To Play,Facundo Campazzo,F. Campazzo,PG,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,is-expected,Very Likely To Play,Austin Rivers,Austin Rivers,SG,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,is-expected,Very Likely To Play,Michael Porter,M. Porter,SF,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,is-expected,Very Likely To Play,Aaron Gordon,Aaron Gordon,PF,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,is-expected,Very Likely To Play,Nikola Jokic,Nikola Jokic,C,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,,Very Unlikely To Play,Will Barton,W. Barton,F,2021-05-24 12:45:04.620695
DEN,is-home,PORDEN,,Very Unlikely To Play,PJ Dozier,PJ Dozier,G,2021-05-24 12:45:04.620695
