TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
PHX,is-visit,PHOCHA,is-confirmed,Very Likely To Play,Chris Paul,Chris Paul,PG,2021-03-28 15:00:05.249049
PHX,is-visit,PHOCHA,is-confirmed,Very Likely To Play,Devin Booker,Devin Booker,SG,2021-03-28 15:00:05.249049
PHX,is-visit,PHOCHA,is-confirmed,Very Likely To Play,Mikal Bridges,Mikal Bridges,SF,2021-03-28 15:00:05.249049
PHX,is-visit,PHOCHA,is-confirmed,Very Likely To Play,Jae Crowder,Jae Crowder,PF,2021-03-28 15:00:05.249049
PHX,is-visit,PHOCHA,is-confirmed,Very Likely To Play,Deandre Ayton,Deandre Ayton,C,2021-03-28 15:00:05.249049
PHX,is-visit,PHOCHA,,Very Likely To Play,Abdel Nader,A. Nader,F,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,is-confirmed,Very Likely To Play,Devonte' Graham,D. Graham,PG,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,is-confirmed,Very Likely To Play,Terry Rozier,Terry Rozier,SG,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,is-confirmed,Very Likely To Play,Gordon Hayward,G. Hayward,SF,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,is-confirmed,Very Likely To Play,P.J. Washington,P. Washington,PF,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,is-confirmed,Very Likely To Play,Bismack Biyombo,B. Biyombo,C,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,,Very Likely To Play,Malik Monk,Malik Monk,G,2021-03-28 15:00:05.249049
CHA,is-home,PHOCHA,,Very Unlikely To Play,LaMelo Ball,L. Ball,G,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,is-expected,Very Likely To Play,Damian Lillard,D. Lillard,PG,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,is-expected,Very Likely To Play,CJ McCollum,CJ McCollum,SG,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,is-expected,Very Likely To Play,Norman Powell,Norman Powell,SF,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,is-expected,Very Likely To Play,Robert Covington,R. Covington,PF,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,is-expected,Very Likely To Play,Jusuf Nurkic,Jusuf Nurkic,C,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,,Very Unlikely To Play,Zach Collins,Z. Collins,C,2021-03-28 15:00:05.249049
POR,is-visit,PORTOR,,Very Unlikely To Play,Nassir Little,N. Little,F,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,is-expected,Very Likely To Play,Kyle Lowry,Kyle Lowry,PG,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,is-expected,Very Likely To Play,Fred VanVleet,Fred VanVleet,SG,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,is-expected,Very Likely To Play,Gary Trent,Gary Trent,SF,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,is-expected,Very Likely To Play,OG Anunoby,OG Anunoby,PF,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,is-expected,Very Likely To Play,Pascal Siakam,Pascal Siakam,C,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,,Very Unlikely To Play,DeAndre' Bembry,D. Bembry,F,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,,Very Unlikely To Play,Jalen Harris,J. Harris,G,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,,Very Unlikely To Play,Patrick McCaw,P. McCaw,F,2021-03-28 15:00:05.249049
TOR,is-home,PORTOR,,Very Unlikely To Play,Paul Watson,P. Watson,F,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,is-expected,Very Likely To Play,Trae Young,Trae Young,PG,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,is-expected,Very Likely To Play,Tony Snell,Tony Snell,SF,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,,Toss Up To Play,De'Andre Hunter,D. Hunter,F,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,,Very Unlikely To Play,Kris Dunn,Kris Dunn,G,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-03-28 15:00:05.249049
ATL,is-visit,ATLDEN,,Very Unlikely To Play,Lou Williams,L. Williams,G,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,is-expected,Very Likely To Play,Jamal Murray,Jamal Murray,PG,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,is-expected,Very Likely To Play,Will Barton,Will Barton,SG,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,is-expected,Very Likely To Play,Michael Porter,M. Porter,SF,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,is-expected,Very Likely To Play,Paul Millsap,Paul Millsap,PF,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,is-expected,Very Likely To Play,Nikola Jokic,Nikola Jokic,C,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,,Very Likely To Play,JaVale McGee,J. McGee,C,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,,Toss Up To Play,Aaron Gordon,A. Gordon,F,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,,Unlikely To Play,Greg Whittington,G. Whittington,F,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,,Very Unlikely To Play,Gary Clark,Gary Clark,F,2021-03-28 15:00:05.249049
DEN,is-home,ATLDEN,,Very Unlikely To Play,Monte Morris,M. Morris,G,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,is-expected,Very Likely To Play,Chasson Randle,C. Randle,PG,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,is-expected,Very Likely To Play,Dwayne Bacon,Dwayne Bacon,SG,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,is-expected,Very Likely To Play,James Ennis,James Ennis,SF,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,is-expected,Very Likely To Play,Chuma Okeke,Chuma Okeke,PF,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,is-expected,Very Likely To Play,Khem Birch,Khem Birch,C,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,,Very Likely To Play,Wendell Carter,W. Carter,C,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,,Toss Up To Play,R.J. Hampton,R. Hampton,G,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,,Toss Up To Play,Otto Porter,O. Porter,F,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,,Toss Up To Play,Terrence Ross,T. Ross,F,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,,Very Unlikely To Play,Cole Anthony,C. Anthony,G,2021-03-28 15:00:05.249049
ORL,is-visit,ORLLAL,,Very Unlikely To Play,Gary Harris,G. Harris,G,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,is-expected,Very Likely To Play,Dennis Schroder,D. Schroder,PG,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,is-expected,Very Likely To Play,Kentavious Caldwell-Pope,K. Caldwell-Pope,SG,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,is-expected,Very Likely To Play,Kyle Kuzma,Kyle Kuzma,SF,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,is-expected,Very Likely To Play,Markieff Morris,M. Morris,PF,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,is-expected,Very Likely To Play,Marc Gasol,Marc Gasol,C,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,,Very Unlikely To Play,Anthony Davis,A. Davis,F,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,,Very Unlikely To Play,Andre Drummond,A. Drummond,C,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,,Very Unlikely To Play,Jared Dudley,J. Dudley,F,2021-03-28 15:00:05.249049
LAL,is-home,ORLLAL,,Very Unlikely To Play,LeBron James,L. James,F,2021-03-28 15:00:05.249049
