TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MEM,is-visit,MEMGS,is-expected,Very Likely To Play,Ja Morant,Ja Morant,PG,2021-05-21 18:45:02.976771
MEM,is-visit,MEMGS,is-expected,Very Likely To Play,Dillon Brooks,Dillon Brooks,SG,2021-05-21 18:45:02.976771
MEM,is-visit,MEMGS,is-expected,Very Likely To Play,Kyle Anderson,Kyle Anderson,SF,2021-05-21 18:45:02.976771
MEM,is-visit,MEMGS,is-expected,Very Likely To Play,Jaren Jackson,Jaren Jackson,PF,2021-05-21 18:45:02.976771
MEM,is-visit,MEMGS,is-expected,Very Likely To Play,Jonas Valanciunas,J. Valanciunas,C,2021-05-21 18:45:02.976771
MEM,is-visit,MEMGS,,Very Unlikely To Play,Sean McDermott,S. McDermott,F,2021-05-21 18:45:02.976771
GSW,is-home,MEMGS,is-expected,Very Likely To Play,Stephen Curry,Stephen Curry,PG,2021-05-21 18:45:02.976771
GSW,is-home,MEMGS,is-expected,Very Likely To Play,Andrew Wiggins,A. Wiggins,SG,2021-05-21 18:45:02.976771
GSW,is-home,MEMGS,is-expected,Very Likely To Play,Kent Bazemore,Kent Bazemore,SF,2021-05-21 18:45:02.976771
GSW,is-home,MEMGS,is-expected,Very Likely To Play,Draymond Green,D. Green,PF,2021-05-21 18:45:02.976771
GSW,is-home,MEMGS,is-expected,Very Likely To Play,Kevon Looney,Kevon Looney,C,2021-05-21 18:45:02.976771
GSW,is-home,MEMGS,,Very Unlikely To Play,Kelly Oubre,K. Oubre,F,2021-05-21 18:45:02.976771
