GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-06-09T00:00:00,1,0042000232,1,9:30 pm ET,20210609/DENPHX,1610612756,1610612743,2020,0,     ,TNT,,,Q0       - TNT,Phoenix Suns Arena,0,0
2021-06-09T00:00:00,1,0042000232,1,9:30 pm ET,20210609/DENPHX,1610612756,1610612743,2020,0,     ,TNTOT,,,Q0       - TNTOT,Phoenix Suns Arena,0,0
