GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-19T00:00:00,1,0022000435,1,7:30 pm ET          ,20210319/SASCLE,1610612739,1610612759,2020,0,     ,,FSO,FSSW-SA,Q0       - ,Rocket Mortgage FieldHouse,0
2021-03-19T00:00:00,2,0022000631,1,7:30 pm ET          ,20210319/SACBOS,1610612738,1610612758,2020,0,     ,,NBCSB,NBCSCA,Q0       - ,TD Garden,0
2021-03-19T00:00:00,3,0022000632,1,8:00 pm ET          ,20210319/INDMIA,1610612748,1610612754,2020,0,     ,,FSSUN,FSIND,Q0       - ,AmericanAirlines Arena,0
2021-03-19T00:00:00,4,0022000633,1,8:00 pm ET          ,20210319/BKNORL,1610612753,1610612751,2020,0,     ,,FSFL,YES,Q0       - ,Amway Center,0
2021-03-19T00:00:00,5,0022000634,1,8:00 pm ET          ,20210319/UTATOR,1610612761,1610612762,2020,0,     ,,SN,ATTSN-RM,Q0       - ,Amalie Arena,0
2021-03-19T00:00:00,6,0022000635,1,8:00 pm ET          ,20210319/DETHOU,1610612745,1610612765,2020,0,     ,,ATTSN-SW,FSD,Q0       - ,Toyota Center,0
2021-03-19T00:00:00,7,0022000636,1,8:00 pm ET          ,20210319/GSWMEM,1610612763,1610612744,2020,0,     ,,FSSE-MEM,NBCSBA,Q0       - ,FedExForum,0
2021-03-19T00:00:00,8,0022000637,1,9:00 pm ET          ,20210319/CHIDEN,1610612743,1610612741,2020,0,     ,,ALT,NBCSCH,Q0       - ,Ball Arena,0
2021-03-19T00:00:00,9,0022000638,1,10:00 pm ET,20210319/MINPHX,1610612756,1610612750,2020,0,     ,,FSA,FSNTH,Q0       - ,Phoenix Suns Arena,0
2021-03-19T00:00:00,10,0022000639,1,10:00 pm ET         ,20210319/DALPOR,1610612757,1610612742,2020,0,     ,NBA TV,NBCSNW,FSSW-DAL,Q0       - NBA TV,Moda Center,0
