GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-11T00:00:00,1,0022000568,1,7:00 pm ET,20210311/DETCHA,1610612766,1610612765,2020,0,     ,,FSSE-CHA,FSD,Q0       - ,Spectrum Center,0
2021-03-11T00:00:00,2,0022000569,1,7:30 pm ET          ,20210311/BOSBKN,1610612751,1610612738,2020,0,     ,TNT,YES,,Q0       - TNT,Barclays Center,0
2021-03-11T00:00:00,3,0022000570,1,7:30 pm ET          ,20210311/ATLTOR,1610612761,1610612737,2020,0,     ,,TSN,FSSE-ATL,Q0       - ,Amalie Arena,0
2021-03-11T00:00:00,4,0022000571,1,8:00 pm ET          ,20210311/ORLMIA,1610612748,1610612753,2020,0,     ,,FSSUN,FSFL,Q0       - ,AmericanAirlines Arena,0
2021-03-11T00:00:00,5,0022000572,1,8:00 pm ET,20210311/PHICHI,1610612741,1610612755,2020,0,     ,,NBCSCH,NBCSP+,Q0       - ,United Center,0
2021-03-11T00:00:00,6,0022000573,1,8:00 pm ET          ,20210311/NYKMIL,1610612749,1610612752,2020,0,     ,,FSWIS,MSG,Q0       - ,Fiserv Forum,0
2021-03-11T00:00:00,7,0022000574,1,8:00 pm ET,20210311/MINNOP,1610612740,1610612750,2020,0,     ,,FSNO,FSNTH,Q0       - ,Smoothie King Center,0
2021-03-11T00:00:00,8,0022000575,1,9:00 pm ET          ,20210311/DALOKC,1610612760,1610612742,2020,0,     ,,FSOK,FSSW-DAL,Q0       - ,Chesapeake Energy Arena,0
2021-03-11T00:00:00,9,0022000576,1,10:00 pm ET         ,20210311/GSWLAC,1610612746,1610612744,2020,0,     ,TNT,,,Q0       - TNT,STAPLES Center,0
2021-03-11T00:00:00,10,0022000577,1,10:00 pm ET         ,20210311/PHXPOR,1610612757,1610612756,2020,0,     ,,NBCSNW,FSA,Q0       - ,Moda Center,0
2021-03-11T00:00:00,11,0022000578,1,10:00 pm ET         ,20210311/HOUSAC,1610612758,1610612745,2020,0,     ,,NBCSCA,ATTSN-SW,Q0       - ,Golden 1 Center,0
