GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-21T00:00:00,1,0022000645,3,Final,20210321/INDMIA,1610612748,1610612754,2020,5,     ,,FSSUN,FSIND,Q5       - ,AmericanAirlines Arena,1
2021-03-21T00:00:00,2,0022000016,3,Final,20210321/OKCHOU,1610612745,1610612760,2020,4,     ,,ATTSN-SW,FSOK,Q4       - ,Toyota Center,1
2021-03-21T00:00:00,3,0022000646,3,Final,20210321/NOPDEN,1610612743,1610612740,2020,4,     ,,ALT,FSNO,Q4       - ,Ball Arena,1
2021-03-21T00:00:00,4,0022000167,3,Final,20210321/ORLBOS,1610612738,1610612753,2020,4,     ,,NBCSB,FSFL,Q4       - ,TD Garden,1
2021-03-21T00:00:00,5,0022000647,1,7:00 pm ET          ,20210321/WASBKN,1610612751,1610612764,2020,0,     ,NBA TV,YES,NBCSWA,Q0       - NBA TV,Barclays Center,0
2021-03-21T00:00:00,6,0022000648,1,7:00 pm ET          ,20210321/TORCLE,1610612739,1610612761,2020,0,     ,,FSO,SN,Q0       - ,Rocket Mortgage FieldHouse,0
2021-03-21T00:00:00,7,0022000649,1,7:00 pm ET          ,20210321/CHIDET,1610612765,1610612741,2020,0,     ,,FSD,NBCSCH,Q0       - ,Little Caesars Arena,0
2021-03-21T00:00:00,8,0022000650,1,8:00 pm ET          ,20210321/PHINYK,1610612752,1610612755,2020,0,     ,,MSG,NBCSP,Q0       - ,Madison Square Garden,0
2021-03-21T00:00:00,9,0022000651,1,10:00 pm ET,20210321/LALPHX,1610612756,1610612747,2020,0,     ,NBA TV,FSA,SPECSN,Q0       - NBA TV,Phoenix Suns Arena,0
2021-03-21T00:00:00,10,0022000652,1,10:00 pm ET         ,20210321/DALPOR,1610612757,1610612742,2020,0,     ,,NBCSNW,FSSW-DAL,Q0       - ,Moda Center,0
