GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-04-26T00:00:00,1,0022000916,1,7:00 pm ET,20210426/ATLDET,1610612765,1610612737,2020,0,     ,,BSDET               ,BSSE-ATL            ,Q0       - ,Little Caesars Arena,0
2021-04-26T00:00:00,2,0022000917,1,7:00 pm ET,20210426/LALORL,1610612753,1610612747,2020,0,     ,,BSFL                ,SPECSN,Q0       - ,Amway Center,0
2021-04-26T00:00:00,3,0022000918,1,7:00 pm ET          ,20210426/OKCPHI,1610612755,1610612760,2020,0,     ,,NBCSP,BSOK                ,Q0       - ,Wells Fargo Center,0
2021-04-26T00:00:00,4,0022000919,1,7:00 pm ET          ,20210426/SASWAS,1610612764,1610612759,2020,0,     ,,NBCSWA,KMYS,Q0       - ,Capital One Arena,0
2021-04-26T00:00:00,5,0022000920,1,7:30 pm ET          ,20210426/PHXNYK,1610612752,1610612756,2020,0,     ,NBA TV,MSG,BSAZ                ,Q0       - NBA TV,Madison Square Garden,0
2021-04-26T00:00:00,6,0022000921,1,7:30 pm ET          ,20210426/CLETOR,1610612761,1610612739,2020,0,     ,,TSN,BSOH                ,Q0       - ,Amalie Arena,0
2021-04-26T00:00:00,7,0022000922,1,8:00 pm ET,20210426/CHIMIA,1610612748,1610612741,2020,0,     ,,BSSUN               ,NBCSCH,Q0       - ,AmericanAirlines Arena,0
2021-04-26T00:00:00,8,0022000923,1,8:00 pm ET,20210426/UTAMIN,1610612750,1610612762,2020,0,     ,,WUCW                ,ATTSN-RM,Q0       - ,Target Center,0
2021-04-26T00:00:00,9,0022000924,1,8:00 pm ET,20210426/LACNOP,1610612740,1610612746,2020,0,     ,,BSNO                ,BSSC                ,Q0       - ,Smoothie King Center,0
2021-04-26T00:00:00,10,0022000925,1,9:00 pm ET          ,20210426/MEMDEN,1610612743,1610612763,2020,0,     ,,ALT2,BSSE-MEM            ,Q0       - ,Ball Arena,0
2021-04-26T00:00:00,11,0022000926,1,10:00 pm ET         ,20210426/DALSAC,1610612758,1610612742,2020,0,     ,NBA TV,NBCSCA,BSSW-DAL            ,Q0       - NBA TV,Golden 1 Center,0
