GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-04-06T00:00:00,1,0022000769,1,7:00 pm ET,20210406/CHIIND,1610612754,1610612741,2020,0,     ,,BSIN                ,NBCSCH,Q0       - ,Bankers Life Fieldhouse,0
2021-04-06T00:00:00,2,0022000770,1,7:30 pm ET,20210406/NOPATL,1610612737,1610612740,2020,0,     ,,BSSE-ATL            ,BSNO                ,Q0       - ,State Farm Arena,0
2021-04-06T00:00:00,3,0022000771,1,7:30 pm ET          ,20210406/PHIBOS,1610612738,1610612755,2020,0,     ,TNT,NBCSB,NBCSP+,Q0       - TNT,TD Garden,0
2021-04-06T00:00:00,3,0022000771,1,7:30 pm ET          ,20210406/PHIBOS,1610612738,1610612755,2020,0,     ,TNTOT,NBCSB,NBCSP+,Q0       - TNTOT,TD Garden,0
2021-04-06T00:00:00,4,0022000772,1,7:30 pm ET          ,20210406/LALTOR,1610612761,1610612747,2020,0,     ,,TSN,SPECSN,Q0       - ,Amalie Arena,0
2021-04-06T00:00:00,5,0022000773,1,8:00 pm ET,20210406/MEMMIA,1610612748,1610612763,2020,0,     ,,BSSUN               ,BSSE-MEM            ,Q0       - ,AmericanAirlines Arena,0
2021-04-06T00:00:00,6,0022000321,1,9:00 pm ET          ,20210406/DETDEN,1610612743,1610612765,2020,0,     ,,ALT,BSDET               ,Q0       - ,Ball Arena,0
2021-04-06T00:00:00,7,0022000774,1,10:00 pm ET         ,20210406/MILGSW,1610612744,1610612749,2020,0,     ,TNT,NBCSBA,BSWI+               ,Q0       - TNT,Chase Center,0
2021-04-06T00:00:00,7,0022000774,1,10:00 pm ET         ,20210406/MILGSW,1610612744,1610612749,2020,0,     ,TNTOT,NBCSBA,BSWI+               ,Q0       - TNTOT,Chase Center,0
2021-04-06T00:00:00,8,0022000775,1,10:00 pm ET,20210406/PORLAC,1610612746,1610612757,2020,0,     ,,BSSC                ,NBCSNW,Q0       - ,STAPLES Center,0
