GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-06-10T00:00:00,1,0042000213,1,7:30 pm ET,20210610/BKNMIL,1610612749,1610612751,2020,0,     ,ESPN,,,Q0       - ESPN,Fiserv Forum,0,0
2021-06-10T00:00:00,2,0042000222,1,10:00 pm ET,20210610/LACUTA,1610612762,1610612746,2020,0,     ,ESPN,,,Q0       - ESPN,Vivint Arena,0,0
