GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-04-28T00:00:00,1,0022000933,1,7:00 pm ET,20210428/ORLCLE,1610612739,1610612753,2020,0,     ,,BSOH                ,BSFL                ,Q0       - ,Rocket Mortgage FieldHouse,0
2021-04-28T00:00:00,2,0022000934,1,7:00 pm ET          ,20210428/ATLPHI,1610612755,1610612737,2020,0,     ,,NBCSP,BSSE-ATL            ,Q0       - ,Wells Fargo Center,0
2021-04-28T00:00:00,3,0022000935,1,7:30 pm ET,20210428/LALWAS,1610612764,1610612747,2020,0,     ,ESPN,,SPECSN,Q0       - ESPN,Capital One Arena,0
2021-04-28T00:00:00,4,0022000936,1,7:30 pm ET          ,20210428/CHABOS,1610612738,1610612766,2020,0,     ,,NBCSB,BSSE-CHA            ,Q0       - ,TD Garden,0
2021-04-28T00:00:00,5,0022000937,1,7:30 pm ET,20210428/CHINYK,1610612752,1610612741,2020,0,     ,,MSG,NBCSCH+,Q0       - ,Madison Square Garden,0
2021-04-28T00:00:00,6,0022000938,1,8:00 pm ET,20210428/SASMIA,1610612748,1610612759,2020,0,     ,,BSSUN               ,BSSW-SA             ,Q0       - ,AmericanAirlines Arena,0
2021-04-28T00:00:00,7,0022000939,1,9:00 pm ET,20210428/PORMEM,1610612763,1610612757,2020,0,     ,,BSSE-MEM            ,NBCSNW,Q0       - ,FedExForum,0
2021-04-28T00:00:00,8,0022000940,1,9:00 pm ET          ,20210428/NOPDEN,1610612743,1610612740,2020,0,     ,,ALT,BSNO                ,Q0       - ,Ball Arena,0
2021-04-28T00:00:00,9,0022000941,1,10:00 pm ET         ,20210428/LACPHX,1610612756,1610612746,2020,0,     ,ESPN,BSAZX               ,BSSC                ,Q0       - ESPN,Phoenix Suns Arena,0
2021-04-28T00:00:00,10,0022000942,1,10:00 pm ET         ,20210428/UTASAC,1610612758,1610612762,2020,0,     ,,NBCSCA,ATTSN-RM,Q0       - ,Golden 1 Center,0
