GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-31T00:00:00,1,0022000721,1,7:00 pm ET,20210331/PORDET,1610612765,1610612757,2020,0,     ,,BSDET               ,NBCSNW,Q0       - ,Little Caesars Arena,0
2021-03-31T00:00:00,2,0022000722,1,7:00 pm ET,20210331/MIAIND,1610612754,1610612748,2020,0,     ,,BSIN                ,BSSUN               ,Q0       - ,Bankers Life Fieldhouse,0
2021-03-31T00:00:00,3,0022000723,1,7:30 pm ET          ,20210331/DALBOS,1610612738,1610612742,2020,0,     ,ESPN,NBCSB,BSSW-DAL            ,Q0       - ESPN,TD Garden,0
2021-03-31T00:00:00,4,0022000724,1,7:30 pm ET          ,20210331/HOUBKN,1610612751,1610612745,2020,0,     ,,YES,ATTSN-SW,Q0       - ,Barclays Center,0
2021-03-31T00:00:00,5,0022000725,1,8:00 pm ET,20210331/UTAMEM,1610612763,1610612762,2020,0,     ,,BSSE-MEM            ,ATTSN-RM,Q0       - ,FedExForum,0
2021-03-31T00:00:00,6,0022000726,1,8:00 pm ET,20210331/NYKMIN,1610612750,1610612752,2020,0,     ,,BSN                 ,MSG,Q0       - ,Target Center,0
2021-03-31T00:00:00,7,0022000727,1,8:00 pm ET,20210331/TOROKC,1610612760,1610612761,2020,0,     ,,BSOK                ,TSN,Q0       - ,Chesapeake Energy Arena,0
2021-03-31T00:00:00,8,0022000728,1,8:30 pm ET,20210331/SACSAS,1610612759,1610612758,2020,0,     ,,BSSW-SA             ,NBCSCA,Q0       - ,AT&T Center,0
2021-03-31T00:00:00,9,0022000729,1,10:00 pm ET         ,20210331/MILLAL,1610612747,1610612749,2020,0,     ,ESPN,SPECSN,,Q0       - ESPN,STAPLES Center,0
2021-03-31T00:00:00,10,0022000730,1,10:00 pm ET,20210331/CHIPHX,1610612756,1610612741,2020,0,     ,,BSAZ                ,NBCSCH,Q0       - ,Phoenix Suns Arena,0
