,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
0,2021-02-23T00:00:00,1,0022000480,1,7:00 pm ET,20210223/ATLCLE,1610612739,1610612737,2020,0,     ,,FSO,FSSE-ATL,Q0       - ,Rocket Mortgage FieldHouse,0
1,2021-02-23T00:00:00,2,0022000481,1,7:00 pm ET,20210223/DETORL,1610612753,1610612765,2020,0,     ,,FSFL,FSD,Q0       - ,Amway Center,0
2,2021-02-23T00:00:00,3,0022000482,1,7:30 pm ET,20210223/SACBKN,1610612751,1610612758,2020,0,     ,,YES,NBCSCA,Q0       - ,Barclays Center,0
3,2021-02-23T00:00:00,4,0022000483,1,7:30 pm ET,20210223/GSWNYK,1610612752,1610612744,2020,0,     ,,MSG,NBCSBA,Q0       - ,Madison Square Garden,0
4,2021-02-23T00:00:00,5,0022000484,1,7:30 pm ET,20210223/PHITOR,1610612761,1610612755,2020,0,     ,,SN,NBCSP,Q0       - ,Amalie Arena,0
5,2021-02-23T00:00:00,6,0022000485,1,7:30 pm ET,20210223/BOSDAL,1610612742,1610612738,2020,0,     ,TNT,,NBCSB,Q0       - TNT,American Airlines Center,0
6,2021-02-23T00:00:00,7,0022000486,1,8:00 pm ET,20210223/MINMIL,1610612749,1610612750,2020,0,     ,,FSWIS,FSNTH,Q0       - ,Fiserv Forum,0
7,2021-02-23T00:00:00,8,0022000487,1,10:00 pm ET,20210223/PORDEN,1610612743,1610612757,2020,0,     ,TNT,ALT,,Q0       - TNT,Ball Arena,0
8,2021-02-23T00:00:00,9,0022000488,1,10:00 pm ET,20210223/WASLAC,1610612746,1610612764,2020,0,     ,,FSPT,NBCSWA+,Q0       - ,STAPLES Center,0
