GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-06-06T00:00:00,4,0042000201,1,1:00 pm ET,20210606/ATLPHI,1610612755,1610612737,2020,0,     ,ABC,,,Q0       - ABC,Wells Fargo Center,0,0
2021-06-06T00:00:00,5,0042000177,1,3:30 pm ET,20210606/DALLAC,1610612746,1610612742,2020,0,     ,ABC,,,Q0       - ABC,STAPLES Center,0,0
