GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-04-21T00:00:00,1,0022000881,1,7:00 pm ET,20210421/CHICLE,1610612739,1610612741,2020,0,     ,,BSOH                ,NBCSCH,Q0       - ,Rocket Mortgage FieldHouse,0
2021-04-21T00:00:00,2,0022000882,1,7:00 pm ET,20210421/OKCIND,1610612754,1610612760,2020,0,     ,,BSIN                ,BSOK                ,Q0       - ,Bankers Life Fieldhouse,0
2021-04-21T00:00:00,3,0022000883,1,7:00 pm ET          ,20210421/PHXPHI,1610612755,1610612756,2020,0,     ,NBA TV,NBCSP,BSAZ                ,Q0       - NBA TV,Wells Fargo Center,0
2021-04-21T00:00:00,4,0022000884,1,7:00 pm ET          ,20210421/BKNTOR,1610612761,1610612751,2020,0,     ,,TSN,YES2,Q0       - ,Amalie Arena,0
2021-04-21T00:00:00,5,0022000885,1,7:00 pm ET          ,20210421/GSWWAS,1610612764,1610612744,2020,0,     ,,NBCSWA,NBCSBA,Q0       - ,Capital One Arena,0
2021-04-21T00:00:00,6,0022000886,1,8:00 pm ET          ,20210421/ATLNYK,1610612752,1610612737,2020,0,     ,,MSG,BSSE-ATL            ,Q0       - ,Madison Square Garden,0
2021-04-21T00:00:00,7,0022000887,1,8:00 pm ET,20210421/UTAHOU,1610612745,1610612762,2020,0,     ,,ATTSN-SW,ATTSN-RM,Q0       - ,Toyota Center,0
2021-04-21T00:00:00,8,0022000442,1,8:30 pm ET,20210421/DETDAL,1610612742,1610612765,2020,0,     ,,BSSW-DAL            ,BSDET+              ,Q0       - ,American Airlines Center,0
2021-04-21T00:00:00,9,0022000888,1,8:30 pm ET,20210421/MIASAS,1610612759,1610612748,2020,0,     ,,BSSW-SA             ,BSSUN               ,Q0       - ,AT&T Center,0
2021-04-21T00:00:00,10,0022000889,1,10:00 pm ET,20210421/MEMLAC,1610612746,1610612763,2020,0,     ,NBA TV,BSSC                ,BSSE-MEM            ,Q0       - NBA TV,STAPLES Center,0
2021-04-21T00:00:00,11,0022000890,1,10:00 pm ET         ,20210421/DENPOR,1610612757,1610612743,2020,0,     ,,NBCSNW,ALT,Q0       - ,Moda Center,0
2021-04-21T00:00:00,12,0022000891,1,10:00 pm ET         ,20210421/MINSAC,1610612758,1610612750,2020,0,     ,,NBCSCA,BSN+                ,Q0       - ,Golden 1 Center,0
