GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-17T00:00:00,1,0022000616,1,7:00 pm ET          ,20210317/TORDET,1610612765,1610612761,2020,0,     ,,FSD,TSN,Q0       - ,Little Caesars Arena,0
2021-03-17T00:00:00,2,0022000617,1,7:00 pm ET          ,20210317/BKNIND,1610612754,1610612751,2020,0,     ,,FSIND,YES,Q0       - ,Bankers Life Fieldhouse,0
2021-03-17T00:00:00,3,0022000618,1,7:00 pm ET          ,20210317/MILPHI,1610612755,1610612749,2020,0,     ,ESPN,NBCSP,FSWIS,Q0       - ESPN,Wells Fargo Center,0
2021-03-17T00:00:00,4,0022000619,1,7:00 pm ET          ,20210317/SACWAS,1610612764,1610612758,2020,0,     ,,NBCSWA,NBCSCA,Q0       - ,Capital One Arena,0
2021-03-17T00:00:00,5,0022000620,1,8:00 pm ET          ,20210317/BOSCLE,1610612739,1610612738,2020,0,     ,,FSO,NBCSB,Q0       - ,Rocket Mortgage FieldHouse,0
2021-03-17T00:00:00,6,0022000621,1,8:00 pm ET,20210317/SASCHI,1610612741,1610612759,2020,0,     ,,NBCSCH,FSSW-SA,Q0       - ,United Center,0
2021-03-17T00:00:00,7,0022000622,1,8:00 pm ET          ,20210317/GSWHOU,1610612745,1610612744,2020,0,     ,,ATTSN-SW,NBCSBA,Q0       - ,Toyota Center,0
2021-03-17T00:00:00,8,0022000623,1,9:00 pm ET          ,20210317/MIAMEM,1610612763,1610612748,2020,0,     ,,FSSE-MEM,FSSUN,Q0       - ,FedExForum,0
2021-03-17T00:00:00,9,0022000624,1,9:00 pm ET          ,20210317/CHADEN,1610612743,1610612766,2020,0,     ,,ALT,FSSE-CHA,Q0       - ,Ball Arena,0
2021-03-17T00:00:00,10,0022000625,1,9:30 pm ET          ,20210317/LACDAL,1610612742,1610612746,2020,0,     ,ESPN,FSSW-DAL,,Q0       - ESPN,American Airlines Center,0
