GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-24T00:00:00,1,0022000667,1,7:00 pm ET          ,20210324/DETIND,1610612754,1610612765,2020,0,     ,,FSIND,FSD,Q0       - ,Bankers Life Fieldhouse,0
2021-03-24T00:00:00,2,0022000668,1,7:30 pm ET          ,20210324/DENTOR,1610612761,1610612743,2020,0,     ,,TSN,ALT,Q0       - ,Amalie Arena,0
2021-03-24T00:00:00,3,0022000669,1,7:30 pm ET          ,20210324/BOSMIL,1610612749,1610612738,2020,0,     ,ESPN,FSWIS,NBCSB,Q0       - ESPN,Fiserv Forum,0
2021-03-24T00:00:00,4,0022000670,1,8:00 pm ET          ,20210324/PHXORL,1610612753,1610612756,2020,0,     ,,FSFL,FSA,Q0       - ,Amway Center,0
2021-03-24T00:00:00,5,0022000671,1,8:00 pm ET,20210324/CLECHI,1610612741,1610612739,2020,0,     ,,NBCSCH,FSO,Q0       - ,United Center,0
2021-03-24T00:00:00,6,0022000672,1,8:00 pm ET          ,20210324/CHAHOU,1610612745,1610612766,2020,0,     ,,ATTSN-SW,FSSE-CHA,Q0       - ,Toyota Center,0
2021-03-24T00:00:00,7,0022000673,1,8:00 pm ET          ,20210324/DALMIN,1610612750,1610612742,2020,0,     ,,FSNTH,FSSW-DAL,Q0       - ,Target Center,0
2021-03-24T00:00:00,8,0022000674,1,8:00 pm ET          ,20210324/MEMOKC,1610612760,1610612763,2020,0,     ,,FSOK,FSSE-MEM,Q0       - ,Chesapeake Energy Arena,0
2021-03-24T00:00:00,9,0022000675,1,8:30 pm ET,20210324/LACSAS,1610612759,1610612746,2020,0,     ,,FSSW-SA,FSPT,Q0       - ,AT&T Center,0
2021-03-24T00:00:00,10,0022000676,1,10:00 pm ET         ,20210324/BKNUTA,1610612762,1610612751,2020,0,     ,ESPN,ATTSN-RM,YES,Q0       - ESPN,Vivint Arena,0
2021-03-24T00:00:00,11,0022000677,1,10:00 pm ET         ,20210324/ATLSAC,1610612758,1610612737,2020,0,     ,,NBCSCA,FSSE-ATL,Q0       - ,Golden 1 Center,0
