GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-04-14T00:00:00,1,0022000834,1,4:30 pm ET,20210414/MILMIN,1610612750,1610612749,2020,0,     ,,BSN                 ,BSWI                ,Q0       - ,Target Center,0
2021-04-14T00:00:00,2,0022000829,1,7:00 pm ET,20210414/CLECHA,1610612766,1610612739,2020,0,     ,,BSSE-CHA            ,BSOH                ,Q0       - ,Spectrum Center,0
2021-04-14T00:00:00,3,0022000830,1,7:00 pm ET          ,20210414/BKNPHI,1610612755,1610612751,2020,0,     ,ESPN,,YES,Q0       - ESPN,Wells Fargo Center,0
2021-04-14T00:00:00,4,0022000831,1,7:30 pm ET          ,20210414/SASTOR,1610612761,1610612759,2020,0,     ,,TSN,BSSW-SA             ,Q0       - ,Amalie Arena,0
2021-04-14T00:00:00,5,0022000832,1,8:00 pm ET,20210414/LACDET,1610612765,1610612746,2020,0,     ,,BSDET+              ,BSW                 ,Q0       - ,Little Caesars Arena,0
2021-04-14T00:00:00,6,0022000833,1,8:00 pm ET,20210414/ORLCHI,1610612741,1610612753,2020,0,     ,,NBCSCH,BSFL                ,Q0       - ,United Center,0
2021-04-14T00:00:00,7,0022000835,1,8:00 pm ET,20210414/NYKNOP,1610612740,1610612752,2020,0,     ,,BSNO                ,MSG,Q0       - ,Smoothie King Center,0
2021-04-14T00:00:00,8,0022000461,1,9:00 pm ET,20210414/INDHOU,1610612745,1610612754,2020,0,     ,,ATTSN-SW-Alt        ,BSIN                ,Q0       - ,Toyota Center,0
2021-04-14T00:00:00,9,0022000836,1,9:00 pm ET,20210414/GSWOKC,1610612760,1610612744,2020,0,     ,,BSOK                ,NBCSBA,Q0       - ,Chesapeake Energy Arena,0
2021-04-14T00:00:00,10,0022000837,1,9:30 pm ET          ,20210414/DALMEM,1610612763,1610612742,2020,0,     ,ESPN,BSSE-MEM            ,BSSW-DAL            ,Q0       - ESPN,FedExForum,0
2021-04-14T00:00:00,11,0022000838,1,10:00 pm ET         ,20210414/MIADEN,1610612743,1610612748,2020,0,     ,,ALT2,BSSUN               ,Q0       - ,Ball Arena,0
2021-04-14T00:00:00,12,0022000839,1,10:00 pm ET         ,20210414/WASSAC,1610612758,1610612764,2020,0,     ,,NBCSCA,NBCSWA,Q0       - ,Golden 1 Center,0
