GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS,WNBA_COMMISSIONER_FLAG
2021-06-18T00:00:00,1,0042000206,1,7:30 pm ET,20210618/PHIATL,1610612737,1610612755,2020,0,     ,ESPN,,,Q0       - ESPN,State Farm Arena,0,0
2021-06-18T00:00:00,2,0042000226,1,10:00 pm ET,20210618/UTALAC,1610612746,1610612762,2020,0,     ,ESPN,,,Q0       - ESPN,STAPLES Center,0,0
