GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-03-26T00:00:00,1,0022000683,1,7:00 pm ET          ,20210326/BKNDET,1610612765,1610612751,2020,0,     ,,FSD,YES,Q0       - ,Little Caesars Arena,0
2021-03-26T00:00:00,2,0022000684,1,7:30 pm ET          ,20210326/PHXTOR,1610612761,1610612756,2020,0,     ,,SN,FSA,Q0       - ,Amalie Arena,0
2021-03-26T00:00:00,3,0022000685,1,7:30 pm ET          ,20210326/BOSMIL,1610612749,1610612738,2020,0,     ,ESPN,FSWIS,NBCSB,Q0       - ESPN,Fiserv Forum,0
2021-03-26T00:00:00,4,0022000686,1,8:00 pm ET,20210326/MIACHA,1610612766,1610612748,2020,0,     ,,FSSE-CHA,FSSUN,Q0       - ,Spectrum Center,0
2021-03-26T00:00:00,5,0022000687,1,8:00 pm ET          ,20210326/PORORL,1610612753,1610612757,2020,0,     ,,FSFL,NBCSNW,Q0       - ,Amway Center,0
2021-03-26T00:00:00,6,0022000688,1,8:00 pm ET          ,20210326/HOUMIN,1610612750,1610612745,2020,0,     ,,FSNTH,ATTSN-SW,Q0       - ,Target Center,0
2021-03-26T00:00:00,7,0022000689,1,8:00 pm ET,20210326/DENNOP,1610612740,1610612743,2020,0,     ,,FSNO,ALT,Q0       - ,Smoothie King Center,0
2021-03-26T00:00:00,8,0022000690,1,8:30 pm ET          ,20210326/INDDAL,1610612742,1610612754,2020,0,     ,,FSSW-DAL,FSIND,Q0       - ,American Airlines Center,0
2021-03-26T00:00:00,9,0022000691,1,9:00 pm ET,20210326/MEMUTA,1610612762,1610612763,2020,0,     ,,ATTSN-RM,FSSE-MEM,Q0       - ,Vivint Arena,0
2021-03-26T00:00:00,10,0022000692,1,10:00 pm ET         ,20210326/ATLGSW,1610612744,1610612737,2020,0,     ,ESPN,NBCSBA,FSSE-ATL,Q0       - ESPN,Chase Center,0
2021-03-26T00:00:00,11,0022000693,1,10:30 pm ET         ,20210326/CLELAL,1610612747,1610612739,2020,0,     ,,SPECSN,FSO,Q0       - ,STAPLES Center,0
