GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-04-16T00:00:00,1,0022000844,1,3:00 pm ET,20210416/INDUTA,1610612762,1610612754,2020,0,     ,NBA TV,ATTSN-RM,BSIN                ,Q0       - NBA TV,Vivint Arena,0
2021-04-16T00:00:00,2,0022000845,1,7:00 pm ET,20210416/OKCDET,1610612765,1610612760,2020,0,     ,,BSDET               ,BSOK                ,Q0       - ,Little Caesars Arena,0
2021-04-16T00:00:00,3,0022000846,1,7:00 pm ET          ,20210416/LACPHI,1610612755,1610612746,2020,0,     ,ESPN,NBCSP,BSSC                ,Q0       - ESPN,Wells Fargo Center,0
2021-04-16T00:00:00,4,0022000847,1,7:00 pm ET          ,20210416/NOPWAS,1610612764,1610612740,2020,0,     ,,NBCSWA,BSNO                ,Q0       - ,Capital One Arena,0
2021-04-16T00:00:00,5,0022000848,1,7:30 pm ET          ,20210416/CHABKN,1610612751,1610612766,2020,0,     ,,YES2,BSSE-CHA            ,Q0       - ,Barclays Center,0
2021-04-16T00:00:00,6,0022000849,1,7:30 pm ET          ,20210416/ORLTOR,1610612761,1610612753,2020,0,     ,,TSN,BSFL                ,Q0       - ,Amalie Arena,0
2021-04-16T00:00:00,7,0022000850,1,8:00 pm ET,20210416/MEMCHI,1610612741,1610612763,2020,0,     ,,NBCSCH+,BSSE-MEM            ,Q0       - ,United Center,0
2021-04-16T00:00:00,8,0022000851,1,8:00 pm ET,20210416/DENHOU,1610612745,1610612743,2020,0,     ,,ATTSN-SW,ALT,Q0       - ,Toyota Center,0
2021-04-16T00:00:00,9,0022000852,1,8:00 pm ET,20210416/MIAMIN,1610612750,1610612748,2020,0,     ,,WUCW                ,BSSUN               ,Q0       - ,Target Center,0
2021-04-16T00:00:00,10,0022000853,1,8:30 pm ET,20210416/PORSAS,1610612759,1610612757,2020,0,     ,,KENS,NBCSNW,Q0       - ,AT&T Center,0
2021-04-16T00:00:00,11,0022000854,1,9:30 pm ET          ,20210416/NYKDAL,1610612742,1610612752,2020,0,     ,ESPN,BSSW-DAL            ,,Q0       - ESPN,American Airlines Center,0
