GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,HOME_TV_BROADCASTER_ABBREVIATION,AWAY_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,ARENA_NAME,WH_STATUS
2021-05-01T00:00:00,1,0022000957,1,7:00 pm ET,20210501/DETCHA,1610612766,1610612765,2020,0,     ,,BSSE-CHA            ,BSDET               ,Q0       - ,Spectrum Center,0
2021-05-01T00:00:00,2,0022000958,1,7:30 pm ET          ,20210501/GSWHOU,1610612745,1610612744,2020,0,     ,ESPN,ATTSN-SW,NBCSBA,Q0       - ESPN,Toyota Center,0
2021-05-01T00:00:00,3,0022000959,1,8:00 pm ET,20210501/CHIATL,1610612737,1610612741,2020,0,     ,,BSSE-ATL            ,NBCSCH,Q0       - ,State Farm Arena,0
2021-05-01T00:00:00,4,0022000960,1,8:00 pm ET,20210501/MIACLE,1610612739,1610612748,2020,0,     ,,BSOH                ,BSSUN               ,Q0       - ,Rocket Mortgage FieldHouse,0
2021-05-01T00:00:00,5,0022000961,1,8:00 pm ET,20210501/MEMORL,1610612753,1610612763,2020,0,     ,,BSFL                ,BSSE-MEM            ,Q0       - ,Amway Center,0
2021-05-01T00:00:00,6,0022000962,1,8:00 pm ET,20210501/NOPMIN,1610612750,1610612740,2020,0,     ,,BSN+                ,BSNO                ,Q0       - ,Target Center,0
2021-05-01T00:00:00,7,0022000963,1,8:00 pm ET,20210501/INDOKC,1610612760,1610612754,2020,0,     ,,BSOK                ,BSIN                ,Q0       - ,Chesapeake Energy Arena,0
2021-05-01T00:00:00,8,0022000964,1,9:00 pm ET,20210501/WASDAL,1610612742,1610612764,2020,0,     ,,BSSW-DAL            ,NBCSWA+,Q0       - ,American Airlines Center,0
2021-05-01T00:00:00,9,0022000965,1,10:00 pm ET,20210501/TORUTA,1610612762,1610612761,2020,0,     ,,ATTSN-RM,SN,Q0       - ,Vivint Arena,0
2021-05-01T00:00:00,10,0022000966,1,10:00 pm ET         ,20210501/DENLAC,1610612746,1610612743,2020,0,     ,ESPN,BSW                 ,,Q0       - ESPN,STAPLES Center,0
