TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
MIL,is-visit,MILBKN,is-confirmed,Very Likely To Play,Jrue Holiday,Jrue Holiday,PG,2021-06-15 19:45:03.738200
MIL,is-visit,MILBKN,is-confirmed,Very Likely To Play,Khris Middleton,K. Middleton,SG,2021-06-15 19:45:03.738200
MIL,is-visit,MILBKN,is-confirmed,Very Likely To Play,P.J. Tucker,P.J. Tucker,SF,2021-06-15 19:45:03.738200
MIL,is-visit,MILBKN,is-confirmed,Very Likely To Play,Giannis Antetokounmpo,G. Antetokounmpo,PF,2021-06-15 19:45:03.738200
MIL,is-visit,MILBKN,is-confirmed,Very Likely To Play,Brook Lopez,Brook Lopez,C,2021-06-15 19:45:03.738200
MIL,is-visit,MILBKN,,Very Unlikely To Play,Jordan Nwora,J. Nwora,F,2021-06-15 19:45:03.738200
BKN,is-home,MILBKN,is-confirmed,Very Likely To Play,James Harden,James Harden,PG,2021-06-15 19:45:03.738200
BKN,is-home,MILBKN,is-confirmed,Very Likely To Play,Bruce Brown,Bruce Brown,SG,2021-06-15 19:45:03.738200
BKN,is-home,MILBKN,is-confirmed,Very Likely To Play,Joe Harris,Joe Harris,SF,2021-06-15 19:45:03.738200
BKN,is-home,MILBKN,is-confirmed,Very Likely To Play,Kevin Durant,Kevin Durant,PF,2021-06-15 19:45:03.738200
BKN,is-home,MILBKN,is-confirmed,Very Likely To Play,Blake Griffin,Blake Griffin,C,2021-06-15 19:45:03.738200
BKN,is-home,MILBKN,,Very Unlikely To Play,Kyrie Irving,K. Irving,G,2021-06-15 19:45:03.738200
