TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Donovan Mitchell,D. Mitchell,PG,2021-06-12 15:45:03.049215
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Joe Ingles,Joe Ingles,SG,2021-06-12 15:45:03.049215
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Bojan Bogdanovic,B. Bogdanovic,SF,2021-06-12 15:45:03.049215
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Royce O'Neale,Royce O'Neale,PF,2021-06-12 15:45:03.049215
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Rudy Gobert,Rudy Gobert,C,2021-06-12 15:45:03.049215
UTA,is-visit,UTALAC,,Very Unlikely To Play,Mike Conley,M. Conley,G,2021-06-12 15:45:03.049215
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Reggie Jackson,R. Jackson,PG,2021-06-12 15:45:03.049215
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Paul George,Paul George,SG,2021-06-12 15:45:03.049215
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Kawhi Leonard,Kawhi Leonard,SF,2021-06-12 15:45:03.049215
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Marcus Morris,Marcus Morris,PF,2021-06-12 15:45:03.049215
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Ivica Zubac,Ivica Zubac,C,2021-06-12 15:45:03.049215
