TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
CHI,is-visit,CHICHA,is-expected,Very Likely To Play,Coby White,Coby White,PG,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,is-expected,Likely To Play,Zach LaVine,Z. LaVine,SG,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,is-expected,Very Likely To Play,Patrick Williams,P. Williams,SF,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,is-expected,Very Likely To Play,Daniel Theis,Daniel Theis,PF,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,is-expected,Likely To Play,Nikola Vucevic,N. Vucevic,C,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,,Likely To Play,Zach LaVine,Z. LaVine,G,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,,Likely To Play,Nikola Vucevic,N. Vucevic,C,2021-05-06 14:45:03.917086
CHI,is-visit,CHICHA,,Very Unlikely To Play,Troy Brown,Troy Brown,F,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,is-expected,Very Likely To Play,LaMelo Ball,LaMelo Ball,PG,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,is-expected,Very Likely To Play,Terry Rozier,Terry Rozier,SG,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,is-expected,Very Likely To Play,Caleb Martin,Caleb Martin,SF,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,is-expected,Very Likely To Play,Jalen McDaniels,J. McDaniels,PF,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,is-expected,Very Likely To Play,P.J. Washington,P. Washington,C,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,,Unlikely To Play,Devonte' Graham,D. Graham,G,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,,Very Unlikely To Play,Miles Bridges,M. Bridges,F,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,,Very Unlikely To Play,Gordon Hayward,G. Hayward,F,2021-05-06 14:45:03.917086
CHA,is-home,CHICHA,,Very Unlikely To Play,Cody Martin,C. Martin,G,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,is-expected,Very Likely To Play,Kyrie Irving,Kyrie Irving,PG,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,is-expected,Very Likely To Play,Joe Harris,Joe Harris,SG,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,is-expected,Very Likely To Play,Kevin Durant,Kevin Durant,SF,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,is-expected,Very Likely To Play,Jeff Green,Jeff Green,PF,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,is-expected,Very Likely To Play,DeAndre Jordan,D. Jordan,C,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,,Very Unlikely To Play,Chris Chiozza,C. Chiozza,G,2021-05-06 14:45:03.917086
BKN,is-visit,BKNDAL,,Very Unlikely To Play,James Harden,J. Harden,G,2021-05-06 14:45:03.917086
DAL,is-home,BKNDAL,is-expected,Very Likely To Play,Luka Doncic,Luka Doncic,PG,2021-05-06 14:45:03.917086
