,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0022000128,2,12,0,1,8:11 PM,12:00,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0022000128,4,10,0,1,8:11 PM,12:00,Jump Ball Valanciunas vs. Allen: Tip to Green,,,,,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,5,201145,Jeff Green,1610612751.0,Brooklyn,Nets,BKN,1
2,0022000128,7,1,1,1,8:11 PM,11:43,,,Green 24' 3PT Jump Shot (3 PTS) (LeVert 1 AST),3 - 0,-3,5,201145,Jeff Green,1610612751.0,Brooklyn,Nets,BKN,5,1627747,Caris LeVert,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,1
3,0022000128,9,1,52,1,8:11 PM,11:28,Clarke 2' Alley Oop Dunk (2 PTS) (Jones 1 AST),,,3 - 2,-1,4,1629634,Brandon Clarke,1610612763.0,Memphis,Grizzlies,MEM,4,1626145,Tyus Jones,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1
4,0022000128,11,2,98,1,8:11 PM,11:08,,,MISS Allen 3' Cutting Layup Shot,,,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,1
5,0022000128,12,4,0,1,8:11 PM,11:06,,,Allen REBOUND (Off:1 Def:0),,,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,1
6,0022000128,13,2,72,1,8:11 PM,11:06,Valanciunas BLOCK (1 BLK),,MISS Allen 2' Putback Layup,,,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,1
7,0022000128,15,4,0,1,8:11 PM,11:06,GRIZZLIES Rebound,,,,,2,1610612763,,,,,,0,0,,,,,,0,0,,,,,,0
8,0022000128,19,6,4,1,8:12 PM,10:53,Valanciunas OFF.Foul (P1) (R.Mott),,,,,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,1,0,,,,,,1
9,0022000128,85,5,37,1,8:12 PM,10:53,Valanciunas Offensive Foul Turnover (P1.T1),,,,,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1,0,,,,,,1
10,0022000128,21,6,17,1,8:12 PM,10:43,GRIZZLIES T.Foul (Def. 3 Sec Valanciunas ) (M.Dagher),,,,,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1,0,,,,,,1
11,0022000128,22,3,16,1,8:13 PM,10:43,,,Prince Free Throw Technical (1 PTS),4 - 2,-2,5,1627752,Taurean Prince,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,1
12,0022000128,23,1,78,1,8:13 PM,10:32,,,Brown 10' Floating Jump Shot (2 PTS),6 - 2,-4,5,1628971,Bruce Brown,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,0,0,,,,,,1
13,0022000128,24,1,1,1,8:13 PM,10:13,Brooks 24' 3PT Jump Shot (3 PTS) (Jones 2 AST),,,6 - 5,-1,4,1628415,Dillon Brooks,1610612763.0,Memphis,Grizzlies,MEM,4,1626145,Tyus Jones,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1
14,0022000128,26,1,1,1,8:14 PM,10:00,,,LeVert 12' Jump Shot (2 PTS) (Allen 1 AST),8 - 5,-3,5,1627747,Caris LeVert,1610612751.0,Brooklyn,Nets,BKN,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,1
15,0022000128,28,2,1,1,8:14 PM,9:41,MISS Brooks 13' Jump Shot,,,,,4,1628415,Dillon Brooks,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
16,0022000128,29,4,0,1,8:14 PM,9:40,Valanciunas REBOUND (Off:1 Def:0),,,,,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
17,0022000128,30,6,2,1,8:14 PM,9:40,,,Allen S.FOUL (P1.T1) (R.Mott),,,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,1,0,,,,,,1
18,0022000128,32,3,11,1,8:14 PM,9:40,Valanciunas Free Throw 1 of 2 (1 PTS),,,8 - 6,-2,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
19,0022000128,33,3,12,1,8:15 PM,9:40,Valanciunas Free Throw 2 of 2 (2 PTS),,,8 - 7,-1,4,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
20,0022000128,34,1,58,1,8:15 PM,9:24,,,Allen 9' Turnaround Hook Shot (2 PTS) (Green 1 AST),10 - 7,-3,5,1628386,Jarrett Allen,1610612751.0,Brooklyn,Nets,BKN,5,201145,Jeff Green,1610612751.0,Brooklyn,Nets,BKN,0,0,,,,,,1
21,0022000128,37,6,2,1,8:15 PM,9:13,,,Green S.FOUL (P1.T2) (J.Goble),,,5,201145,Jeff Green,1610612751.0,Brooklyn,Nets,BKN,4,1628415,Dillon Brooks,1610612763.0,Memphis,Grizzlies,MEM,1,0,,,,,,1
