,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0021900316,2,12,0,1,7:12 PM,12:00,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0021900316,5,10,0,1,7:12 PM,12:00,Jump Ball Wagner vs. Embiid: Tip to Korkmaz,,,,,4,1629021,Moritz Wagner,1610612764.0,Washington,Wizards,WAS,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,5,1627788,Furkan Korkmaz,1610612755.0,Philadelphia,76ers,PHI,1
2,0021900316,10,2,79,1,7:12 PM,11:45,,,MISS Harris 17' Pullup Jump Shot,,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
3,0021900316,11,4,0,1,7:12 PM,11:41,Beal REBOUND (Off:0 Def:1),,,,,4,203078,Bradley Beal,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
4,0021900316,12,2,1,1,7:12 PM,11:27,MISS Bonga 27' 3PT Jump Shot,,,,,4,1629067,Isaac Bonga,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
5,0021900316,13,4,0,1,7:13 PM,11:22,,,Horford REBOUND (Off:0 Def:1),,,5,201143,Al Horford,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
6,0021900316,14,6,26,1,7:13 PM,11:19,,,Embiid Offensive Charge Foul (P1.T1) (J.Goldenberg),,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,4,1629067,Isaac Bonga,1610612764.0,Washington,Wizards,WAS,1,0,,,,,,1
7,0021900316,16,5,37,1,7:13 PM,11:19,,,Embiid Offensive Foul Turnover (P1.T1),,,5,203954,Joel Embiid,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1,0,,,,,,1
8,0021900316,17,5,11,1,7:13 PM,10:54,WIZARDS Turnover: Shot Clock (T#1),,,,,2,1610612764,,,,,,0,0,,,,,,1,0,,,,,,0
9,0021900316,18,2,101,1,7:14 PM,10:35,,,MISS Harris 7' Driving Floating Jump Shot,,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
10,0021900316,19,4,0,1,7:14 PM,10:34,WIZARDS Rebound,,,,,2,1610612764,,,,,,0,0,,,,,,0,0,,,,,,0
11,0021900316,21,2,101,1,7:14 PM,10:28,MISS Smith 7' Driving Floating Jump Shot,,,,,4,202397,Ish Smith,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
12,0021900316,22,4,0,1,7:14 PM,10:25,,,Horford REBOUND (Off:0 Def:2),,,5,201143,Al Horford,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
13,0021900316,23,2,101,1,7:14 PM,10:18,,,MISS Horford 5' Driving Floating Jump Shot,,,5,201143,Al Horford,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
14,0021900316,24,4,0,1,7:14 PM,10:15,Wagner REBOUND (Off:0 Def:1),,,,,4,1629021,Moritz Wagner,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
15,0021900316,25,6,2,1,7:14 PM,10:07,,,Horford S.FOUL (P1.T2) (S.Wright),,,5,201143,Al Horford,1610612755.0,Philadelphia,76ers,PHI,4,1629021,Moritz Wagner,1610612764.0,Washington,Wizards,WAS,1,0,,,,,,1
16,0021900316,27,3,11,1,7:15 PM,10:07,Wagner Free Throw 1 of 2 (1 PTS),,,0 - 1,1,4,1629021,Moritz Wagner,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
17,0021900316,28,3,12,1,7:15 PM,10:07,MISS Wagner Free Throw 2 of 2,,,,,4,1629021,Moritz Wagner,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
18,0021900316,29,4,0,1,7:15 PM,10:04,,,Simmons REBOUND (Off:0 Def:1),,,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
