TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Russell Westbrook,R. Westbrook,PG,2021-05-10 14:45:04.930115
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Raul Neto,Raul Neto,SG,2021-05-10 14:45:04.930115
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Chandler Hutchison,C. Hutchison,SF,2021-05-10 14:45:04.930115
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Rui Hachimura,Rui Hachimura,PF,2021-05-10 14:45:04.930115
WAS,is-visit,WASATL,is-expected,Very Likely To Play,Alex Len,Alex Len,C,2021-05-10 14:45:04.930115
WAS,is-visit,WASATL,,Very Unlikely To Play,Bradley Beal,B. Beal,G,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,is-expected,Very Likely To Play,Trae Young,Trae Young,PG,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,is-expected,Toss Up To Play,Tony Snell,Tony Snell,SF,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,,Toss Up To Play,De'Andre Hunter,D. Hunter,F,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,,Toss Up To Play,Tony Snell,Tony Snell,F,2021-05-10 14:45:04.930115
ATL,is-home,WASATL,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-05-10 14:45:04.930115
IND,is-visit,INDCLE,is-expected,Very Likely To Play,Caris LeVert,Caris LeVert,PG,2021-05-10 14:45:04.930115
IND,is-visit,INDCLE,is-expected,Very Likely To Play,Edmond Sumner,Edmond Sumner,SG,2021-05-10 14:45:04.930115
IND,is-visit,INDCLE,is-expected,Very Likely To Play,Doug McDermott,D. McDermott,SF,2021-05-10 14:45:04.930115
