player_id,name,position,team_id,team_name,abbrev
572761,Matt Carpenter,2B,138,St. Louis Cardinals,STL
593372,Carlos Martinez,P,138,St. Louis Cardinals,STL
602922,Jose Rondon,SS,138,St. Louis Cardinals,STL
606149,Giovanny Gallegos,P,138,St. Louis Cardinals,STL
607231,John Gant,P,138,St. Louis Cardinals,STL
621052,Alex Reyes,P,138,St. Louis Cardinals,STL
624641,Edmundo Sosa,SS,138,St. Louis Cardinals,STL
641933,Tyler O'Neill,LF,138,St. Louis Cardinals,STL
650893,Genesis Cabrera,P,138,St. Louis Cardinals,STL
657557,Paul DeJong,SS,138,St. Louis Cardinals,STL
658551,Junior Fernandez,P,138,St. Louis Cardinals,STL
663399,Brandon Waddell,P,138,St. Louis Cardinals,STL
664056,Harrison Bader,CF,138,St. Louis Cardinals,STL
664854,Ryan Helsley,P,138,St. Louis Cardinals,STL
666185,Dylan Carlson,CF,138,St. Louis Cardinals,STL
668800,Andrew Knizner,C,138,St. Louis Cardinals,STL
669242,Tommy Edman,2B,138,St. Louis Cardinals,STL
670912,Johan Oviedo,P,138,St. Louis Cardinals,STL
448179,Rich Hill,P,139,Tampa Bay Rays,TB
543521,Collin McHugh,P,139,Tampa Bay Rays,TB
552640,Andrew Kittredge,P,139,Tampa Bay Rays,TB
572287,Mike Zunino,C,139,Tampa Bay Rays,TB
595281,Kevin Kiermaier,CF,139,Tampa Bay Rays,TB
596847,Ji-Man Choi,1B,139,Tampa Bay Rays,TB
605488,Jeffrey Springs,P,139,Tampa Bay Rays,TB
605538,Matt Wisler,P,139,Tampa Bay Rays,TB
608379,Michael Wacha,P,139,Tampa Bay Rays,TB
621433,Brett Phillips,CF,139,Tampa Bay Rays,TB
621563,Joey Wendle,3B,139,Tampa Bay Rays,TB
622534,Manuel Margot,RF,139,Tampa Bay Rays,TB
640457,Austin Meadows,LF,139,Tampa Bay Rays,TB
642232,Ryan Yarbrough,P,139,Tampa Bay Rays,TB
642336,Francisco Mejia,C,139,Tampa Bay Rays,TB
650490,Yandy Diaz,1B,139,Tampa Bay Rays,TB
650895,Diego Castillo,P,139,Tampa Bay Rays,TB
656420,J.P. Feyereisen,P,139,Tampa Bay Rays,TB
